Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
110328012	ShakeCamera	5|00.2|-1|5|00.2|0																													
110328052	ShakeCamera	5|00.2|-1|5|00.2|1																													
110329012	ShakeCamera	2|00.2|-1|5|00.2|0																													
110329022	ShakeCamera	3|00.2|-1|5|00.2|1																													
110329062	ShakeCamera	5|00.2|-1|5|00.2|2																													
110329072	ShakeCamera	5|00.2|-1|5|00.2|3																													
110330012	ShakeCamera	6|00.3|-1|10|00.15|0																													
110332012	ShakeCamera	4|00.45|0|10|00.15|0																													
110332022	ShakeCamera	4|00.3|0|10|00.1|1																													
110332032	ShakeCamera	4|00.3|0|10|00.1|2																													
110332042	ShakeCamera	4|00.3|0|10|00.1|3																													
110332052	ShakeCamera	5|00.45|0|10|00.15|4																													
