Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]
103210	Damage	11|0|3000|0|0|0|1|20000	11|0|3176|0|0|0|1|20000	11|0|3353|0|0|0|1|20000	11|0|3529|0|0|0|1|20000	11|0|3706|0|0|0|1|20000	11|0|3882|0|0|0|1|20000	11|0|4059|0|0|0|1|20000	11|0|4235|0|0|0|1|20000	11|0|4412|0|0|0|1|20000	11|0|4588|0|0|0|1|20000	11|0|4765|0|0|0|1|20000	11|0|4941|0|0|0|1|20000	11|0|5118|0|0|0|1|20000	11|0|5294|0|0|0|1|20000	11|0|5471|0|0|0|1|20000	11|0|5647|0|0|0|1|20000	11|0|5824|0|0|0|1|20000	11|0|6000|0|0|0|1|20000	11|0|6176|0|0|0|1|20000	11|0|6353|0|0|0|1|20000	11|0|6529|0|0|0|1|20000	11|0|6706|0|0|0|1|20000	11|0|6882|0|0|0|1|20000	11|0|7059|0|0|0|1|20000	11|0|7235|0|0|0|1|20000	11|0|7412|0|0|0|1|20000	11|0|7588|0|0|0|1|20000	11|0|7765|0|0|0|1|20000	11|0|7941|0|0|0|1|20000	11|0|8118|0|0|0|1|20000	11|0|8294|0|0|0|1|20000	11|0|8471|0|0|0|1|20000	11|0|8647|0|0|0|1|20000	11|0|8824|0|0|0|1|20000	11|0|9000|0|0|0|1|20000
103211	Damage	12|0|6000|0|0|0|1|20000	12|0|6353|0|0|0|1|20000	12|0|6706|0|0|0|1|20000	12|0|7059|0|0|0|1|20000	12|0|7412|0|0|0|1|20000	12|0|7765|0|0|0|1|20000	12|0|8118|0|0|0|1|20000	12|0|8471|0|0|0|1|20000	12|0|8824|0|0|0|1|20000	12|0|9176|0|0|0|1|20000	12|0|9529|0|0|0|1|20000	12|0|9882|0|0|0|1|20000	12|0|10235|0|0|0|1|20000	12|0|10588|0|0|0|1|20000	12|0|10941|0|0|0|1|20000	12|0|11294|0|0|0|1|20000	12|0|11647|0|0|0|1|20000	12|0|12000|0|0|0|1|20000	12|0|12353|0|0|0|1|20000	12|0|12706|0|0|0|1|20000	12|0|13059|0|0|0|1|20000	12|0|13412|0|0|0|1|20000	12|0|13765|0|0|0|1|20000	12|0|14118|0|0|0|1|20000	12|0|14471|0|0|0|1|20000	12|0|14824|0|0|0|1|20000	12|0|15176|0|0|0|1|20000	12|0|15529|0|0|0|1|20000	12|0|15882|0|0|0|1|20000	12|0|16235|0|0|0|1|20000	12|0|16588|0|0|0|1|20000	12|0|16941|0|0|0|1|20000	12|0|17294|0|0|0|1|20000	12|0|17647|0|0|0|1|20000	12|0|18000|0|0|0|1|20000
103212	Damage	13|0|6000|0|0|0|1|20000	13|0|6353|0|0|0|1|20000	13|0|6706|0|0|0|1|20000	13|0|7059|0|0|0|1|20000	13|0|7412|0|0|0|1|20000	13|0|7765|0|0|0|1|20000	13|0|8118|0|0|0|1|20000	13|0|8471|0|0|0|1|20000	13|0|8824|0|0|0|1|20000	13|0|9176|0|0|0|1|20000	13|0|9529|0|0|0|1|20000	13|0|9882|0|0|0|1|20000	13|0|10235|0|0|0|1|20000	13|0|10588|0|0|0|1|20000	13|0|10941|0|0|0|1|20000	13|0|11294|0|0|0|1|20000	13|0|11647|0|0|0|1|20000	13|0|12000|0|0|0|1|20000	13|0|12353|0|0|0|1|20000	13|0|12706|0|0|0|1|20000	13|0|13059|0|0|0|1|20000	13|0|13412|0|0|0|1|20000	13|0|13765|0|0|0|1|20000	13|0|14118|0|0|0|1|20000	13|0|14471|0|0|0|1|20000	13|0|14824|0|0|0|1|20000	13|0|15176|0|0|0|1|20000	13|0|15529|0|0|0|1|20000	13|0|15882|0|0|0|1|20000	13|0|16235|0|0|0|1|20000	13|0|16588|0|0|0|1|20000	13|0|16941|0|0|0|1|20000	13|0|17294|0|0|0|1|20000	13|0|17647|0|0|0|1|20000	13|0|18000|0|0|0|1|20000
103213	Damage	21|0|1500|0|0|0|1|20000	21|0|1588|0|0|0|1|20000	21|0|1676|0|0|0|1|20000	21|0|1765|0|0|0|1|20000	21|0|1853|0|0|0|1|20000	21|0|1941|0|0|0|1|20000	21|0|2029|0|0|0|1|20000	21|0|2118|0|0|0|1|20000	21|0|2206|0|0|0|1|20000	21|0|2294|0|0|0|1|20000	21|0|2382|0|0|0|1|20000	21|0|2471|0|0|0|1|20000	21|0|2559|0|0|0|1|20000	21|0|2647|0|0|0|1|20000	21|0|2735|0|0|0|1|20000	21|0|2824|0|0|0|1|20000	21|0|2912|0|0|0|1|20000	21|0|3000|0|0|0|1|20000	21|0|3088|0|0|0|1|20000	21|0|3176|0|0|0|1|20000	21|0|3265|0|0|0|1|20000	21|0|3353|0|0|0|1|20000	21|0|3441|0|0|0|1|20000	21|0|3529|0|0|0|1|20000	21|0|3618|0|0|0|1|20000	21|0|3706|0|0|0|1|20000	21|0|3794|0|0|0|1|20000	21|0|3882|0|0|0|1|20000	21|0|3971|0|0|0|1|20000	21|0|4059|0|0|0|1|20000	21|0|4147|0|0|0|1|20000	21|0|4235|0|0|0|1|20000	21|0|4324|0|0|0|1|20000	21|0|4412|0|0|0|1|20000	21|0|4500|0|0|0|1|20000
103214	Damage	21|0|3500|0|0|0|1|20000	21|0|3706|0|0|0|1|20000	21|0|3912|0|0|0|1|20000	21|0|4118|0|0|0|1|20000	21|0|4324|0|0|0|1|20000	21|0|4529|0|0|0|1|20000	21|0|4735|0|0|0|1|20000	21|0|4941|0|0|0|1|20000	21|0|5147|0|0|0|1|20000	21|0|5353|0|0|0|1|20000	21|0|5559|0|0|0|1|20000	21|0|5765|0|0|0|1|20000	21|0|5971|0|0|0|1|20000	21|0|6176|0|0|0|1|20000	21|0|6382|0|0|0|1|20000	21|0|6588|0|0|0|1|20000	21|0|6794|0|0|0|1|20000	21|0|7000|0|0|0|1|20000	21|0|7206|0|0|0|1|20000	21|0|7412|0|0|0|1|20000	21|0|7618|0|0|0|1|20000	21|0|7824|0|0|0|1|20000	21|0|8029|0|0|0|1|20000	21|0|8235|0|0|0|1|20000	21|0|8441|0|0|0|1|20000	21|0|8647|0|0|0|1|20000	21|0|8853|0|0|0|1|20000	21|0|9059|0|0|0|1|20000	21|0|9265|0|0|0|1|20000	21|0|9471|0|0|0|1|20000	21|0|9676|0|0|0|1|20000	21|0|9882|0|0|0|1|20000	21|0|10088|0|0|0|1|20000	21|0|10294|0|0|0|1|20000	21|0|10500|0|0|0|1|20000
103215	Damage	22|0|3000|0|0|0|1|20000	22|0|3176|0|0|0|1|20000	22|0|3353|0|0|0|1|20000	22|0|3529|0|0|0|1|20000	22|0|3706|0|0|0|1|20000	22|0|3882|0|0|0|1|20000	22|0|4059|0|0|0|1|20000	22|0|4235|0|0|0|1|20000	22|0|4412|0|0|0|1|20000	22|0|4588|0|0|0|1|20000	22|0|4765|0|0|0|1|20000	22|0|4941|0|0|0|1|20000	22|0|5118|0|0|0|1|20000	22|0|5294|0|0|0|1|20000	22|0|5471|0|0|0|1|20000	22|0|5647|0|0|0|1|20000	22|0|5824|0|0|0|1|20000	22|0|6000|0|0|0|1|20000	22|0|6176|0|0|0|1|20000	22|0|6353|0|0|0|1|20000	22|0|6529|0|0|0|1|20000	22|0|6706|0|0|0|1|20000	22|0|6882|0|0|0|1|20000	22|0|7059|0|0|0|1|20000	22|0|7235|0|0|0|1|20000	22|0|7412|0|0|0|1|20000	22|0|7588|0|0|0|1|20000	22|0|7765|0|0|0|1|20000	22|0|7941|0|0|0|1|20000	22|0|8118|0|0|0|1|20000	22|0|8294|0|0|0|1|20000	22|0|8471|0|0|0|1|20000	22|0|8647|0|0|0|1|20000	22|0|8824|0|0|0|1|20000	22|0|9000|0|0|0|1|20000
103216	Damage	22|0|8000|0|0|0|1|20000	22|0|8471|0|0|0|1|20000	22|0|8941|0|0|0|1|20000	22|0|9412|0|0|0|1|20000	22|0|9882|0|0|0|1|20000	22|0|10353|0|0|0|1|20000	22|0|10824|0|0|0|1|20000	22|0|11294|0|0|0|1|20000	22|0|11765|0|0|0|1|20000	22|0|12235|0|0|0|1|20000	22|0|12706|0|0|0|1|20000	22|0|13176|0|0|0|1|20000	22|0|13647|0|0|0|1|20000	22|0|14118|0|0|0|1|20000	22|0|14588|0|0|0|1|20000	22|0|15059|0|0|0|1|20000	22|0|15529|0|0|0|1|20000	22|0|16000|0|0|0|1|20000	22|0|16471|0|0|0|1|20000	22|0|16941|0|0|0|1|20000	22|0|17412|0|0|0|1|20000	22|0|17882|0|0|0|1|20000	22|0|18353|0|0|0|1|20000	22|0|18824|0|0|0|1|20000	22|0|19294|0|0|0|1|20000	22|0|19765|0|0|0|1|20000	22|0|20235|0|0|0|1|20000	22|0|20706|0|0|0|1|20000	22|0|21176|0|0|0|1|20000	22|0|21647|0|0|0|1|20000	22|0|22118|0|0|0|1|20000	22|0|22588|0|0|0|1|20000	22|0|23059|0|0|0|1|20000	22|0|23529|0|0|0|1|20000	22|0|24000|0|0|0|1|20000
103217	Damage	23|0|4500|0|0|0|1|20000	23|0|4765|0|0|0|1|20000	23|0|5029|0|0|0|1|20000	23|0|5294|0|0|0|1|20000	23|0|5559|0|0|0|1|20000	23|0|5824|0|0|0|1|20000	23|0|6088|0|0|0|1|20000	23|0|6353|0|0|0|1|20000	23|0|6618|0|0|0|1|20000	23|0|6882|0|0|0|1|20000	23|0|7147|0|0|0|1|20000	23|0|7412|0|0|0|1|20000	23|0|7676|0|0|0|1|20000	23|0|7941|0|0|0|1|20000	23|0|8206|0|0|0|1|20000	23|0|8471|0|0|0|1|20000	23|0|8735|0|0|0|1|20000	23|0|9000|0|0|0|1|20000	23|0|9265|0|0|0|1|20000	23|0|9529|0|0|0|1|20000	23|0|9794|0|0|0|1|20000	23|0|10059|0|0|0|1|20000	23|0|10324|0|0|0|1|20000	23|0|10588|0|0|0|1|20000	23|0|10853|0|0|0|1|20000	23|0|11118|0|0|0|1|20000	23|0|11382|0|0|0|1|20000	23|0|11647|0|0|0|1|20000	23|0|11912|0|0|0|1|20000	23|0|12176|0|0|0|1|20000	23|0|12441|0|0|0|1|20000	23|0|12706|0|0|0|1|20000	23|0|12971|0|0|0|1|20000	23|0|13235|0|0|0|1|20000	23|0|13500|0|0|0|1|20000
103218	Damage	23|0|12500|0|0|0|1|20000	23|0|13235|0|0|0|1|20000	23|0|13971|0|0|0|1|20000	23|0|14706|0|0|0|1|20000	23|0|15441|0|0|0|1|20000	23|0|16176|0|0|0|1|20000	23|0|16912|0|0|0|1|20000	23|0|17647|0|0|0|1|20000	23|0|18382|0|0|0|1|20000	23|0|19118|0|0|0|1|20000	23|0|19853|0|0|0|1|20000	23|0|20588|0|0|0|1|20000	23|0|21324|0|0|0|1|20000	23|0|22059|0|0|0|1|20000	23|0|22794|0|0|0|1|20000	23|0|23529|0|0|0|1|20000	23|0|24265|0|0|0|1|20000	23|0|25000|0|0|0|1|20000	23|0|25735|0|0|0|1|20000	23|0|26471|0|0|0|1|20000	23|0|27206|0|0|0|1|20000	23|0|27941|0|0|0|1|20000	23|0|28676|0|0|0|1|20000	23|0|29412|0|0|0|1|20000	23|0|30147|0|0|0|1|20000	23|0|30882|0|0|0|1|20000	23|0|31618|0|0|0|1|20000	23|0|32353|0|0|0|1|20000	23|0|33088|0|0|0|1|20000	23|0|33824|0|0|0|1|20000	23|0|34559|0|0|0|1|20000	23|0|35294|0|0|0|1|20000	23|0|36029|0|0|0|1|20000	23|0|36765|0|0|0|1|20000	23|0|37500|0|0|0|1|20000
103219	Damage	31|0|5750|0|0|0|1|20000	31|0|6088|0|0|0|1|20000	31|0|6426|0|0|0|1|20000	31|0|6765|0|0|0|1|20000	31|0|7103|0|0|0|1|20000	31|0|7441|0|0|0|1|20000	31|0|7779|0|0|0|1|20000	31|0|8118|0|0|0|1|20000	31|0|8456|0|0|0|1|20000	31|0|8794|0|0|0|1|20000	31|0|9132|0|0|0|1|20000	31|0|9471|0|0|0|1|20000	31|0|9809|0|0|0|1|20000	31|0|10147|0|0|0|1|20000	31|0|10485|0|0|0|1|20000	31|0|10824|0|0|0|1|20000	31|0|11162|0|0|0|1|20000	31|0|11500|0|0|0|1|20000	31|0|11838|0|0|0|1|20000	31|0|12176|0|0|0|1|20000	31|0|12515|0|0|0|1|20000	31|0|12853|0|0|0|1|20000	31|0|13191|0|0|0|1|20000	31|0|13529|0|0|0|1|20000	31|0|13868|0|0|0|1|20000	31|0|14206|0|0|0|1|20000	31|0|14544|0|0|0|1|20000	31|0|14882|0|0|0|1|20000	31|0|15221|0|0|0|1|20000	31|0|15559|0|0|0|1|20000	31|0|15897|0|0|0|1|20000	31|0|16235|0|0|0|1|20000	31|0|16574|0|0|0|1|20000	31|0|16912|0|0|0|1|20000	31|0|17250|0|0|0|1|20000
103220	Damage	32|0|11750|0|0|0|1|20000	32|0|12441|0|0|0|1|20000	32|0|13132|0|0|0|1|20000	32|0|13824|0|0|0|1|20000	32|0|14515|0|0|0|1|20000	32|0|15206|0|0|0|1|20000	32|0|15897|0|0|0|1|20000	32|0|16588|0|0|0|1|20000	32|0|17279|0|0|0|1|20000	32|0|17971|0|0|0|1|20000	32|0|18662|0|0|0|1|20000	32|0|19353|0|0|0|1|20000	32|0|20044|0|0|0|1|20000	32|0|20735|0|0|0|1|20000	32|0|21426|0|0|0|1|20000	32|0|22118|0|0|0|1|20000	32|0|22809|0|0|0|1|20000	32|0|23500|0|0|0|1|20000	32|0|24191|0|0|0|1|20000	32|0|24882|0|0|0|1|20000	32|0|25574|0|0|0|1|20000	32|0|26265|0|0|0|1|20000	32|0|26956|0|0|0|1|20000	32|0|27647|0|0|0|1|20000	32|0|28338|0|0|0|1|20000	32|0|29029|0|0|0|1|20000	32|0|29721|0|0|0|1|20000	32|0|30412|0|0|0|1|20000	32|0|31103|0|0|0|1|20000	32|0|31794|0|0|0|1|20000	32|0|32485|0|0|0|1|20000	32|0|33176|0|0|0|1|20000	32|0|33868|0|0|0|1|20000	32|0|34559|0|0|0|1|20000	32|0|35250|0|0|0|1|20000
103221	Damage	33|0|17750|0|0|0|1|20000	33|0|18794|0|0|0|1|20000	33|0|19838|0|0|0|1|20000	33|0|20882|0|0|0|1|20000	33|0|21926|0|0|0|1|20000	33|0|22971|0|0|0|1|20000	33|0|24015|0|0|0|1|20000	33|0|25059|0|0|0|1|20000	33|0|26103|0|0|0|1|20000	33|0|27147|0|0|0|1|20000	33|0|28191|0|0|0|1|20000	33|0|29235|0|0|0|1|20000	33|0|30279|0|0|0|1|20000	33|0|31324|0|0|0|1|20000	33|0|32368|0|0|0|1|20000	33|0|33412|0|0|0|1|20000	33|0|34456|0|0|0|1|20000	33|0|35500|0|0|0|1|20000	33|0|36544|0|0|0|1|20000	33|0|37588|0|0|0|1|20000	33|0|38632|0|0|0|1|20000	33|0|39676|0|0|0|1|20000	33|0|40721|0|0|0|1|20000	33|0|41765|0|0|0|1|20000	33|0|42809|0|0|0|1|20000	33|0|43853|0|0|0|1|20000	33|0|44897|0|0|0|1|20000	33|0|45941|0|0|0|1|20000	33|0|46985|0|0|0|1|20000	33|0|48029|0|0|0|1|20000	33|0|49074|0|0|0|1|20000	33|0|50118|0|0|0|1|20000	33|0|51162|0|0|0|1|20000	33|0|52206|0|0|0|1|20000	33|0|53250|0|0|0|1|20000
103222	AddBuff	103222																																		
103222000	ChangeTimeScale	00.5|3|0|1																																		
103223	AddBuff	103223																																		
103223000	AddNpcState	27																																		
103224	Damage	2|0|0|3|0|2000|1|5000	2|0|0|3|0|2118|1|5000	2|0|0|3|0|2235|1|5000	2|0|0|3|0|2353|1|5000	2|0|0|3|0|2471|1|5000	2|0|0|3|0|2588|1|5000	2|0|0|3|0|2706|1|5000	2|0|0|3|0|2824|1|5000	2|0|0|3|0|2941|1|5000	2|0|0|3|0|3059|1|5000	2|0|0|3|0|3176|1|5000	2|0|0|3|0|3294|1|5000	2|0|0|3|0|3412|1|5000	2|0|0|3|0|3529|1|5000	2|0|0|3|0|3647|1|5000	2|0|0|3|0|3765|1|5000	2|0|0|3|0|3882|1|5000	2|0|0|3|0|4000|1|5000	2|0|0|3|0|4118|1|5000	2|0|0|3|0|4235|1|5000	2|0|0|3|0|4353|1|5000	2|0|0|3|0|4471|1|5000	2|0|0|3|0|4588|1|5000	2|0|0|3|0|4706|1|5000	2|0|0|3|0|4824|1|5000	2|0|0|3|0|4941|1|5000	2|0|0|3|0|5059|1|5000	2|0|0|3|0|5176|1|5000	2|0|0|3|0|5294|1|5000	2|0|0|3|0|5412|1|5000	2|0|0|3|0|5529|1|5000	2|0|0|3|0|5647|1|5000	2|0|0|3|0|5765|1|5000	2|0|0|3|0|5882|1|5000	2|0|0|3|0|6000|1|5000
103225	Damage	2|0|2000|0|0|0|1|7000	2|0|2118|0|0|0|1|7000	2|0|2235|0|0|0|1|7000	2|0|2353|0|0|0|1|7000	2|0|2471|0|0|0|1|7000	2|0|2588|0|0|0|1|7000	2|0|2706|0|0|0|1|7000	2|0|2824|0|0|0|1|7000	2|0|2941|0|0|0|1|7000	2|0|3059|0|0|0|1|7000	2|0|3176|0|0|0|1|7000	2|0|3294|0|0|0|1|7000	2|0|3412|0|0|0|1|7000	2|0|3529|0|0|0|1|7000	2|0|3647|0|0|0|1|7000	2|0|3765|0|0|0|1|7000	2|0|3882|0|0|0|1|7000	2|0|4000|0|0|0|1|7000	2|0|4118|0|0|0|1|7000	2|0|4235|0|0|0|1|7000	2|0|4353|0|0|0|1|7000	2|0|4471|0|0|0|1|7000	2|0|4588|0|0|0|1|7000	2|0|4706|0|0|0|1|7000	2|0|4824|0|0|0|1|7000	2|0|4941|0|0|0|1|7000	2|0|5059|0|0|0|1|7000	2|0|5176|0|0|0|1|7000	2|0|5294|0|0|0|1|7000	2|0|5412|0|0|0|1|7000	2|0|5529|0|0|0|1|7000	2|0|5647|0|0|0|1|7000	2|0|5765|0|0|0|1|7000	2|0|5882|0|0|0|1|7000	2|0|6000|0|0|0|1|7000
103226	Damage	2|0|0|3|0|1500|1|5000	2|0|0|3|0|1588|1|5000	2|0|0|3|0|1676|1|5000	2|0|0|3|0|1765|1|5000	2|0|0|3|0|1853|1|5000	2|0|0|3|0|1941|1|5000	2|0|0|3|0|2029|1|5000	2|0|0|3|0|2118|1|5000	2|0|0|3|0|2206|1|5000	2|0|0|3|0|2294|1|5000	2|0|0|3|0|2382|1|5000	2|0|0|3|0|2471|1|5000	2|0|0|3|0|2559|1|5000	2|0|0|3|0|2647|1|5000	2|0|0|3|0|2735|1|5000	2|0|0|3|0|2824|1|5000	2|0|0|3|0|2912|1|5000	2|0|0|3|0|3000|1|5000	2|0|0|3|0|3088|1|5000	2|0|0|3|0|3176|1|5000	2|0|0|3|0|3265|1|5000	2|0|0|3|0|3353|1|5000	2|0|0|3|0|3441|1|5000	2|0|0|3|0|3529|1|5000	2|0|0|3|0|3618|1|5000	2|0|0|3|0|3706|1|5000	2|0|0|3|0|3794|1|5000	2|0|0|3|0|3882|1|5000	2|0|0|3|0|3971|1|5000	2|0|0|3|0|4059|1|5000	2|0|0|3|0|4147|1|5000	2|0|0|3|0|4235|1|5000	2|0|0|3|0|4324|1|5000	2|0|0|3|0|4412|1|5000	2|0|0|3|0|4500|1|5000
