Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]
99550094	AddBuff	99550094																													
99550095	AddNpcState	21																													
99550092	AddBuff	99550092																													
99550093	AddNpcState	22																													
99600096	AddBuff	99600096																													
99600097	AddMissile	996099|1																													
99600098	AddBuff	99600098																													
99600099	HideJoint	Root																													
99600094	AddBuff	99600094																													
99600095	AddNpcState	21																													
99600092	AddBuff	99600092																													
99600093	AddNpcState	22																													
90220096	AddBuff	90220096																													
90220097	AddMissile	902299|1																													
90220098	AddBuff	90220098																													
90220099	HideJoint	Root																													
90220094	AddBuff	90220094																													
90220095	AddNpcState	21																													
90220092	AddBuff	90220092																													
90220093	AddNpcState	22																													
90430096	AddBuff	90430096																													
90430097	AddMissile	904399|1																													
90430098	AddBuff	90430098																													
90430099	HideJoint	Root																													
90430094	AddBuff	90430094																													
90430095	AddNpcState	21																													
90430092	AddBuff	90430092																													
90430093	AddNpcState	22																													
97510096	AddBuff	97510096																													
97510097	AddMissile	975199|1																													
97510098	AddBuff	97510098																													
97510099	HideJoint	Root																													
97510094	AddBuff	97510094																													
97510095	AddNpcState	21																													
97510092	AddBuff	97510092																													
97510093	AddNpcState	22																													
97520096	AddBuff	97520096																													
97520097	AddMissile	975299|1																													
97520098	AddBuff	97520098																													
97520099	HideJoint	Root																													
97520094	AddBuff	97520094																													
97520095	AddNpcState	21																													
97520092	AddBuff	97520092																													
97520093	AddNpcState	22																													
97530096	AddBuff	97530096																													
97530097	AddMissile	975399|1																													
97530098	AddBuff	97530098																													
97530099	HideJoint	Root																													
97530094	AddBuff	97530094																													
97530095	AddNpcState	21																													
97530092	AddBuff	97530092																													
97530093	AddNpcState	22																													
97540096	AddBuff	97540096																													
97540097	AddMissile	975499|1																													
97540098	AddBuff	97540098																													
97540099	HideJoint	Root																													
97540094	AddBuff	97540094																													
97540095	AddNpcState	21																													
97540092	AddBuff	97540092																													
97540093	AddNpcState	22																													
97550096	AddBuff	97550096																													
97550097	AddMissile	975599|1																													
97550098	AddBuff	97550098																													
97550099	HideJoint	Root																													
97550094	AddBuff	97550094																													
97550095	AddNpcState	21																													
97550092	AddBuff	97550092																													
97550093	AddNpcState	22																													
97560096	AddBuff	97560096																													
97560097	AddMissile	975699|1																													
97560098	AddBuff	97560098																													
97560099	HideJoint	Root																													
97560094	AddBuff	97560094																													
97560095	AddNpcState	21																													
97560092	AddBuff	97560092																													
97560093	AddNpcState	22																													
97570096	AddBuff	97570096																													
97570097	AddMissile	975799|1																													
97570098	AddBuff	97570098																													
97570099	HideJoint	Root																													
97570094	AddBuff	97570094																													
97570095	AddNpcState	21																													
97570092	AddBuff	97570092																													
97570093	AddNpcState	22																													
97580096	AddBuff	97580096																													
97580097	AddMissile	975899|1																													
97580098	AddBuff	97580098																													
97580099	HideJoint	Root																													
97580094	AddBuff	97580094																													
97580095	AddNpcState	21																													
97580092	AddBuff	97580092																													
97580093	AddNpcState	22																													
97590096	AddBuff	97590096																													
97590097	AddMissile	975999|1																													
97590098	AddBuff	97590098																													
97590099	HideJoint	Root																													
97590094	AddBuff	97590094																													
97590095	AddNpcState	21																													
97590092	AddBuff	97590092																													
97590093	AddNpcState	22																													
87430096	AddBuff	87430096																													
87430097	AddMissile	874399|1																													
87430098	AddBuff	87430098																													
87430099	HideJoint	Root																													
87430094	AddBuff	87430094																													
87430095	AddNpcState	21																													
87430092	AddBuff	87430092																													
87430093	AddNpcState	22																													
87440096	AddBuff	87440096																													
87440097	AddMissile	874499|1																													
87440098	AddBuff	87440098																													
87440099	HideJoint	Root																													
87440094	AddBuff	87440094																													
87440095	AddNpcState	21																													
87440092	AddBuff	87440092																													
87440093	AddNpcState	22																													
