Id	TemplateId	Count	Params[0]	Params[1]	Params[2]
32110	3913001	1	1	0	
32120	3923001	1	1	0	
32130	3933001	1	1	0	
32140	3943001	1	1	0	
32150	3953001	1	1	0	
32160	3963001	1	1	0	
32170	3913001	1	1	0	
32180	3923001	1	1	0	
32190	3933001	1	1	0	
32210	3943001	1	1	0	
32220	3953001	1	1	0	
32230	3963001	1	1	0	
32240	3913001	1	1	0	
32250	3923001	1	1	0	
32260	3933001	1	1	0	
32270	3943001	1	1	0	
32280	3953001	1	1	0	
32290	3963001	1	1	0	
32310	3913001	1	1	0	
32320	3923001	1	1	0	
32330	3933001	1	1	0	
32340	3943001	1	1	0	
32410	3953001	1	1	0	
32420	3963001	1	1	0	
32510	3913001	1	1	0	
32520	3923001	1	1	0	
32530	3933001	1	1	0	
32540	3943001	1	1	0	
32550	3953001	1	1	0	
32560	3963001	1	1	0	
32570	3913001	1	1	0	
32580	3923001	1	1	0	
32590	3933001	1	1	0	
32610	3943001	1	1	0	
32620	3953001	1	1	0	
32630	3963001	1	1	0	
32640	3913001	1	1	0	
32650	3923001	1	1	0	
32660	3933001	1	1	0	
32670	3943001	1	1	0	
32680	3953001	1	1	0	
32690	3963001	1	1	0	
32710	3913001	1	1	0	
32720	3923001	1	1	0	
32730	3933001	1	1	0	
32740	3943001	1	1	0	
32810	3953001	1	1	0	
32820	3963001	1	1	0	
32910	3913001	1	1	0	
32920	3923001	1	1	0	
32930	3933001	1	1	0	
32940	3943001	1	1	0	
32950	3953001	1	1	0	
32960	3963001	1	1	0	
32970	3913001	1	1	0	
32980	3923001	1	1	0	
32990	3933001	1	1	0	
33010	3943001	1	1	0	
33020	3953001	1	1	0	
33030	3963001	1	1	0	
33040	3913001	1	1	0	
33050	3923001	1	1	0	
33060	3933001	1	1	0	
33070	3943001	1	1	0	
33080	3953001	1	1	0	
33090	3963001	1	1	0	
33110	3913001	1	1	0	
33120	3923001	1	1	0	
33130	3933001	1	1	0	
33140	3943001	1	1	0	
33210	3953001	1	1	0	
33220	3963001	1	1	0	
33310	3913001	1	1	0	
33320	3923001	1	1	0	
33330	3933001	1	1	0	
33340	3943001	1	1	0	
33350	3953001	1	1	0	
33360	3963001	1	1	0	
33370	3913001	1	1	0	
33380	3923001	1	1	0	
33390	3933001	1	1	0	
33410	3943001	1	1	0	
33420	3953001	1	1	0	
33430	3963001	1	1	0	
33440	3913001	1	1	0	
33450	3923001	1	1	0	
33460	3933001	1	1	0	
33470	3943001	1	1	0	
33480	3953001	1	1	0	
33490	3963001	1	1	0	
33510	3913001	1	1	0	
33520	3923001	1	1	0	
33530	3933001	1	1	0	
33540	3943001	1	1	0	
33610	3953001	1	1	0	
33620	3963001	1	1	0	
40010	40692	1			
40011	40692	2			
50000	1	10000			
50010	3914001	1	1	0	
50020	30	3			
50030	2994001	1	1	0	
50040	40110	1			
50050	30013	1			
50060	50000	100			
50070	1	10000			
50080	3914001	1	1	0	
50090	30	3			
50100	2994001	1	1	0	
50110	40114	1			
50120	30013	1			
50130	50001	100			
50140	1	10000			
50150	3914001	1	1	0	
50160	30	3			
50170	2994001	1	1	0	
50180	40110	1			
50190	30013	1			
50200	50000	150			
50210	1	10000			
50220	3914001	1	1	0	
50230	30	3			
50240	2994001	1	1	0	
50250	40113	1			
50260	30013	1			
50270	50001	150			
55000	2034001	1	1	0	
55010	2035001	1	1	0	
55020	503	10			
55030	505	10			
55040	3035008	1	1	0	
55050	3065008	1	1	0	
55060	1041002	1	1	2	1
55070	3015002	1	1	0	
55080	3045002	1	1	0	
55090	50000	250			
55100	3025006	1	1	0	
55110	3055006	1	1	0	
55120	50001	250			
55130	6410105	1			
60000	1	2000			
60001	12	3			
60002	30012	1			
60010	1	3000			
60011	40100	1			
60012	30012	1			
60020	1	5000			
60021	40104	1			
60022	30012	1			
60030	1	10000			
60031	40103	1			
60032	30012	1			
60040	1	20000			
60041	505	1			
60042	30013	1			
60050	1	2000			
60051	12	3			
60052	30012	1			
60060	1	3000			
60061	40100	2			
60062	30012	1			
60070	1	5000			
60071	40104	2			
60072	30012	1			
60080	1	10000			
60081	40103	2			
60082	30012	1			
60090	1	20000			
60091	505	1			
60092	30013	1			
60100	1	2000			
60101	12	3			
60102	30012	1			
60110	1	3000			
60111	40110	1			
60112	30012	1			
60120	1	5000			
60121	40114	1			
60122	30012	1			
60130	1	10000			
60131	40113	1			
60132	30012	1			
60140	1	20000			
60141	505	1			
60142	30013	1			
70000	90030	1			
70010	3025050	1			
70020	40110	4	1	0	
70030	1	50000			
70040	50000	250			
70050	3035050	1			
70060	1	1	1	0	
71000	90030	1			
71010	1	50000			
71020	3015052	1	1	0	
71030	30013	1			
71040	40110	2			
71050	50000	250			
71060	3025052	1	1	0	
71100	90030	1			
71110	40100	2			
71120	30013	1			
71130	96000	10			
71140	1	100000			
71150	40110	2			
71160	50000	250			
80010	30	1			
80020	40692	1			
80030	40692	1			
80040	40692	1			
80050	40692	1			
80060	40692	1			
80070	40692	1			
80080	40692	1			
80090	40692	1			
80100	40692	1			
80110	40692	1			
80120	40692	1			
80130	40692	1			
100010	4	60			
100011	13	5			
100012	14	0			
100020	7	1			
100021	13	0			
100022	14	0			
100023	4	30			
100030	7	1			
100031	13	0			
100032	14	0			
100033	4	30			
100040	7	30			
100041	13	10			
100042	14	0			
100050	7	10			
100051	13	5			
100052	14	0			
100060	7	20			
100061	13	10			
100062	14	0			
100070	7	25			
100071	13	10			
100072	14	0			
100080	7	25			
100081	13	10			
100082	14	0			
100090	7	1			
100091	13	1			
100092	14	0			
100100	7	15			
100101	13	5			
100102	14	0			
100110	7	15			
100111	13	5			
100112	14	0			
100120	7	15			
100121	13	5			
100122	14	0			
100130	7	10			
100131	13	10			
100132	14	0			
100140	7	15			
100141	13	10			
100142	14	0			
100150	7	50			
100151	13	20			
100152	14	0			
100160	7	25			
100161	13	10			
100162	14	0			
100170	7	25			
100171	13	10			
100172	14	0			
100180	7	15			
100181	13	5			
100182	14	0			
100190	7	15			
100191	13	5			
100192	14	0			
100201	13	5			
100211	13	5			
101000	1	3700			
101001	3	100			
101002	23	60			
101010	1	2200			
101011	3	60			
101012	23	30			
101020	1	0			
101021	3	0			
101022	23	0			
101030	1	3700			
101031	3	100			
101032	23	50			
101040	1	2200			
101041	3	60			
101042	23	30			
101050	1	0			
101051	3	0			
101052	23	0			
101060	1	4500			
101061	3	120			
101062	23	90			
101070	1	2200			
101071	3	60			
101072	23	50			
101080	1	0			
101081	3	0			
101082	23	0			
101090	1	5200			
101091	3	140			
101092	23	70			
101100	1	3700			
101101	3	100			
101102	23	50			
101110	1	2200			
101111	3	60			
101112	23	30			
101120	1	6000			
101121	3	160			
101122	23	85			
101130	1	4500			
101131	3	120			
101132	23	60			
101140	1	2200			
101141	3	60			
101142	23	30			
101150	1	6700			
101151	3	180			
101152	23	140			
101160	1	6000			
101161	3	160			
101162	23	110			
101170	1	4500			
101171	3	120			
101172	23	90			
101180	1	8200			
101181	3	220			
101182	23	100			
101190	1	6700			
101191	3	180			
101192	23	75			
101200	1	3700			
101201	3	100			
101202	23	30			
101210	1	9700			
101211	3	260			
101212	23	135			
101220	1	7500			
101221	3	200			
101222	23	100			
101230	1	3700			
101231	3	100			
101232	23	40			
101240	1	9700			
101241	3	260			
101242	23	180			
101250	1	8200			
101251	3	220			
101252	23	150			
101260	1	6700			
101261	3	180			
101262	23	120			
101270	1	0			
101271	3	0			
101272	23	0			
101280	1	11200			
101281	3	300			
101282	23	140			
101290	1	6700			
101291	3	180			
101292	23	80			
101300	1	12700			
101301	3	340			
101302	23	170			
101310	1	12000			
101311	3	320			
101312	23	160			
101320	1	7500			
101321	3	200			
101322	23	105			
101330	1	13500			
101331	3	360			
101332	23	230			
101340	1	12700			
101341	3	340			
101342	23	220			
101350	1	9700			
101351	3	260			
101352	23	180			
101360	1	0			
101361	3	0			
101362	23	0			
101370	1	0			
101371	3	0			
101372	23	0			
101380	1	0			
101381	3	0			
101382	23	0			
101390	1	0			
101391	3	0			
101392	23	0			
101400	1	15000			
101401	3	400			
101402	23	200			
101410	1	12000			
101411	3	320			
101412	23	160			
101420	1	16800			
101421	3	450			
101422	23	275			
101430	1	15000			
101431	3	400			
101432	23	250			
101440	1	12700			
101441	3	340			
101442	23	220			
101450	1	0			
101451	3	0			
101452	23	0			
101460	1	0			
101461	3	0			
101462	23	0			
101470	1	0			
101471	3	0			
101472	23	0			
101480	1	0			
101481	3	0			
101482	23	0			
101490	1	0			
101491	3	0			
101492	23	0			
101500	1	0			
101501	3	0			
101502	23	0			
101510	1	0			
101511	3	0			
101512	23	0			
101520	1	18700			
101521	3	500			
101522	23	300			
101530	1	15000			
101531	3	400			
101532	23	250			
110010	1	4000			
110011	12	2			
110012	40100	1			
110020	1	4000			
110021	30012	1			
110022	40104	1			
110030	1	4000			
110031	60000	10			
110032	40103	1			
110040	1	4000			
110041	12	3			
110042	3934001	1	1	0	
110050	1	4000			
110051	30013	1			
110052	2994001	1	1	0	
110060	1	2000			
110061	60000	20			
110062	12	2			
110070	1	2000			
110071	60000	25			
110072	30012	1			
110080	1	2000			
110081	60000	30			
110082	12	3			
110090	1	2000			
110091	60000	35			
110092	3944001	1	1	0	
110100	1	2000			
110101	60000	40			
110102	2994001	1	1	0	
110110	1	2000			
110111	60000	45			
110112	30013	1			
110120	1	2000			
110121	40100	1			
110122	40114	1			
110130	1	2000			
110131	40100	1			
110132	40114	1			
110140	1	2000			
110141	40104	1			
110142	40110	1			
110150	1	2000			
110151	40104	1			
110152	40110	1			
110160	1	2000			
110161	40103	1			
110162	40113	1			
110170	31	10			
110171	30	3			
110172	40691	1			
110180	31	10			
110181	30	5			
110182	40691	2			
110190	31	10			
110191	30	6			
110192	40692	2			
110200	1	4000			
110201	12	2			
110202	40100	1			
110210	1	4000			
110211	30012	1			
110212	40104	1			
110220	1	4000			
110221	60000	10			
110222	40103	1			
110230	1	4000			
110231	12	3			
110232	3954001	1	1	0	
110240	1	4000			
110241	30013	1			
110242	2994001	1	1	0	
110250	1	2000			
110251	60000	20			
110252	12	2			
110260	1	2000			
110261	60000	25			
110262	30012	1			
110270	1	2000			
110271	60000	30			
110272	12	3			
110280	1	2000			
110281	60000	35			
110282	3964001	1	1	0	
110290	1	2000			
110291	60000	40			
110292	2994001	1	1	0	
110300	1	2000			
110301	60000	45			
110302	30013	1			
110310	1	2000			
110311	40100	1			
110312	40110	1			
110320	1	2000			
110321	40104	1			
110322	40114	1			
110330	31	10			
110331	30	3			
110332	40691	1			
110340	31	10			
110341	30	5			
110342	40691	2			
110350	31	10			
110351	30	6			
110352	40692	2			
110360	1	4000			
110361	30013	1			
110362	60000	10			
110370	1	4000			
110371	3914001	1	1	0	
110372	60000	10			
110380	1	4000			
110381	2994001	1	1	0	
110382	60000	15			
110390	1	4000			
110391	40100	1			
110392	60000	15			
110400	1	4000			
110401	40110	1			
110402	60000	20			
110410	1	4000			
110411	40114	1			
110412	60000	20			
110420	1	4000			
110421	40113	1			
110422	60000	25			
110430	1	5000			
110431	40104	1			
110432	32	1			
110440	1	5000			
110441	40114	1			
110442	32	2			
110450	1	5000			
110451	40114	1			
110452	32	3			
110460	1	5000			
110461	40100	1			
110462	32	1			
110470	1	5000			
110471	40110	1			
110472	32	2			
110480	1	5000			
110481	40110	1			
110482	32	3			
110490	1	2000			
110491	12	5			
110492	30013	2			
110500	1	2000			
110501	30012	1			
110502	28	50			
110510	1	2000			
110511	40100	1			
110512	3914001	1	1	0	
110520	1	2000			
110521	40104	1			
110522	28	50			
110530	1	2000			
110531	40103	1			
110532	2994001	1	1	0	
110540	1	2000			
110541	30013	1			
110542	28	50			
110550	1	2000			
110551	3924001	1	1	0	
110552	29	50			
110560	1	2000			
110561	2994001	1	1	0	
110562	40114	1			
110570	1	2000			
110571	40110	1			
110572	29	50			
110580	1	2000			
110581	40114	1			
110582	40113	1			
110590	1	2000			
110591	40113	1			
110592	29	50			
110600	1	2000			
110601	60000	10			
110602	30012	1			
110610	1	2500			
110611	60000	10			
110612	30012	2			
110620	1	3000			
110621	60000	10			
110622	30013	1			
110630	1	2000			
110631	60000	10			
110632	12	3			
110640	1	2500			
110641	60000	10			
110642	12	5			
110650	1	3000			
110651	60000	10			
110652	12	10			
110660	1	4000			
110661	60000	10			
110662	12	15			
110670	30013	1			
110671	12	3			
110672	1	5000			
110680	3914001	1	1	0	
110681	40104	1			
110682	1	5000			
110690	2994001	1	1	0	
110691	40100	1			
110692	1	5000			
110700	3924001	1	1	0	
110701	40103	1			
110702	1	5000			
110710	3934001	1	1	0	
110711	30013	1			
110712	1	5000			
110720	2994001	1	1	0	
110721	30013	1			
110722	1	5000			
110730	40114	1			
110731	2994001	1	1	0	
110732	1	5000			
110740	40110	1			
110741	3944001	1	1	0	
110742	1	5000			
110750	40113	1			
110751	2994001	1	1	0	
110752	1	5000			
111010	3065051	1	1	0	
111011	3914001	1	1	0	
111012	40104	1			
111020	3055051	1	1	0	
111021	3924001	1	1	0	
111022	40100	1			
111030	3045051	1	1	0	
111031	3934001	1	1	0	
111032	40104	1			
111040	3035051	1	1	0	
111041	3944001	1	1	0	
111042	40100	1			
111050	3025051	1	1	0	
111051	3954001	1	1	0	
111052	40104	1			
111060	3015051	1	1	0	
111061	3964001	1	1	0	
111062	40100	1			
111070	2075002	1	1	0	
111071	40113	1			
111072	2994001	1	1	0	
111080	30013	1			
111081	12	3			
111082	40104	1			
111090	30013	1			
111091	12	5			
111092	40103	1			
111100	40110	1			
111101	30013	1			
111102	12	3			
111110	40110	1			
111111	30013	1			
111112	12	5			
111120	40110	1			
111121	30013	1			
111122	40100	2			
111130	40114	1			
111131	30013	1			
111132	40104	2			
111140	40113	1			
111141	30013	1			
111142	40103	2			
112010	1	30000			
112020	12	5			
112030	3914001	1	1	0	
112040	2994001	1	1	0	
112050	60102	2500			
112060	30013	1			
112070	40100	2			
112080	40104	2			
112090	40103	2			
112100	60102	2500			
112110	1	50000			
112120	12	10			
112130	3914001	2	1	0	
112140	2994001	2	1	0	
112150	32	6			
112160	30013	2			
112170	40110	1			
112180	40114	1			
112190	40113	1			
112200	29	50			
112210	1	80000			
112220	40110	2			
112230	40114	2			
112240	29	100			
112250	60102	500			
112251	3914001	2	1	0	
112252	1	4000			
112260	60102	500			
112261	2994001	1	1	0	
112262	12	3			
112270	60102	500			
112271	30013	1			
112272	1	4000			
112280	60102	500			
112281	40110	1			
112282	12	5			
112290	3914001	2	1	0	
112291	30013	1			
112292	60101	50			
112300	2994001	2	1	0	
112301	40110	1			
112302	60101	100			
112310	40114	1			
112311	40110	1			
112312	60101	100			
112320	40113	1			
112321	40110	1			
112322	60101	100			
112330	30013	2			
112331	12	5			
112332	1	2000			
112340	30012	1			
112341	12	3			
112342	1	2000			
112350	30012	2			
112351	12	4			
112352	1	2500			
112360	30013	1			
112361	12	5			
112362	1	3000			
112370	12	3			
112371	30012	1			
112372	1	2000			
112380	12	5			
112381	30012	1			
112382	1	2500			
112390	12	10			
112391	30012	1			
112392	1	3000			
112400	12	15			
112401	30012	1			
112402	1	4000			
113000	30013	2			
113001	12	6			
113002	1	5000			
113010	4	30			
113011	60001	4			
113012	1	7500			
113020	30013	3			
113021	12	6			
113022	1	10000			
113030	4	30			
113031	60001	4			
113032	1	12500			
113040	30014	1			
113041	12	10			
113042	1	15000			
113050	30013	2			
113051	60001	2			
113052	1	7500			
113060	90014	1			
113061	30013	2			
113062	12	3			
113070	3036004	1	1	0	
113071	60001	3			
113072	1	10000			
113080	3	100			
113081	29	50			
113082	12	4			
113090	40110	2			
113091	2994001	2	1	0	
113092	40103	3			
113100	3066004	1	1	0	
