Id	CharacterId	CharacterLevel	CharacterQuality	CharacterStar	CharacterGrade	SkillLevel	RemoveSkillId[1]	RemoveSkillId[2]	RemoveSkillId[3]	FashionId	WeaponId	WeaponLevel	WeaponAweken	WeaponBeakThrough	WaferId[1]	WaferLevel[1]	WaferAweken[1]	WaferBreakThrough[1]	WaferId[2]	WaferLevel[2]	WaferAweken[2]	WaferBreakThrough[2]	WaferId[3]	WaferLevel[3]	WaferAweken[3]	WaferBreakThrough[3]	WaferId[4]	WaferLevel[4]	WaferAweken[4]	WaferBreakThrough[4]	WaferId[5]	WaferLevel[5]	WaferAweken[5]	WaferBreakThrough[5]	WaferId[6]	WaferLevel[6]	WaferAweken[6]	WaferBreakThrough[6]	ShowAbility	LiberateLv
1100	1021001	30	3	0	3	1	102127			6210101	2025001	25	0	1	3015001	25	0	1	3025001	25	0	1	3035001	25	0	1	3045001	25	0	1	3055001	25	0	1	3065001	25	0	1	0	0
1101	1021001	30	3	0	3	1	102127			6210101	2025001	25	0	1	3015001	25	0	1	3025001	25	0	1	3035001	25	0	1	3045001	25	0	1	3055001	25	0	1	3065001	25	0	1	0	0
1102	1021001	30	3	0	3	1	102127			6210101	2025001	30	0	1	3015001	30	0	1	3025001	30	0	1	3035001	30	0	1	3045001	30	0	1	3055001	30	0	1	3065001	30	0	1	0	0
1103	1021001	40	3	0	3	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	30	0	1	3035001	30	0	1	3045001	30	0	1	3055001	30	0	1	3065001	30	0	1	0	0
1104	1021001	40	3	0	3	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	30	0	1	3035001	30	0	1	3045001	30	0	1	3055001	30	0	1	3065001	30	0	1	0	0
1105	1021001	40	3	0	3	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	30	0	1	3055001	30	0	1	3065001	30	0	1	0	0
1106	1021001	40	3	0	3	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	30	0	1	3055001	30	0	1	3065001	30	0	1	0	0
1107	1021001	50	3	0	4	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	35	0	2	3055001	35	0	2	3065001	35	0	2	0	0
1108	1021001	50	3	0	4	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	35	0	2	3055001	35	0	2	3065001	35	0	2	0	0
1109	1021001	50	3	0	4	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	35	0	2	3055001	35	0	2	3065001	35	0	2	0	0
1110	1021001	50	3	0	4	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	35	0	2	3055001	35	0	2	3065001	35	0	2	0	0
1111	1021001	50	3	0	4	1	102127			6210101	2025001	35	0	2	3015001	35	0	2	3025001	35	0	2	3035001	35	0	2	3045001	35	0	2	3055001	35	0	2	3065001	35	0	2	0	0
1112	1021001	55	3	0	4	1	102127			6210101	2025001	35	0	3	3015001	35	0	3	3025001	35	0	3	3035001	35	0	3	3045001	35	0	3	3055001	35	0	3	3065001	35	0	3	0	0
1113	1021001	55	3	0	4	1	102127			6210101	2025001	35	0	3	3015001	35	0	3	3025001	35	0	3	3035001	35	0	3	3045001	35	0	3	3055001	35	0	3	3065001	35	0	3	0	0
1114	1021001	55	3	0	4	1	102127			6210101	2025001	35	0	3	3015001	35	0	3	3025001	35	0	3	3035001	35	0	3	3045001	35	0	3	3055001	35	0	3	3065001	35	0	3	0	0
1115	1031001	60	6	0	8	1	103127			6310101	2035001	40	0	3	3015001	40	0	3	3025001	40	0	3	3035001	40	0	3	3045001	40	0	3	3055001	40	0	3	3065001	40	0	3	0	0
1116	1031001	60	6	0	8	1	103127			6310101	2035001	40	0	3	3015001	40	0	3	3025001	40	0	3	3035001	40	0	3	3045001	40	0	3	3055001	40	0	3	3065001	40	0	3	0	0
1117	1031001	60	6	0	8	1	103127			6310101	2035001	40	0	3	3015001	40	0	3	3025001	40	0	3	3035001	40	0	3	3045001	40	0	3	3055001	40	0	3	3065001	40	0	3	0	0
1118	1031001	60	6	0	8	1	103127			6310101	2035001	40	0	3	3015001	40	0	3	3025001	40	0	3	3035001	40	0	3	3045001	40	0	3	3055001	40	0	3	3065001	40	0	3	0	0
1119	1031001	60	6	0	8	1	103127			6310101	2035001	40	0	3	3015001	40	0	3	3025001	40	0	3	3035001	40	0	3	3045001	40	0	3	3055001	40	0	3	3065001	40	0	3	0	0
1120	1021001	60	3	0	7	1	102127			6210101	2025001	45	0	4	3015001	45	0	4	3025001	45	0	4	3035001	45	0	4	3045001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
1121	1021001	60	3	0	7	1	102127			6210101	2025001	45	0	4	3015001	45	0	4	3025001	45	0	4	3035001	45	0	4	3045001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
1122	1021001	80	3	0	10	1	102127			6210101	2025001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
1123	1021001	80	3	0	10	1	102127			6210101	2025001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
1124	1061002	80	6	0	13	1	106227			6610101	2066001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
1125	1061002	80	6	0	13	1	106227			6610101	2066001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
1126	1061002	80	6	0	13	1	106227			6610101	2066001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
1127	1081003	80	6	0	13	18	108327			6810301	2086002	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
1128	1091002	80	6	0	13	15	109227			6910101	2096001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
1129	1021004	80	6	0	13	15	102427			6210401	2982001	1	0	0	3016015	45	0	4	3026015	45	0	4	3036015	45	0	4	3046014	45	0	4	3056014	45	0	4	3066015	45	0	4	0	0
1130	1021004	80	6	0	13	15	102427			6210401	2982001	1	0	0	3016015	45	0	4	3026015	45	0	4	3036015	45	0	4	3046014	45	0	4	3056014	45	0	4	3066015	45	0	4	0	0
1131	1021004	30	6	0	4	1	102427			6210401	2026001	30	0	2	3016015	30	0	2	3026015	30	0	2	3036015	30	0	2	3046014	30	0	2	3056014	30	0	2	3066015	30	0	2	0	0
2000	1021001	80	6	0	14	1	102127			6210101	2026001	45	0	4	3015001	45	0	4	3025001	45	0	4	3035001	45	0	4	3045001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
2001	1031001	80	6	0	14	1	103127			6310101	2036001	45	0	4	3015002	45	0	4	3025002	45	0	4	3035002	45	0	4	3045002	45	0	4	3055002	45	0	4	3065002	45	0	4	0	0
2002	1051001	80	6	0	14	1	105127			6510101	2056001	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
2003	1011002	80	6	0	14	1	101227			6110101	2016001	45	0	4	3015003	45	0	4	3025003	45	0	4	3035003	45	0	4	3045003	45	0	4	3055003	45	0	4	3065003	45	0	4	0	0
2004	1071002	80	6	0	14	1	107227			6710101	2076001	45	0	4	3015008	45	0	4	3025008	45	0	4	3035008	45	0	4	3045008	45	0	4	3055008	45	0	4	3065008	45	0	4	0	0
2005	1081002	80	6	0	14	1	108227			6810101	2086001	45	0	4	3015002	45	0	4	3025002	45	0	4	3035002	45	0	4	3045002	45	0	4	3055002	45	0	4	3065002	45	0	4	0	0
2006	1041002	80	6	0	14	1	104227			6410101	2046001	45	0	4	3015001	45	0	4	3025001	45	0	4	3035001	45	0	4	3045001	45	0	4	3055001	45	0	4	3065001	45	0	4	0	0
2007	1061002	80	6	0	14	1	106227			6610101	2066001	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
2008	1031003	80	6	0	14	1	103327			6310301	2036003	45	0	4	3015002	45	0	4	3025002	45	0	4	3035002	45	0	4	3045002	45	0	4	3055002	45	0	4	3065002	45	0	4	0	0
2009	1061003	80	6	0	14	1	106327			6610301	2066001	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
2010	1051003	80	6	0	14	1	105327			6510301	2056002	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
2100	1061002	30	2	0	2	1	106227			6610101	2063001	20	0	2	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
2101	1021001	30	2	0	2	1	102127			6210101	2023001	20	0	2	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
2102	1021001	30	2	0	2	1	102127			6210101	2023001	20	0	2	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
2103	1021001	50	4	0	6	1	102127			6210101	2026001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2104	1081002	60	5	0	8	1	108227			6810101	2086001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2105	1051001	60	5	0	8	1	105127			6510101	2056001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2106	1031001	60	5	0	8	1	103127			6310101	2036001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2107	1021001	60	5	0	8	1	102127			6210101	2026001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2108	1061002	60	5	0	9	1	106227			6610101	2066001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2109	1011002	60	5	0	9	1	101227			6110101	2016001	40	0	4	3015001	40	0	4	3025001	40	0	4	3035001	40	0	4	3045001	40	0	4	3055001	40	0	4	3065001	40	0	4	0	0
2110	1021001	60	6	0	10	1	102127			6210101	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2111	1021001	60	6	0	11	1	102127			6210101	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2112	1021001	60	6	0	11	1	102127			6210101	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2113	1021001	70	6	0	12	1	102127			6210101	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2114	1041002	75	6	0	12	1	104227			6410101	2046001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2115	1021002	80	6	0	13	1	102227			6210201	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
2116	1081003	80	6	0	14	1	108327			6810301	2086002	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
2117	1091002	80	6	0	14	1	109227			6910101	2096001	45	0	4	3015004	45	0	4	3025004	45	0	4	3035004	45	0	4	3045004	45	0	4	3055004	45	0	4	3065004	45	0	4	0	0
3000	1021001	80	6	0	13	1	102127			6210101	2025001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3001	1031001	80	6	0	13	1	103127			6310101	2035001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3002	1051001	80	6	0	13	1	105127			6510101	2055001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3003	1011002	80	6	0	13	1	101227			6110101	2015001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3004	1071002	80	6	0	13	1	107227			6710101	2075001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3005	1041002	80	6	0	13	1	104227			6410101	2045001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3006	1081002	80	6	0	13	1	108227			6810101	2085001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3007	1061002	80	6	0	13	1	106227			6610101	2065001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3008	1021002	80	6	0	13	1	102227			6210201	2025001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3009	1031002	80	6	0	13	1	103227			6310201	2035001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3010	1061003	80	6	0	13	1	106327			6610301	2065001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
3011	1031003	80	6	0	13	1	103327			6310301	2035001	45	0	3	3014001	35	0	3	3024001	35	0	3	3034001	35	0	3	3044001	35	0	3	3054001	35	0	3	3064001	35	0	3	0	0
4000	1021001	25	1	0	2	1	102127			6210101	2023001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4001	1031001	25	1	0	2	1	103127			6310101	2033001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4002	1051001	25	1	0	2	1	105127			6510101	2053001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4003	1021002	25	2	0	2	1	102227			6210201	2023001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4004	1031002	25	2	0	2	1	103227			6310201	2033001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4005	1011002	25	2	0	2	1	101227			6110101	2013001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4006	1071002	25	2	0	2	1	107227			6710101	2073001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4007	1041002	25	2	0	2	1	104227			6410101	2043001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4008	1081002	25	2	0	2	1	108227			6810101	2083001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4009	1061002	25	2	0	2	1	106227			6610101	2063001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4010	1061003	25	3	0	2	1	106327			6610301	2063001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4011	1031003	25	3	0	2	1	103327			6310301	2033001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4012	1011003	25	3	0	2	1	101327			6110301	2013001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4013	1071003	25	3	0	2	1	107327			6710301	2073001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4014	1051003	25	3	0	2	1	105327			6510301	2053001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4015	1021003	25	3	0	2	1	102327			6210301	2023001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4016	1081003	25	3	0	2	1	108327			6810301	2083001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4017	1091002	25	3	0	2	1	109227			6910101	2093001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4018	1041003	25	3	0	2	1	104327			6410301	2043001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4019	1111002	25	3	0	2	1	111227			6000101	2013001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4020	1021004	25	3	0	2	1	102427			6210401	2023001	15	0	0	3013001	15	0	0	3023001	15	0	0	3033001	15	0	0	3043001	15	0	0	3053001	15	0	0	3063001	15	0	0	0	0
4100	1031001	25	2	0	2	1	103127			6310101	2034001	20	0	0	3016010	25	0	0	3026011	25	0	0	3035006	25	0	0	3046010	25	0	0	3056011	25	0	0	3065006	25	0	0	0	0
4101	1051001	60	2	0	2	1	105127			6510101	2055001	30	0	1	3013001	20	0	1	3023001	20	0	1	3033001	20	0	1	3043001	20	0	1	3053001	20	0	1	3063001	20	0	1	0	0
5000	1011002	80	3	0	2	1	101227			6110101	2015001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
5001	1051001	80	3	0	2	1	105127			6510101	2055001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
5002	1071002	80	3	0	2	1	107227			6710101	2076001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
5003	1021003	80	6	0	13	1	102327			6210301	2026004	45	0	4	3016005	45	0	4	3026005	45	0	4	3036008	45	0	4	3046008	45	0	4	3056004	45	0	4	3066004	45	0	4	0	0
5004	1061002	80	3	0	2	1	101227			6610101	2065050	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
5005	1041003	80	6	0	13	1	104327			6410301	2046002	45	0	4	3016005	45	0	4	3026005	45	0	4	3036008	45	0	4	3046008	45	0	4	3056004	45	0	4	3066004	45	0	4	0	0
5006	1111002	80	6	0	13	1	111227			6000101	2016003	45	0	4	3016005	45	0	4	3026005	45	0	4	3036008	45	0	4	3046008	45	0	4	3056004	45	0	4	3066004	45	0	4	0	0
5007	1011003	80	6	0	13	15	101327			6110306	2016002	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
5008	1031003	80	6	0	13	15	103327			6310306	2036003	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7000	1011002	80	6	0	13	15	101222			6110101	2016001	45	0	4	3016002	45	0	4	3026002	45	0	4	3036002	45	0	4	3046002	45	0	4	3056002	45	0	4	3066002	45	0	4	0	0
7001	1021001	80	6	0	13	15	102122			6210101	2026001	45	0	4	3016001	45	0	4	3026001	45	0	4	3036001	45	0	4	3046001	45	0	4	3056001	45	0	4	3066001	45	0	4	0	0
7002	1031001	80	6	0	13	15	103122			6310101	2036001	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7003	1041002	80	6	0	13	15	104222			6410101	2046001	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7004	1051001	80	6	0	13	15	105122			6510101	2056001	45	0	4	3016008	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7005	1061002	80	6	0	13	15	106222			6610101	2066001	45	0	4	3016008	45	0	4	3026008	45	0	4	3036008	45	0	4	3046008	45	0	4	3056008	45	0	4	3066008	45	0	4	0	0
7006	1071002	80	6	0	13	15	107222			6710101	2076001	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7007	1081002	80	6	0	13	15	108222			6810101	2086001	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7008	1021002	80	6	0	13	15	102222			6210201	2026002	45	0	4	3016003	45	0	4	3026003	45	0	4	3036003	45	0	4	3046003	45	0	4	3056003	45	0	4	3066003	45	0	4	0	0
7009	1031002	80	6	0	13	15	103222			6310201	2036002	45	0	4	3016004	45	0	4	3026004	45	0	4	3036004	45	0	4	3046004	45	0	4	3056004	45	0	4	3066004	45	0	4	0	0
7010	1011003	80	6	0	13	15	101322			6110301	2016002	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7011	1031003	80	6	0	13	15	103322			6310301	2036003	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7012	1061003	80	6	0	13	15	106322			6610301	2066002	45	0	4	3016013	45	0	4	3026013	45	0	4	3036013	45	0	4	3046013	45	0	4	3056013	45	0	4	3066013	45	0	4	0	0
7013	1071003	80	6	0	13	15	107322			6710301	2076002	45	0	4	3016002	45	0	4	3026002	45	0	4	3036002	45	0	4	3046002	45	0	4	3056002	45	0	4	3066002	45	0	4	0	0
7014	1051003	80	6	0	13	15	105322			6510301	2056002	45	0	4	3016002	45	0	4	3026002	45	0	4	3036002	45	0	4	3046002	45	0	4	3056002	45	0	4	3066002	45	0	4	0	0
7015	1021003	80	6	0	13	15	102322			6210301	2026004	45	0	4	3016014	45	0	4	3026014	45	0	4	3036014	45	0	4	3046014	45	0	4	3056014	45	0	4	3066014	45	0	4	0	0
7016	1081003	80	6	0	13	15	108322			6810301	2086002	45	0	4	3016013	45	0	4	3026013	45	0	4	3036013	45	0	4	3046013	45	0	4	3056013	45	0	4	3066013	45	0	4	0	0
