Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
10210015	102015	102015	1002	1	露西亚-SSS	1	1			R1LuxiyaMd010011		1		0.3		0.1	0	0	1	1		100201	0	1	0.8	1	1	0.2	0.55	0.65	10	0	1#100201|2#100202|3#100203|4#100204	1#4#15|2#4#15|3#4#15		100201				1.7	1	1	1			3		0.3					7002	1002	100050	100051	100054	100074								100201	100202	100203	100204	100205	100206	100207	100208	100209	100210	100211	100212	100213	100214	100215	100216	100217	100218	100219	100220	100221	100222	100223	100224	100225	100226	100227	100228	100229	100230	100231	100232	100233																																																																			
10210016	102016	102016	1002	1	露西亚-SSS+	1	1			R1LuxiyaMd010011		1		0.3		0.1	0	0	1	1		100201	0	1	0.8	1	1	0.2	0.55	0.65	10	0	1#100201|2#100202|3#100203|4#100204	1#4#15|2#4#15|3#4#15		100201				1.7	1	1	1			3		0.3					7002	1002	100050	100051	100054	100074								100201	100202	100203	100204	100205	100206	100207	100208	100209	100210	100211	100212	100213	100214	100215	100216	100217	100218	100219	100220	100221	100222	100223	100224	100225	100226	100227	100228	100229	100230	100231	100232	100233																																																																			
10310011	103011	103011	1003	3	丽芙-B	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310012	103012	103012	1003	3	丽芙-A	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310013	103013	103013	1003	3	丽芙-S	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310014	103014	103014	1003	3	丽芙-SS	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310015	103015	103015	1003	3	丽芙-SSS	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10310016	103016	103016	1003	3	丽芙-SSS+	1	1			R1LifuMd010011		1		0.3		0.1	0	0	1	1		100301	0	1	0.8	1	1	0.2	0.3	0.6	10	0	1#100301|2#100302|3#100303	1#4#15|2#4#15|3#4#15		100301				1.6	1	1	1			3		0.3					7002	1003	100050	100051	100054	100074								100301	100302	100303	100304	100305	100306	100307	100308	100309	100310	100311	100312	100313	100314	100315	100316	100317	100318	100319	100320	100321	100322	100323	100324																																																																												
10410021	104021	104021	1004	1	比安卡-B	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410022	104022	104022	1004	1	比安卡-A	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410023	104023	104023	1004	1	比安卡-S	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410024	104024	104024	1004	1	比安卡-SS	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410025	104025	104025	1004	1	比安卡-SSS	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10410026	104026	104026	1004	1	比安卡-SSS+	1	1			R2BiankaMd010011		1		0.3		0.1	0	0	1	1		100401	0	1	0.8	1	1	0.2	0.8	0.7	10	0	1#100401|2#100402|3#100403	1#4#15|2#4#15|3#4#15		100401				1.5	1	1	1			3		0.3					7002	1004	100050	100051	100054	100074								100401	100402	100403	100404	100405	100406	100407	100408	100409	100410	100411	100412	100413	100414	100415	100416	100417	100418	100419	100420	100421	100422	100423																																																																													
10510011	105011	105011	1005	2	七实-B	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10510012	105012	105012	1005	2	七实-A	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10510013	105013	105013	1005	2	七实-S	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10510014	105014	105014	1005	2	七实-SS	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10510015	105015	105015	1005	2	七实-SSS	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10510016	105016	105016	1005	2	七实-SSS+	1	1			R2YongyechaoMd010011		1		0.3		0.1	0	0	1	1		100501	0	1	0.8	1	1	0.2	0.85	0.55	10	0	1#100501|2#100502|3#100503	1#4#15|2#4#15|3#4#15		100501				1.55	1	1	1			3		0.3					7002	1005	100050	100051	100054	100074								100501	100502	100503	100504	100505	100506	100507	100508	100509	100510	100511	100512	100513	100514	100515	100516	100517	100518	100519	100520	100521	100522	100523	100524																																																																												
10610021	106021	106021	1006	2	神威-B	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10610022	106022	106022	1006	2	神威-A	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10610023	106023	106023	1006	2	神威-S	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10610024	106024	106024	1006	2	神威-SS	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10610025	106025	106025	1006	2	神威-SSS	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10610026	106026	106026	1006	2	神威-SSS+	1	1			R2ShenweiMd010011		1		0.3		0.1	0	0	1	1		100601	0	1	0.8	1	1	0.2	0.6	0.6	10	0	1#100601|2#100602|3#100603	1#4#15|2#4#15|3#4#15		100601				1.25	1	1	1			3		0.3					7002	1006	100050	100051	100054	100074								100601	100602	100603	100604	100605	100606	100607	100608	100609	100610	100611	100612	100613	100614	100615	100616	100617	100618	100619	100620	100621	100622	100623	100624	100625	100626	100627	100628	100629	100630																																																																						
10710021	107021	107021	1007	1	卡列尼娜-B	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10710022	107022	107022	1007	1	卡列尼娜-A	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10710023	107023	107023	1007	1	卡列尼娜-S	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10710024	107024	107024	1007	1	卡列尼娜-SS	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10710025	107025	107025	1007	1	卡列尼娜-SSS	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10710026	107026	107026	1007	1	卡列尼娜-SSS+	1	1			R2KalieninaMd010011		1		0.3		0.1	0	0	1	1		100701	0	1	0.8	1	1	0.2	0.45	0.55	10	0	1#100701|2#100702|3#100703	1#4#15|2#4#15|3#4#15		100701				3.3	1	1	1			3		0.3					7002	1007	100050	100051	100054	100074								100701	100702	100703	100704	100705	100706	100707	100708	100709	100710	100711	100712	100713	100714	100715	100716	100717	100718	100719	100720	100721	100722	100723	100724	100725																																																																											
10810021	108021	108021	1008	1	渡边-B	1	1			R2DubianMd010011		1		0.3		0.1	0	0	1	1		100801	0	1	0.8	1	1	0.2	0.7	0.5	10	0	1#100801|2#100802|3#100803	1#4#15|2#4#15|3#4#15		100801				1.3	1	1	1			3		0.3					7002	1008	100050	100051	100054	100074								100801	100802	100803	100804	100805	100806	100807	100808	100809	100810	100811	100812	100813	100814	100815	100816	100817	100818	100819	100820	100821	100822	100823	100824	100825	100826	100827	100828	100829	100830	100831																																																																					
10810022	108022	108022	1008	1	渡边-A	1	1			R2DubianMd010011		1		0.3		0.1	0	0	1	1		100801	0	1	0.8	1	1	0.2	0.7	0.5	10	0	1#100801|2#100802|3#100803	1#4#15|2#4#15|3#4#15		100801				1.3	1	1	1			3		0.3					7002	1008	100050	100051	100054	100074								100801	100802	100803	100804	100805	100806	100807	100808	100809	100810	100811	100812	100813	100814	100815	100816	100817	100818	100819	100820	100821	100822	100823	100824	100825	100826	100827	100828	100829	100830	100831																																																																					
10810023	108023	108023	1008	1	渡边-S	1	1			R2DubianMd010011		1		0.3		0.1	0	0	1	1		100801	0	1	0.8	1	1	0.2	0.7	0.5	10	0	1#100801|2#100802|3#100803	1#4#15|2#4#15|3#4#15		100801				1.3	1	1	1			3		0.3					7002	1008	100050	100051	100054	100074								100801	100802	100803	100804	100805	100806	100807	100808	100809	100810	100811	100812	100813	100814	100815	100816	100817	100818	100819	100820	100821	100822	100823	100824	100825	100826	100827	100828	100829	100830	100831																																																																					
10810024	108024	108024	1008	1	渡边-SS	1	1			R2DubianMd010011		1		0.3		0.1	0	0	1	1		100801	0	1	0.8	1	1	0.2	0.7	0.5	10	0	1#100801|2#100802|3#100803	1#4#15|2#4#15|3#4#15		100801				1.3	1	1	1			3		0.3					7002	1008	100050	100051	100054	100074								100801	100802	100803	100804	100805	100806	100807	100808	100809	100810	100811	100812	100813	100814	100815	100816	100817	100818	100819	100820	100821	100822	100823	100824	100825	100826	100827	100828	100829	100830	100831																																																																					
