Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
90020	9002	9002	3	1	Kuroro	1		Mo1KuroMd1001		1		0.7	0.7	0.1			1.5	1.5			0	5	0.8	2	1.5	0	0.3	20	0								2.47						3		0.7	90020098	90020096	90020094	90020092		9002	900299	720009	700007																																																																																																												
90030	9003	9300	2	3	Repairer (Extreme)	1		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1.2	1.2			0	5	0.8	2	1.5	0	0.3	20									0.05	0					3		0.7	90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051							900301	900302	900303	900304	900305	900306																																																																																														
90031	9003	9300	2	3	Firethrower	1		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1.2	1.2			0	5	0.8	2	1.5	0	0.3	20									0.05	0					3		0.7	90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051							900301	900302	900303	900304	900305	900306																																																																																														
90040	7	9300	3	3	Laser Line	1		Mb1BaodongchibangMd000001		1		0.1	0	0.1	1	1	1	1																	1	1									0							741001											821301	821302	821303	821304	821305																																																																																															
90060	9522	9300	3	1	Impact Sphere	1				1		1	1	0.1	1		1.5	1.5			0	5	0.8	2	1.5	0	0.3	20	0								2.5						3		1	90030098	90030096	90030094	90030092			800004	800044	800047									900301	900302	900303	900304	900305	900306																																																																																														
90090	9009	9302	2	3	Ground Monitor (Extreme)	1		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051							900901	900902																																																																																																		
90100	9010	9300	2	3	Aerial Monitor (Extreme)	1		Mo1KongzhongjianshiqiMd000001		1		1	1	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1	90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051							901001	901002																																																																																																		
90110	9011	9302	2	3	Pilgrim (Extreme)	1		Me1XunjingzheMd000001		1		1	1	0.2			1	1			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1	90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051							901101	901102	901103																																																																																																	
90120	9012	9300	2	3	Protector (Extreme)	1		Mo1BaohuzheMd000001		1		1.3	1.3	0.2			1.2	1.2			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.3	90120098	90120096	90120094	90120092		9012	900007	900008	100027	900011	900051							901201	901202	901203																																																																																																	
90130	9013	9300	2	3	Tamer (Extreme)	1		Me1XunshoushiMd000001		1		1.7	1.7	1.5			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		1.7	90130098	90130096	90130094	90130092		9013	900007	900008	100027	900011	900051	730061						901301	901302	901303	901304																																																																																																
90140	9014	9300	2	3	Jitterbomb (Extreme)	1		Mo1LiebianyuanchongMd000001		1		0.6	0.6	0.1			1.2	1.2		100201	0	5	0.8	2	1.5		0.3	20		1#901401|2#901401|3#901401|4#901401|5#901401|6#901401	1#1#15|2#1#15|3#1#15						0	0					3		0.6						9014	900008	100027	900011	900051	901412							901401	901402																																																																																																		
90150	9015	9300	2	3	Hydraulic (Extreme)	1		Mo1YeyaMd000001		1		1.2	1.2	0.5			1.2	1.2			0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.2	90150098	90150096	90150094	90150092		9015	900007	900008	100027	900011	900051	730061						901501	901502	901503	901504	901505																																																																																															
90160	9016	9300	2	3	Sentry Gun (Extreme)	1		Mo1ShaojiejipaoMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90160098	90160096	90160094	90160092		9016	900007	900008	100027	900011	900051							901601	901602																																																																																																		
90170	9017	9300	2	3	Missionary (Extreme)	1		Mo1BudaozheMd000001		1		0.5	0.5	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.5	90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051							901701	901702	901703	901704	901705	901706																																																																																														
90171	9017	9300	2	3	Abastian	1		Mo1BudaozheMd000001		1		0.5	0.5	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.5	90170098	90170096	90170094	90170092		9017	900007	900008	100027	900011	900051							901701	901702	901703	901704	901705	901706																																																																																														
90180	9018	9300	2	3	Executor (Extreme)	1		Mo1ZhixingzheMd000001		1		0.6	0.6	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.6	90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061						901801	901802	901803	901804																																																																																																
90181	9018	9300	2	3	Toby	1		Mo1ZhixingzheMd000001		1		0.6	0.6	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.6	90180098	90180096	90180094	90180092		9018	900007	900008	100027	900011	900051	730061						901801	901802	901803	901804																																																																																																
90190	9019	9300	2	3	Shieldbearer (Extreme)	1		Mo1ShouhuzheMd000001		1		1	1	0.5			1.2	1.2			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90190098	90190096	90190094	90190092		9019	900007	900008	100027	900011	900051	901910	901917					901901	901902	901903	901904	901905	901906	901907	901908	901909	901910	901911	901912																																																																																								
90191	88	9300	2	3	Narwhal	1		Mo1ShouhuzheMd000001		1		1.8	1.8	1.8			1.5	1.5			0	5	1	2	1.5		0.3	20									0.05	0					3		1.8	90190098	90190096	90190094	90190092		9019																																																																																																															
90192	88	9300	2	3	Bullet Launcher	1		Mo1ShouhuzheMd000001		1		1	1	0.8			1.2	1.2			0	5	1	2	1.5		0.3	20									0.05	0					3		1	90190098	90190096	90190094	90190092		9019																																																																																																															
90200	9014	9300	2	3	Black Spider (Extreme)	1		Mo1HeizhizhuMd000001		1		1	1	0.1			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0	90200098	90200096	90200094	90200092		9020	900008	100027	900011	900051								902001	902002	902003																																																																																																	
90210	9021	9303	2	3	Gardener (Extreme)	1		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051							902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
90211	9021	9303	2	3	Antonio	1		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051							902101	902102	902103	902104	902105	902106	902107	902108	902109	902110																																																																																										
90220	9022	9303	2	2	Excavator	1		Me1YijiwajuezheMd000001		1		0.5	0.5	0.1			1.2	1.2			0	5	0.8	2	1.5		0.7	20									1.9	0					3		0.5	90220098	90220096	90220094	90220092		9022	900008	100027	900011	900051								902201	902202	902203	902204	902205	902206	902207	902208	902209	902210	902211																																																																																									
90230	9021	9300	2	3	Bullet Hell Launcher	1				1		1.1	1.1	0.1			1	1			0	3	0.8	2	1.5		0.3	20	0								0						3		1.1	90210098	90210096	90210094	90210092		9023	800041	800042	800043	800044	800045	800046	800047					902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90250	9025	9303	2	2	Ronin IV (Extreme)	1		Mo1LangrensixingMd000001		1		1.1	1.1	0.2			1.2	1.2			0	3	0.8	2	1.5		0.3	20									2.5	0					3		1.1	90250098	90250096	90250094	90250092		9025	900008	100027	900011	900033								902501	902502	902503	902504	902505																																																																																															
90260	9026	9304	2	3	Bio-Salamander (Extreme)			Mo1FangshengrongyuanMd000001		1		1.1	1.1	0.4			1.2	1.2			0	3	0.8	2	1.5		0.3	20									2.5	0					3		1.1	90260098	90260096	90260094	90260092		9026	900008	100027	900011	900033								902601	902602	902603	902604	902605	902606	994110																																																																																													
90330	9033	9303	2	2	Envoy (Extreme)			Me1XinshiMd000001		1		1	1	0.3			1.2	1.2			0	5	0.8	2	1.5		0.3	20									2.5	0					3		1	90330098	90330096	90330094	90330092		9033	900007	900008	100027	900011	900051	903310	903311					903301	903302	903303	903304	903305	903306	903307	903308	903309	903310																																																																																										
90340	9037	9303	2	2	Royal Guard (Extreme)			Me1JinweiMd000001		1		1	1	0.2			1.2	1.2			0	5	0.8	2	1.5		0.3	20		1#903461|2#903462|3#903463	1#1#15|2#1#15|3#1#15						3	0					3		1	90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051	903423						903401	903402	903403	903404	903405	903406	903407	903408	903409	903451	903452	903455	903456	903457	903458	903459	903460	903461	903462	903463																																																																																
90341	9034	9303	2	2	Tree			Me1JinweiMd000001		1		1	1	0.2			1.2	1.2			0	5	0.8	2	1.5		0.3	20									3	0					3		1																		903401	903402	903403	903404	903405	903406	903407	903408	903409																																																																																											
90342	9034	9303	2	2	Miranda			Me1JinweiMd000001		1		1	1	0.2			0.6	0.6		100901	0	5	0.8	2	1.5		0.3	20		1#903461|2#903462|3#903463	1#1#15|2#1#15|3#1#15						3	0					3		1	90340098	90340096	90340094	90340092		9034	900007	900008	100027	900011	900051	903423						903401	903402	903403	903404	903405	903406	903407	903408	903409	903451	903452	903455	903456	903457	903458	903459	903460	903461	903462	903463																																																																																
90350	9035	9303	2	2	Firefighter (Extreme)	1		Me1XiaofangweishiMd000001		1		1.5	1.5	0.5			1.2	1.2			0	5	1	2	1.5		0.3	20	0								0	0					3		1.5	90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051							903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
90351	9035	9303	2	2	Caliban	1		Me1XiaofangweishiMd000001		1		1.5	1.5	0.5			1.2	1.2			0	5	1	2	1.5		0.3	20	0								0	0					3		1.5	90350098	90350096	90350094	90350092		9035	900007	900008	100027	900011	900051							903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
90360	9036	9303	2	2	Deconstructor (Extreme)	1		Me1FenjiezheMd000001		1		1	1	0.3			1.2	1.2			0	5	0.8	2	1.5	0	0.3	20									0.95	0					3		1	90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704						903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
90361	9036	9303	2	2	Trinculo	1		Me1FenjiezheMd000001		1		1	1	0.3			1.2	1.2			0	5	0.8	2	1.5	0	0.3	20									0.95	0					3		1	90360098	90360096	90360094	90360092		9036	900007	900008	100027	900011	900051	900704						903601	903602	903603	903604	903605	903606	903607	903608																																																																																												
90370	9037	9304	2	3	Explorer (Extreme)	1		Me1YijikantanzheMd000001		1		1	1	0.2			1	1		100201	0	3	0.8	2	2		0.3	20	0	1#903761|2#903762|3#903763	1#1#15|2#1#15#1#15|3#1#15						2.5						3		1	90370098	90370096	90370094	90370092		9037	900007	900008	100027	900011	900051		995203					903701	903702	903703	903704	903705	903751	903752	903755	903756	903757	903761	903762	903763																																																																																							
90380	9038	9304	2	2	Construct (Extreme)			Me1GouzaotiMd10001		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702																																																																																					
90381	9038	9304	2	2	Toby			Me1GouzaotiMd10001		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
90382	9038	9304	2	2	Weary Toby			Me1GouzaotiMd10001		1		0.01	0.01	0.01			0.01	0.01			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813																																																																																							
90383	9038	9304	2	2	Construct (Extreme)			Me1GouzaotiMd10002		1		1	1	0.3			1	1			0	5	0.8	2	1.5		0.3	20									2	0					3		1	90380098	90380096	90380094	90380092		9038												903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701																																																																																						
90390	9039	9300	1	2	Harvester (Extreme)			Mb1RobotarmorMd030001		1		1.5	1.5	0.1			0.8	0.8			1	10	0.8	2	1.5		0	99999									4.2						3		1.5	90390098	90390096	90390094	90390092		9039	900022	821203	970006	821256	100098	100097	900056					903901	903902	903903	903904	903905	903906	903907	903908	903909	903910																																																																																										
90400	9040	9303	2	2	Bio-Bull (Extreme)	1		Me1FangshengdouniuMd000001		1		1.7	1.7	1.5			1.2	1.2			0	5	0.8	2	1.5		0	20	0								3						3		1.7	90400098	90400096	90400094	90400092		9040	900008	100027	900011	970006								904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
90410	9041	9304	2	2	Acid Ant (Extreme)	1		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1.2	1.2			0	5	0.8	2	1.5		0	20	0								3						3		1.7	90410098	90410096	90410094	90410092		9041	900008	100027	900011	970006								970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
90420	9042	9304	2	2	Musashi VI (Extreme)	1		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1.2	1.2			0	5	1.1	2	1.5		0	20									1.5	0					3		1.7	90420098	90420096	90420094	90420092		9042	900008	100027	900011	970006								904201	904202	904203	904204	904205	904206																																																																																														
90430	9043	9303	2	3	Musashi IX (Extreme)	1		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1.2			0	5	1.3	2	1.5		0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3						3		1.3	81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
90431	90431	9303	2	3	Glorious Worker	1		Me1SwordMd002001		1		1.3	1.3	0.1			1	1		100201	0	5	1.3	2	1.5		0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3						3		1.3	81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006		904337					904301	904302	904303	904304	904305	904306	904307	904308	904309	904310	904311	904312	904313	904314	904315	904316	904317	904318	904319	904320	904321	904322	904323	904324	904325	904326	904327	904328	904329	904330																																																																						
90432	9043	9303	2	3	Mao Zhen	1		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1.2			0	100	1.3	2	1.5		0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3						3		1.3	81200098	81200096	81200094	81200092		9043	970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309																																																																																											
90440	9044	9304	2	3	Terrapod (Extreme)	1		Me1ZilujingweiMd000001		1		1.1	1.1	0.1			1	1			0	5	1.5	2	1.5		0	20	0								3						3		1.1	90440098	90440096	90440094	90440092		9044	900008	100027	900011	970006	971101							904401	904402	904403	904404	904405	904406	904407	904408	904409	904410	904411	904412	904413	904414																																																																																						
90450	9045	9303	2	2	Polar Soldier	1		Me1JidijibingMd000001		1		0.8	0.8	0.3			1	1	1	100201	0	5	0.8	2	1.5		0.7	10		1#904551|2#904552|3#904553	1#1#15|2#1#15|3#1#15						1.9	0					3		0.8	90450098	90450096	90450094	90450092		9045	900007	904530	900011	900051	904550							904501	904502	904503	904504	904505	904506	904507	904508	904509	904510	904511	904512	904513	904514	904515	904516	904517	904551	904552	904553	904554	904555	904556	904557	904558	904559	904560	904561	904562	904563	904564	904565	904566	904567																																																																		
90460	9046	9303	2	2	Deep-sea Ambusher	1		Me1ShenhaiqianfuzheMd000001		1		1.3	1.3	0.7			2	2	2		0	5	0.8	2	1.5		0.7	10									1.9	0					3		1.3	90460098	90460096	90460094	90460092		9046	900007	904607	900011	900051								904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
90470	9015	9300	2	3	Heteromer Hydraulic (Extreme)	1		Mo1YijuyeyaMd000001		1		1.2	1.2	0.5			1.1	1.1	1.1		0	5	1.1	2	1.5		0.3	20									0.05	0					3		1.2	90150098	90150096	90150094	90150092		9047	900007	900011	900051	750306	730061							904701	904702	904703	904704																																																																																																
90480	9016	9300	2	3	Heteromer Sentry Gun (Extreme)	1		Mo1YijushaojiejipaoMd000001		1		0.8	0.8	0.3			1.5	1.5	1.5		0	5	0.8	2	1.5		0.3	20									0.05	0					3		0.8	90160098	90160096	90160094	90160092		9048	900007	900011	900051	750306								904801	904802	904803																																																																																																	
90490	9010	9300	2	3	Heteromer Aerial Monitor (Extreme)	1		Mo1YijukongzhongjianshiqiMd000001		1		1	1	0.1			1.2	1.2	1.2		0	5	0.8	2	1.5		0.3	20									0.05	0					3		1	90100098	90100096	90100094	90100092		9049	900007	900011	900051	750306								904901	904902	904903																																																																																																	
90500	9050	9303	2	1	Heteromer Terminal			Me1YijuzhongduanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90500098	90500096	90500094	90500092		9050	700027	905034	905048	905056								905001	905002	905003	905004	905005	905006	905007	905008	905009	905010	905011	905012	905013	905014	905051	905052																																																																																				
90501	6		2	1	Heteromer Terminal - Progeny			Me1YijuzhongduanMd000002		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10									0						3		1							700230											997301	997302	997303																																																																																																	
90502	8171		2		4D Barrier	1				1		1.7	1.7	0.1	1		1.5	1.5			0	5	0.8	2	1.5	0	0.3	20	0								0.1						3		1.7	99740098	99740096	99740094	99740092			800004	905026	800047																																																																																																												
90505	84		2		Obelisk	1		Mb1FangjianbeiMd000001		1		1.7	1.7	0.1	1		3	0.5			0	5	0.8	2	1.5	0	0.3	20	0								0.1						3		1.7	99740098	99740096	99740094	99740092			800004	750105	800044																																																																																																												
90506	84		2	1	Heteromer Square			Mb1YijutifangkuaiMd000001		1		1	1	0.1	1	1	1	1			0		0	0	1	0	0	99999							1	1	0.75	0					3		1	97590098	97590096	97590094	97590092			900064	900065	900056									975901	975902	975903	975904	975905	975906	975907	975908	975909	975910	975911	975912																																																																																								
90507	9536	9100	2	3	Heteromer Phalanx	1		Mo1XiulijigongMd000001		1		5	5	5			0.8	0.8			0	5	0.8	2	1.5	0	0.3	20									0.05	0					3		5							700013	700017	700027	700501																																																																																																											
90600	9060	9306	2	1	Hetero Deconstruct Unit (Extreme)	1		Me1YihefenjiedanyuanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6						3		1	90600098	90600096	90600094	90600092		9060	900007			900011	900051							906001	906002	906003	906004	906005	906006	906007	906008	906009	906011	906012	906013	906014	906015	906021	906022	906023	906024																																																																																		
90610	9061	9306	2	1	Hetero Repair Unit (Extreme)	1		Me1YihexiufudanyuanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90610098	90610096	90610094	90610092		9061	900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123																																																																																					
90611	9061	9306	2	1	Authentication Module	1		Me1YihexiufudanyuanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10									2.6						3		1	90610098	90610096	90610094	90610092		9061	900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123	906161																																																																																				
90620	9062	9306	2	1	Hetero Fire Unit (Extreme)	1		Me1YihehuolidanyuanMd000001		1		1	1	0.2			1	1			0	5	0.8	2	1.5	0	0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6						3		1	90620098	90620096	90620094	90620092		9062	900007			900011	900051							906201	906202	906203	906204	906205	906206	906207	906208	906209	906211	906212	906221	906222	906223																																																																																						
