Id	GroupId	Weight	Type	ResType	RecHpPer	FightStageId	RewardPoolId	RewardCount	EventPoolId	SubHpProbability	SubHpMinPer	SubHpMaxPer	ShowRewardId	RewardMoneyCount	UseActionPoint
154	2292	1	3	302		30140218	1	3					390216	30	1
155	2292	1	3	302		30140219	1	3					390216	30	1
156	2292	1	3	302		30140220	1	3					390216	30	1
157	22218	100	8	8					10001						1
158	22218	100	8	8					10002						1
159	22218	100	8	8					10004						1
160	22218	100	8	8					10005						1
161	22218	100	8	8					10006						1
162	22218	100	8	8					10007						1
163	22218	100	8	8					10008						1
164	22218	100	8	8					10009						1
165	22218	100	8	8					10010						1
166	22218	100	8	8					10012						1
167	22218	100	8	8					10013						1
168	22218	100	8	8					10014						1
169	22218	100	8	8					10015						1
170	22218	100	8	8					10016						1
171	22218	100	8	8					10017						1
172	22218	100	8	8					10019						1
173	22218	100	8	8					10020						1
174	22218	100	8	8					10021						1
175	22218	100	8	8					10022						1
176	22218	100	7	7					20001						1
177	22218	100	7	7					20002						1
178	22218	100	7	7					20003						1
179	22218	100	7	7					20005						1
180	22218	100	7	7					20006						1
181	22218	100	7	7					20007						1
182	22218	100	7	7					20013						1
183	22218	100	7	7					20016						1
184	22218	100	7	7					20017						1
185	22218	100	7	7					20018						1
186	22218	100	7	7					20019						1
187	22218	10000	9	9			1	3		3000	2	8	390001	30	1
188	22218	10000	9	9			1	3		3000	2	8	390001	30	1
189	22218	10000	2	2	100										1
190	22218	10000	6	6			2	4							1
191	339	10000	9	9			1	3		3000	2	8	390001	35	1
192	339	10000	9	9			2	3		3000	2	8	390001	35	1
193	339	10000	6	6			8	4							1
194	339	1	3	301		30140301	1	3					390216		1
195	339	1	3	301		30140307	1	3					390216		1
196	339	1	3	301		30140309	1	3					390216		1
197	339	1	3	301		30140310	1	3					390216		1
198	339	1	3	301		30140311	1	3					390216		1
199	339	1	3	301		30140312	1	3					390216		1
200	339	100	8	8					10001						1
201	339	100	8	8					10002						1
202	339	100	8	8					10003						1
203	339	100	7	7					20011						1
204	339	100	7	7					20018						1
205	3391	1	3	302		30140313	2	3					390216		1
206	3391	1	3	302		30140317	2	3					390216		1
207	3391	1	3	302		30140320	2	3					390216		1
208	3391	10000	9	9			1	3		3000	2	8	390001	35	1
209	3391	10000	5	5			8	1							1
210	3391	100	8	8					10005						1
211	3391	100	8	8					10007						1
212	3391	100	8	8					10009						1
213	3391	100	7	7					20002						1
214	3391	100	7	7					20004						1
215	3391	100	7	7					20011						1
216	3392	10000	4	4			2	4							1
217	3392	10000	9	9			2	3		3000	2	8	390001	35	1
218	3392	10000	9	9			2	3		3000	2	8	390001	35	1
219	3392	100	8	8					10001						1
220	3392	100	8	8					10002						1
221	3392	100	8	8					10003						1
222	3392	100	8	8					10004						1
223	3392	100	8	8					10005						1
224	3392	100	8	8					10006						1
225	3392	100	8	8					10007						1
226	3392	100	8	8					10008						1
227	3392	100	8	8					10009						1
228	3392	100	8	8					10010						1
229	3392	100	8	8					10011						1
230	3392	100	8	8					10012						1
231	3392	100	8	8					10013						1
232	3392	100	8	8					10014						1
233	3392	100	8	8					10015						1
234	3392	100	8	8					10016						1
235	3392	100	8	8					10017						1
236	3392	100	8	8					10018						1
237	3392	100	8	8					10019						1
238	3392	100	8	8					10020						1
239	3392	100	8	8					10021						1
240	3392	100	8	8					10022						1
241	3392	100	7	7					20001						1
242	3392	100	7	7					20002						1
243	3392	100	7	7					20003						1
244	3392	100	7	7					20004						1
245	3392	100	7	7					20005						1
246	3392	100	7	7					20006						1
247	3392	100	7	7					20007						1
248	3392	100	7	7					20008						1
249	3392	100	7	7					20009						1
250	3392	100	7	7					20010						1
251	3392	100	7	7					20011						1
252	3392	100	7	7					20012						1
253	3392	100	7	7					20013						1
254	3392	100	7	7					20014						1
255	3392	100	7	7					20015						1
256	3392	100	7	7					20016						1
257	3392	100	7	7					20017						1
258	3392	100	7	7					20018						1
259	3392	100	7	7					20019						1
260	3392	100	7	7					20018						1
261	3392	100	7	7					20019						1
262	3392	100	8	8					10003						1
263	33318	10000	9	9			2	3		3000	2	8	390001	35	1
264	33318	10000	9	9			2	3		3000	2	8	390001	35	1
265	33318	10000	4	4			2	4							1
266	33318	10000	5	5			8	1							1
267	33318	100	8	8					10001						1
268	33318	100	8	8					10002						1
269	33318	100	8	8					10003						1
270	33318	100	8	8					10004						1
271	33318	100	8	8					10005						1
272	33318	100	8	8					10006						1
273	33318	100	8	8					10007						1
274	33318	100	8	8					10008						1
275	33318	100	8	8					10009						1
276	33318	100	8	8					10010						1
277	33318	100	8	8					10011						1
278	33318	100	8	8					10012						1
279	33318	100	8	8					10013						1
280	33318	100	8	8					10014						1
281	33318	100	8	8					10015						1
282	33318	100	8	8					10016						1
283	33318	100	8	8					10017						1
284	33318	100	8	8					10018						1
285	33318	100	8	8					10019						1
286	33318	100	8	8					10020						1
287	33318	100	8	8					10021						1
288	33318	100	8	8					10022						1
289	33318	100	7	7					20001						1
290	33318	100	7	7					20002						1
291	33318	100	7	7					20003						1
292	33318	100	7	7					20004						1
293	33318	100	7	7					20005						1
294	33318	100	7	7					20006						1
295	33318	100	7	7					20007						1
296	33318	100	7	7					20008						1
297	33318	100	7	7					20009						1
298	33318	100	7	7					20010						1
299	33318	100	7	7					20011						1
300	33318	100	7	7					20012						1
301	33318	100	7	7					20013						1
302	33318	100	7	7					20014						1
303	33318	100	7	7					20015						1
304	33318	100	7	7					20016						1
305	33318	100	7	7					20017						1
306	33318	100	7	7					20018						1
307	33318	100	7	7					20019						1
308	33318	100	7	7					20018						1
309	33318	100	7	7					20019						1
310	33318	100	8	8					10003						1
311	449	1	3	301		30140401	2	3					390216		1
312	449	1	3	301		30140402	2	3					390216		1
313	449	1	3	301		30140403	2	3					390216		1
314	449	1	3	301		30140404	2	3					390216		1
315	449	1	3	301		30140405	2	3					390216		1
316	449	1	3	301		30140406	2	3					390216		1
317	449	1	3	301		30140407	2	3					390216		1
318	449	1	3	301		30140408	2	3					390216		1
319	449	1	3	301		30140409	2	3					390216		1
320	449	1	3	301		30140410	2	3					390216		1
321	449	1	3	301		30140411	2	3					390216		1
322	449	1	3	301		30140412	2	3					390216		1
323	449	10000	9	9			1	3		3000	2	8	390001	40	1
324	449	10000	5	5			9	1							1
325	449	10000	2	2	100										1
326	449	100	8	8					10001						1
327	449	100	8	8					10002						1
328	449	100	8	8					10006						1
329	449	100	7	7					20006						1
330	449	100	7	7					20007						1
331	4491	10000	9	9			1	3		3000	2	8	390001	40	1
332	4491	10000	6	6			9	4							1
333	4491	10000	9	9			2	3		3000	2	8	390001	40	1
334	4491	100	8	8					10022						1
335	4491	100	8	8					10016						1
336	4491	100	8	8					10014						1
337	4491	100	8	8					10011						1
338	4491	100	8	8					10003						1
339	4491	100	7	7					20018						1
340	4492	10000	9	9			1	3		3000	2	8	390001	40	1
341	4492	10000	9	9			2	3		3000	2	8	390001	40	1
342	4492	10000	4	4			6	4							1
343	4492	1	3	302		30140413	8	3					390216		1
344	4492	1	3	302		30140414	8	3					390216		1
345	4492	1	3	302		30140415	8	3					390216		1
346	4492	1	3	302		30140416	8	3					390216		1
347	4492	1	3	302		30140417	8	3					390216		1
348	4492	1	3	302		30140418	8	3					390216		1
349	4492	1	3	302		30140419	8	3					390216		1
350	4492	1	3	302		30140420	8	3					390216		1
351	4492	100	8	8					10021						1
352	4492	100	8	8					10022						1
353	4492	100	8	8					10016						1
354	4492	100	7	7					20012						1
355	4492	100	7	7					20014						1
356	44418	10000	9	9			2	3		3000	2	8	390001	40	1
357	44418	10000	9	9			2	3		3000	2	8	390001	40	1
358	44418	10000	4	4			6	4							1
359	44418	10000	6	6			9	3							1
360	44418	10000	2	2	100										1
361	44418	100	8	8					10001						1
362	44418	100	8	8					10002						1
363	44418	100	8	8					10003						1
364	44418	100	8	8					10004						1
365	44418	100	8	8					10005						1
366	44418	100	8	8					10006						1
367	44418	100	8	8					10007						1
368	44418	100	8	8					10008						1
369	44418	100	8	8					10009						1
370	44418	100	8	8					10010						1
371	44418	100	8	8					10011						1
372	44418	100	8	8					10012						1
373	44418	100	8	8					10013						1
374	44418	100	8	8					10014						1
375	44418	100	8	8					10015						1
376	44418	100	8	8					10016						1
377	44418	100	8	8					10017						1
378	44418	100	8	8					10018						1
379	44418	100	8	8					10019						1
380	44418	100	8	8					10020						1
381	44418	100	8	8					10021						1
382	44418	100	8	8					10022						1
383	44418	100	7	7					20001						1
384	44418	100	7	7					20002						1
385	44418	100	7	7					20003						1
386	44418	100	7	7					20004						1
387	44418	100	7	7					20005						1
388	44418	100	7	7					20006						1
389	44418	100	7	7					20007						1
390	44418	100	7	7					20008						1
391	44418	100	7	7					20009						1
392	44418	100	7	7					20010						1
393	44418	100	7	7					20011						1
394	44418	100	7	7					20012						1
395	44418	100	7	7					20013						1
396	44418	100	7	7					20014						1
397	44418	100	7	7					20015						1
398	44418	100	7	7					20016						1
399	44418	100	7	7					20017						1
400	44418	100	7	7					20018						1
401	44418	100	7	7					20019						1
402	44418	100	7	7					20018						1
403	44418	100	7	7					20019						1
404	44418	100	8	8					10003						1
405	5513	1	3	301		30140501	2	3					390216		1
406	5513	1	3	301		30140507	2	3					390216		1
407	5513	1	3	301		30140509	2	3					390216		1
408	5513	1	3	301		30140510	2	3					390216		1
409	5513	1	3	301		30140511	2	3					390216		1
410	5513	1	3	301		30140512	2	3					390216		1
411	5513	10000	9	9			1	3		3000	2	8	390002	50	1
412	5513	10000	9	9			2	3		3000	2	8	390002	50	1
413	5513	10000	6	6			3	4							1
414	5513	10000	2	2	100										1
415	5513	100	8	8					10001						1
416	5513	100	8	8					10002						1
417	5513	100	8	8					10006						1
418	5513	100	8	8					10012						1
419	5513	100	8	8					10016						1
420	5513	100	7	7					20007						1
421	5513	100	8	8					10003						1
422	5513	100	7	7					20018						1
423	5514	10000	9	9			1	3		3000	2	8	390002	50	1
424	5514	10000	9	9			2	3		3000	2	8	390002	50	1
425	5514	10000	5	5			3	1							1
426	5514	10000	4	4			3	4							1
427	5514	100	8	8					10001						1
428	5514	100	8	8					10002						1
429	5514	100	8	8					10003						1
430	5514	100	8	8					10004						1
431	5514	100	8	8					10005						1
432	5514	100	8	8					10006						1
433	5514	100	8	8					10007						1
434	5514	100	8	8					10008						1
435	5514	100	8	8					10009						1
436	5514	100	8	8					10010						1
437	5514	100	8	8					10011						1
438	5514	100	8	8					10012						1
439	5514	100	8	8					10013						1
440	5514	100	8	8					10014						1
441	5514	100	8	8					10015						1
442	5514	100	8	8					10016						1
443	5514	100	8	8					10017						1
444	5514	100	8	8					10018						1
445	5514	100	8	8					10019						1
446	5514	100	8	8					10021						1
447	5514	100	8	8					10022						1
448	5514	100	7	7					20002						1
449	5514	100	7	7					20003						1
450	5514	100	7	7					20004						1
451	5514	100	7	7					20005						1
452	5514	100	7	7					20006						1
453	5514	100	7	7					20007						1
454	5514	100	7	7					20008						1
455	5514	100	7	7					20009						1
456	5514	100	7	7					20011						1
457	5514	100	7	7					20012						1
458	5514	100	7	7					20013						1
459	5514	100	7	7					20014						1
460	5514	100	7	7					20015						1
461	5514	100	7	7					20016						1
462	5514	100	7	7					20018						1
463	5514	100	7	7					20019						1
464	5514	100	7	7					20018						1
465	5514	100	7	7					20019						1
466	5514	100	8	8					10003						1
467	55141	1	3	302		30140513	9	3					390216	120	1
468	55141	1	3	302		30140517	9	3					390216	120	1
469	55141	1	3	302		30140520	9	3					390216	120	1
470	55141	10000	9	9			2	3		3000	2	8	390002	50	1
471	55141	10000	4	4			3	4							1
472	55141	10000	2	2	100										1
473	55141	100	8	8					10001						1
474	55141	100	8	8					10002						1
475	55141	100	8	8					10003						1
476	55141	100	8	8					10004						1
477	55141	100	8	8					10005						1
478	55141	100	8	8					10006						1
479	55141	100	8	8					10007						1
480	55141	100	8	8					10008						1
481	55141	100	8	8					10009						1
482	55141	100	8	8					10010						1
483	55141	100	8	8					10011						1
484	55141	100	8	8					10012						1
485	55141	100	8	8					10013						1
486	55141	100	8	8					10014						1
487	55141	100	8	8					10015						1
488	55141	100	8	8					10016						1
489	55141	100	8	8					10017						1
490	55141	100	8	8					10018						1
491	55141	100	8	8					10019						1
492	55141	100	8	8					10021						1
493	55141	100	8	8					10022						1
494	55141	100	7	7					20002						1
495	55141	100	7	7					20003						1
496	55141	100	7	7					20004						1
497	55141	100	7	7					20005						1
498	55141	100	7	7					20006						1
499	55141	100	7	7					20007						1
500	55141	100	7	7					20008						1
501	55141	100	7	7					20009						1
502	55141	100	7	7					20011						1
503	55141	100	7	7					20012						1
504	55141	100	7	7					20013						1
505	55141	100	7	7					20014						1
506	55141	100	7	7					20015						1
507	55141	100	7	7					20016						1
508	55141	100	7	7					20018						1
509	55141	100	7	7					20019						1
510	55141	100	7	7					20018						1
511	55141	100	7	7					20019						1
512	55141	100	8	8					10003						1
513	55581	10000	4	4			3	4							1
514	55528	10000	9	9			2	3		3000	2	8	390002	50	1
515	55528	10000	9	9			2	3		3000	2	8	390002	50	1
516	55528	10000	4	4			3	4							1
517	55528	10000	2	2	100										1
518	55528	10000	5	5			3	1							1
519	55528	100	8	8					10001						1
520	55528	100	8	8					10002						1
521	55528	100	8	8					10003						1
522	55528	100	8	8					10004						1
523	55528	100	8	8					10005						1
524	55528	100	8	8					10006						1
525	55528	100	8	8					10007						1
526	55528	100	8	8					10008						1
527	55528	100	8	8					10009						1
528	55528	100	8	8					10010						1
529	55528	100	8	8					10011						1
530	55528	100	8	8					10012						1
531	55528	100	8	8					10013						1
532	55528	100	8	8					10014						1
533	55528	100	8	8					10015						1
534	55528	100	8	8					10016						1
535	55528	100	8	8					10017						1
536	55528	100	8	8					10018						1
537	55528	100	8	8					10019						1
538	55528	100	8	8					10021						1
539	55528	100	8	8					10022						1
540	55528	100	7	7					20002						1
541	55528	100	7	7					20003						1
542	55528	100	7	7					20004						1
543	55528	100	7	7					20005						1
544	55528	100	7	7					20006						1
545	55528	100	7	7					20007						1
546	55528	100	7	7					20008						1
547	55528	100	7	7					20009						1
548	55528	100	7	7					20011						1
549	55528	100	7	7					20012						1
550	55528	100	7	7					20013						1
551	55528	100	7	7					20014						1
552	55528	100	7	7					20015						1
553	55528	100	7	7					20016						1
554	55528	100	7	7					20018						1
555	55528	100	7	7					20019						1
556	55528	100	7	7					20018						1
557	55528	100	7	7					20019						1
558	55528	100	8	8					10003						1
