Id	GroupId	Order	Type	Title	Text	Condition
9213022	92130	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9217011	92170	1	1	Battle Design	Zi Wei	800000
9217012	92170	2	1	Version	Rδ-II032	800000
9217013	92170	3	1	Use	Religious	800002
9217014	92170	4	1	Type	Mass-produced	800002
9217021	92170	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800005
9217022	92170	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9218011	92180	1	1	Battle Design	Zi Wei	800000
9218012	92180	2	1	Version	Hδ-III021	800000
9218013	92180	3	1	Use	Domestic	800002
9218014	92180	4	1	Type	Mass-produced	800002
9218021	92180	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800005
9218022	92180	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9220011	92200	1	1	Battle Design	Yan	800000
9220012	92200	2	1	Version	Mβ-I007	800000
9220013	92200	3	1	Use	Military	800002
9220014	92200	4	1	Type	Mass-produced	800002
9220021	92200	1	2	Production Time	Produced in the early Golden Age. It is slightly more advanced than model α.	800005
9220022	92200	2	2	Intelligence	A machine of the lowest intelligence level with only a single function. Often seen used in the early Golden Age.	800005
9221011	92210	1	1	Battle Design	Zi Wei	800000
9221012	92210	2	1	Version	Aβ-I002	800000
9221013	92210	3	1	Use	Agricultural	800002
9221014	92210	4	1	Type	Mass-produced	800002
9221021	92210	1	2	Production Time	Produced in the early Golden Age. It is slightly more advanced than model α.	800005
9221022	92210	2	2	Intelligence	A machine of the lowest intelligence level with only a single function. Often seen used in the early Golden Age.	800005
9214011	92140	1	1	Battle Design	Zi Wei	800000
9214012	92140	2	1	Version	Iα-I007	800000
9214013	92140	3	1	Use	Industrial	800002
9214014	92140	4	1	Type	Mass-produced	800002
9214021	92140	1	2	Production Time	Product of the early Golden Age with basic functions.	800005
9214022	92140	2	2	Intelligence	A machine of the lowest intelligence level with only a single function. Often seen used in the early Golden Age.	800005
9215011	92150	1	1	Battle Design	Zi Wei	800000
9215012	92150	2	1	Version	Iα-I004	800000
9215013	92150	3	1	Use	Industrial	800002
9215014	92150	4	1	Type	Mass-produced	800002
9215021	92150	1	2	Production Time	Product of the early Golden Age with basic functions.	800005
9215022	92150	2	2	Intelligence	A machine of the lowest intelligence level with only a single function. Often seen used in the early Golden Age.	800005
9216011	92160	1	1	Battle Design	Zi Wei	800000
9216012	92160	2	1	Version	Mβ-I010	800000
9216013	92160	3	1	Use	Military	800002
9216014	92160	4	1	Type	Mass-produced	800002
9216021	92160	1	2	Production Time	Produced in the early Golden Age. It is slightly more advanced than model α.	800005
9216022	92160	2	2	Intelligence	A machine of the lowest intelligence level with only a single function. Often seen used in the early Golden Age.	800005
9219011	92190	1	1	Battle Design	Zi Wei	800000
9219012	92190	2	1	Version	Pβ-II014	800000
9219013	92190	3	1	Use	Security	800002
9219014	92190	4	1	Type	Mass-produced	800002
9219021	92190	1	2	Production Time	Produced in the early Golden Age. It is slightly more advanced than model α.	800005
9219022	92190	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9002011	90020	1	1	Battle Design	Mirror	800000
9002012	90020	2	1	Version	Cη-VII000	0
9002013	90020	3	1	Use	Artistic	0
9002014	90020	4	1	Type	Mass-produced	0
9002021	90020	1	2	Production Time	Product of early Post-Pandemic Age. One of the last lines of bionic animals made by humans. Often equipped with many different functions. Most are decommissioned.	0
9002022	90020	2	2	Intelligence	Aside from the general intelligence level, other intelligence metrics are also established. Often seen used around the times of mechanical restoration.	0
9246011	92460	1	1	Battle Design	Zi Wei	800000
9246012	92460	2	1	Version	Iγ-II002	800000
9246013	92460	3	1	Use	Industrial	800002
9246014	92460	4	1	Type	Mass-produced	800002
9246021	92460	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800005
9246022	92460	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9248011	92480	1	1	Battle Design	Miao Dao	800000
9248012	92480	2	1	Version	Pθ-III010	800000
9248013	92480	3	1	Use	Security	800002
9248014	92480	4	1	Type	Mass-produced	800002
9248021	92480	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9248022	92480	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9249011	92490	1	1	Battle Design	Miao Dao	800000
9249012	92490	2	1	Version	Pθ-III011	800000
9249013	92490	3	1	Use	Security	800002
9249014	92490	4	1	Type	Mass-produced	800002
9249021	92490	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9249022	92490	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9247011	92470	1	1	Battle Design	Miao Dao	800000
9247012	92470	2	1	Version	Iθ-III004	800000
9247013	92470	3	1	Use	Industrial	800002
9247014	92470	4	1	Type	Mass-produced	800002
9247021	92470	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9247022	92470	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9260011	92600	1	1	Battle Design	Miao Dao	800000
9260012	92600	2	1	Version	Mθ-II049	800000
9260013	92600	3	1	Use	Military	800002
9260014	92600	4	1	Type	Mass-produced	800002
9260021	92600	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9260022	92600	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9262011	92620	1	1	Battle Design	Miao Dao	800000
9262012	92620	2	1	Version	Mθ-II050	800000
9262013	92620	3	1	Use	Military	800002
9262014	92620	4	1	Type	Mass-produced	800002
9262021	92620	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9262022	92620	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9261011	92610	1	1	Battle Design	Miao Dao	800000
9261012	92610	2	1	Version	Mθ-III051	800000
9261013	92610	3	1	Use	Military	800002
9261014	92610	4	1	Type	Mass-produced	800002
9261021	92610	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800005
9261022	92610	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9067011	90670	1	1	Battle Design	Miao Dao	800000
9067012	90670	2	1	Version	■■■■	800000
9067013	90670	3	1	Use	■■■■	800000
9067014	90670	4	1	Type	■■■■	800000
9067021	90670	1	2	Production Time	■■■■	800000
9067022	90670	2	2	Intelligence	■■■■	800000
9066011	90660	1	1	Battle Design	Hua Qi	800000
9066012	90660	2	1	Version	■■■■	800000
9066013	90660	3	1	Use	■■■■	800000
9066014	90660	4	1	Type	■■■■	800000
9066021	90660	1	2	Production Time	■■■■	800000
9066022	90660	2	2	Intelligence	■■■■	800000
9064011	90640	1	1	Battle Design	Miao Dao	800000
9064012	90640	2	1	Version	■■■■	800000
9064013	90640	3	1	Use	■■■■	800000
9064014	90640	4	1	Type	■■■■	800000
9064021	90640	1	2	Production Time	■■■■	800000
9064022	90640	2	2	Intelligence	■■■■	800000
9065011	90650	1	1	Battle Design	Miao Dao	800000
9065012	90650	2	1	Version	■■■■	800000
9065013	90650	3	1	Use	■■■■	800000
9065014	90650	4	1	Type	■■■■	800000
9065021	90650	1	2	Production Time	■■■■	800000
9065022	90650	2	2	Intelligence	■■■■	800000
9069011	90690	1	1	Battle Design	Hua Qi	800000
9069012	90690	2	1	Version	■■■■	800000
9069013	90690	3	1	Use	■■■■	800000
9069014	90690	4	1	Type	■■■■	800000
9069021	90690	1	2	Production Time	■■■■	800000
9069022	90690	2	2	Intelligence	■■■■	800000
9071011	90710	1	1	Battle Design	Miao Dao	800000
9071012	90710	2	1	Version	Cγ-III033	800000
9071013	90710	3	1	Use	Artistic	800002
9071014	90710	4	1	Type	Mass-produced	800002
9071021	90710	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800005
9071022	90710	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800005
9072011	90720	1	1	Battle Design	Miao Dao	800000
9072012	90720	2	1	Version	Cγ-III021	800000
9072013	90720	3	1	Use	Artistic	800002
9072014	90720	4	1	Type	Mass-produced	800002
9072021	90720	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800005
9072022	90720	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9073011	90730	1	1	Battle Design	Zi Wei	800000
9073012	90730	2	1	Version	Cγ-II013	800000
9073013	90730	3	1	Use	Artistic	800002
9073014	90730	4	1	Type	Mass-produced	800002
9073021	90730	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800005
9073022	90730	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800005
9225011	92250	1	1	Battle Design	Cat Plushie	800000
9225012	92250	2	1	Version	■■■■	800000
9225013	92250	3	1	Use	■■■■	800000
9225014	92250	4	1	Type	■■■■	800000
9225021	92250	1	2	Production Time	■■■■	800000
9225022	92250	2	2	Intelligence	■■■■	800000
9226011	92260	1	1	Battle Design	Mirror	800000
9226012	92260	2	1	Version	Sζ-I041	800000
9226013	92260	3	1	Use	Scientific	800001
9226014	92260	4	1	Type	Mass-produced	800001
9226021	92260	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800003
9226022	92260	2	2	Intelligence	A machine with the lowest intelligence level designed for a single purpose only.	800003
9233011	92330	1	1	Battle Design	Mirror	800000
9233012	92330	2	1	Version	Hγ-IV021	800000
9233013	92330	3	1	Use	Domestic	800001
9233014	92330	4	1	Type	Mass-produced	800001
9233021	92330	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800003
9233022	92330	2	2	Intelligence	With a slightly high intelligence level, it has its own desires in addition to carrying out orders.	800003
9235011	92350	1	1	Battle Design	Pang Hu	800000
9235012	92350	2	1	Version	Iγ-III004	800000
9235013	92350	3	1	Use	Industrial	800001
9235014	92350	4	1	Type	Mass-produced	800001
9235021	92350	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800003
9235022	92350	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9236011	92360	1	1	Battle Design	Zi Wei	800000
9236012	92360	2	1	Version	Iα-I002	800000
9236013	92360	3	1	Use	Industrial	800001
9236014	92360	4	1	Type	Mass-produced	800001
9236021	92360	1	2	Production Time	Product of early Golden Age. Most of them are equipped with basic functions only.	800003
9236022	92360	2	2	Intelligence	A machine with the lowest intelligence level designed for a single purpose only.	800003
9237011	92370	1	1	Battle Design	Mirror	800000
9237012	92370	2	1	Version	Sδ-III062	800000
9237013	92370	3	1	Use	Scientific	800001
9237014	92370	4	1	Type	Mass-produced	800001
9237021	92370	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800003
9237022	92370	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9022011	90220	1	1	Battle Design	Mirror	800000
9022012	90220	2	1	Version	Sδ-III063	800000
9022013	90220	3	1	Use	Scientific	800001
9022014	90220	4	1	Type	Mass-produced	800001
9022021	90220	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800003
9022022	90220	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9239011	92390	1	1	Battle Design	Yan	800000
9239012	92390	2	1	Version	Aη-III001	800000
9239013	92390	3	1	Use	Agricultural	800001
9239014	92390	4	1	Type	Mass-produced	800001
9239021	92390	1	2	Production Time	Product of early Post-Pandemic Age. One of the last lines of bionic animals made by humans. Often equipped with many different functions. Most are decommissioned.	800003
9239022	92390	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9240011	92400	1	1	Battle Design	Zi Wei	800000
9240012	92400	2	1	Version	Sζ-I039	800000
9240013	92400	3	1	Use	Scientific	800001
9240014	92400	4	1	Type	Mass-produced	800001
9240021	92400	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800003
9240022	92400	2	2	Intelligence	A machine with the lowest intelligence level designed for a single purpose only.	800003
9241011	92410	1	1	Battle Design	Zi Wei	800000
9241012	92410	2	1	Version	Iζ-II082	800000
9241013	92410	3	1	Use	Industrial	800001
9241014	92410	4	1	Type	Mass-produced	800001
9241021	92410	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800003
9241022	92410	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800003
9762011	97620	1	1	Battle Design	Mirror	800000
9762012	97620	2	1	Version	Mγ-I010	800000
9762013	97620	3	1	Use	Military	800001
9762014	97620	4	1	Type	Mass-produced	800001
9762021	97620	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800003
9762022	97620	2	2	Intelligence	A machine with the lowest intelligence level designed for a single purpose only.	800003
9234011	92340	1	1	Battle Design	Mirror	800000
9234012	92340	2	1	Version	Sζ-IV174	800000
9234013	92340	3	1	Use	Scientific	800001
9234014	92340	4	1	Type	Mass-produced	800001
9234021	92340	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800003
9234022	92340	2	2	Intelligence	With a slightly high intelligence level, it has its own desires in addition to carrying out orders.	800003
9238011	92380	1	1	Battle Design	Pei Te	800000
9238012	92380	2	1	Version	■■■■	800000
9238013	92380	3	1	Use	■■■■	800000
9238014	92380	4	1	Type	■■■■	800000
9238021	92380	1	2	Production Time	■■■■	800000
9238022	92380	2	2	Intelligence	■■■■	800000
9242011	92420	1	1	Battle Design	Yan	800000
9242012	92420	2	1	Version	■■■■	800000
9242013	92420	3	1	Use	■■■■	800000
9242014	92420	4	1	Type	■■■■	800000
9242021	92420	1	2	Production Time	■■■■	800000
9242022	92420	2	2	Intelligence	■■■■	800000
9245011	92450	1	1	Battle Design	Yan	800000
9245012	92450	2	1	Version	Mδ-II054	800000
9245013	92450	3	1	Use	Military	800001
9245014	92450	4	1	Type	Mass-produced	800001
9245021	92450	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800003
9245022	92450	2	2	Intelligence	Low intelligence level, but equipped with multiple functions. Eager for power, it will modify itself with surrounding resources.	800003
9263011	92630	1	1	Battle Design	Miao Dao	800000
9263012	92630	2	1	Version	Mθ-III045	800000
9263013	92630	3	1	Use	Military	800001
9263014	92630	4	1	Type	Mass-produced	800001
9263021	92630	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800003
9263022	92630	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9050011	90500	1	1	Battle Design	Miao Dao	800000
9050012	90500	2	1	Version	Sθ-III061	800000
9050013	90500	3	1	Use	Scientific	800001
9050014	90500	4	1	Type	Mass-produced	800001
9050021	90500	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800003
9050022	90500	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800003
9068011	90680	1	1	Battle Design	Miao Dao	800000
9068012	90680	2	1	Version	■■■■	800000
9068013	90680	3	1	Use	■■■■	800000
9068014	90680	4	1	Type	■■■■	800000
9068021	90680	1	2	Production Time	■■■■	800000
9068022	90680	2	2	Intelligence	■■■■	800000
9070011	90700	1	1	Battle Design	Xiao Lai	800000
9070012	90700	2	1	Version	■■■■	800000
9070013	90700	3	1	Use	■■■■	800000
9070014	90700	4	1	Type	■■■■	800000
9070021	90700	1	2	Production Time	■■■■	800000
9070022	90700	2	2	Intelligence	■■■■	800000
9274011	92740	1	1	Battle Design	Hua Qi	800000
9274012	92740	2	1	Version	Cγ-V110	800000
9274013	92740	3	1	Use	Artistic	800001
9274014	92740	4	1	Type	Tailor-made	800001
9274021	92740	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800003
9274022	92740	2	2	Intelligence	Installed with a basic emotion module and has a relatively high intelligence level.	800003
8110011	81100	1	1	Battle Design	Musashi Designer	800000
8110012	81100	2	1	Version	Iη-III001	800000
8110013	81100	3	1	Use	Industrial	800000
8110014	81100	4	1	Type	Mass-produced	800000
8110021	81100	1	2	Production Time	Product of early Post-Pandemic Age. One of the last lines of bionic animals made by humans. Often equipped with many different functions. Most are decommissioned.	800001
8110022	81100	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800001
8130011	81300	1	1	Battle Design	Musashi Designer	800000
8130012	81300	2	1	Version	Hε-V021	800000
8130013	81300	3	1	Use	Domestic	800000
8130014	81300	4	1	Type	Mass-produced	800000
8130021	81300	1	2	Production Time	Produced in the late Golden Age. With the addition of synthetic skin, he bears a much closer resemblance to human beings.	800001
8130022	81300	2	2	Intelligence	Installed with a basic emotion module and has a relatively high intelligence level.	800001
8140011	81400	1	1	Battle Design	Musashi Designer	800000
8140012	81400	2	1	Version	Rδ-V103	800000
8140013	81400	3	1	Use	Religious	800000
8140014	81400	4	1	Type	Tailor-made	800000
8140021	81400	1	2	Production Time	A humanoid robot produced in the middle of the Golden Age. Religious groups began investing in mechanoid production at that time.	800001
8140022	81400	2	2	Intelligence	Installed with a basic emotion module and has a relatively high intelligence level.	800001
8141011	81410	1	1	Battle Design	Musashi Designer	800000
8141012	81410	2	1	Version	Rθ-I100	800000
8141013	81410	3	1	Use	Religious	800000
8141014	81410	4	1	Type	Tailor-made	800000
8141021	81410	1	2	Production Time	A bionic animal taken by superior Corrupted in the Reconquista Age. Crude in appearance and visibly corrupted by the virus.	800001
8141022	81410	2	2	Intelligence	A machine with the lowest intelligence level designed for a single purpose only.	800001
8120011	81200	1	1	Battle Design	Musashi Designer	800000
8120012	81200	2	1	Version	■■■■	800000
8120013	81200	3	1	Use	■■■■	800000
8120014	81200	4	1	Type	■■■■	800000
8120021	81200	1	2	Production Time	■■■■	800000
8120022	81200	2	2	Intelligence	■■■■	800000
8150011	81500	1	1	Battle Design	Musashi Designer	800000
8150012	81500	2	1	Version	Cγ-III002	800000
8150013	81500	3	1	Use	Artistic	800000
8150014	81500	4	1	Type	Mass-produced	800000
8150021	81500	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800001
8150022	81500	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800001
8170011	81700	1	1	Battle Design	Musashi Designer	800000
8170012	81700	2	1	Version	■■■■	800000
8170013	81700	3	1	Use	■■■■	800000
8170014	81700	4	1	Type	■■■■	800000
8170021	81700	1	2	Production Time	■■■■	800000
8170022	81700	2	2	Intelligence	■■■■	800000
8180011	81800	1	1	Battle Design	Musashi Designer	800000
8180012	81800	2	1	Version	Sζ-IV172	800000
8180013	81800	3	1	Use	Scientific	800000
8180014	81800	4	1	Type	Tailor-made	800000
8180021	81800	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800001
8180022	81800	2	2	Intelligence	With a slightly high intelligence level, it has its own desires in addition to carrying out orders.	800001
8190011	81900	1	1	Battle Design	Musashi Designer	800000
8190012	81900	2	1	Version	■■■■	800000
8190013	81900	3	1	Use	■■■■	800000
8190014	81900	4	1	Type	■■■■	800000
8190021	81900	1	2	Production Time	■■■■	800000
8190022	81900	2	2	Intelligence	■■■■	800000
8215011	82150	1	1	Battle Design	Yan	800000
8215012	82150	2	1	Version	Mη-III010	800000
8215013	82150	3	1	Use	Military	800000
8215014	82150	4	1	Type	Mass-produced	800000
8215021	82150	1	2	Production Time	Product of early Post-Pandemic Age. One of the last lines of bionic animals made by humans. Often equipped with many different functions. Most are decommissioned.	800001
8215022	82150	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800001
8701011	87010	1	1	Battle Design	Yan	800000
8701012	87010	2	1	Version	Sζ-IV170	800000
8701013	87010	3	1	Use	Scientific	800000
8701014	87010	4	1	Type	Tailor-made	800000
8701021	87010	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800001
8701022	87010	2	2	Intelligence	With a slightly high intelligence level, it has its own desires in addition to carrying out orders.	800001
8160011	81600	1	1	Battle Design	Musashi Designer	800000
8160012	81600	2	1	Version	■■■■	800000
8160013	81600	3	1	Use	■■■■	800000
8160014	81600	4	1	Type	■■■■	800000
8160021	81600	1	2	Production Time	■■■■	800000
8160022	81600	2	2	Intelligence	■■■■	800000
8320011	83200	1	1	Battle Design	Musashi Designer	800000
8320012	83200	2	1	Version	■■■■	800000
8320013	83200	3	1	Use	■■■■	800000
8320014	83200	4	1	Type	■■■■	800000
8320021	83200	1	2	Production Time	■■■■	800000
8320022	83200	2	2	Intelligence	■■■■	800000
8741011	87410	1	1	Battle Design	Yan	800000
8741012	87410	2	1	Version	Sζ-VII061	800000
8741013	87410	3	1	Use	Scientific	800000
8741014	87410	4	1	Type	Mass-produced	800000
8741021	87410	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800001
8741022	87410	2	2	Intelligence	Aside from the general intelligence level, other intelligence metrics are also established. Often seen used around the times of mechanical restoration.	800001
8736011	87360	1	1	Battle Design	Yan	800000
8736012	87360	2	1	Version	Sζ-VII061	800000
8736013	87360	3	1	Use	Scientific	800000
8736014	87360	4	1	Type	Mass-produced	800000
8736021	87360	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800001
8736022	87360	2	2	Intelligence	Aside from the general intelligence level, other intelligence metrics are also established. Often seen used around the times of mechanical restoration.	800001
8340011	83400	1	1	Battle Design	Hua Qi	800000
8340012	83400	2	1	Version	Sζ-VII061	800000
8340013	83400	3	1	Use	Scientific	800000
8340014	83400	4	1	Type	Mass-produced	800000
8340021	83400	1	2	Production Time	Product of the late Golden Age. Influences of mechanoid restoration can be seen on it.	800001
8340022	83400	2	2	Intelligence	Aside from the general intelligence level, other intelligence metrics are also established. Often seen used around the times of mechanical restoration.	800001
8111011	81110	1	1	Battle Design	Musashi Designer	800000
8111012	81110	2	1	Version	Iη-III001	800000
8111013	81110	3	1	Use	Industrial	800000
8111014	81110	4	1	Type	Mass-produced	800000
8111021	81110	1	2	Production Time	Product of early Post-Pandemic Age. One of the last lines of bionic animals made by humans. Often equipped with many different functions. Most are decommissioned.	800001
8111022	81110	2	2	Intelligence	Low intelligence level. It supports humans in completing various tasks.	800001
8322011	83220	1	1	Battle Design	Musashi Designer	800000
8322012	83220	2	1	Version	■■■■	800000
8322013	83220	3	1	Use	■■■■	800000
8322014	83220	4	1	Type	■■■■	800000
8322021	83220	1	2	Production Time	■■■■	800000
8322022	83220	2	2	Intelligence	■■■■	800000
8310011	83100	1	1	Battle Design	Musashi Designer	800000
8310012	83100	2	1	Version	■■■■	800000
8310013	83100	3	1	Use	■■■■	800000
8310014	83100	4	1	Type	■■■■	800000
8310021	83100	1	2	Production Time	■■■■	800000
8310022	83100	2	2	Intelligence	■■■■	800000
8350011	83500	1	1	Battle Design	Musashi Designer	800000
8350012	83500	2	1	Version	■■■■	800000
8350013	83500	3	1	Use	■■■■	800000
8350014	83500	4	1	Type	■■■■	800000
8350021	83500	1	2	Production Time	■■■■	800000
8350022	83500	2	2	Intelligence	■■■■	800000
8352011	83520	1	1	Battle Design	Musashi Designer	800000
8352012	83520	2	1	Version	■■■■	800000
8352013	83520	3	1	Use	■■■■	800000
8352014	83520	4	1	Type	■■■■	800000
8352021	83520	1	2	Production Time	■■■■	800000
8352022	83520	2	2	Intelligence	■■■■	800000
8360011	83600	1	1	Battle Design	Miao Dao	800000
8360012	83600	2	1	Version	■■■■	800000
8360013	83600	3	1	Use	■■■■	800000
8360014	83600	4	1	Type	■■■■	800000
8360021	83600	1	2	Production Time	■■■■	800000
8360022	83600	2	2	Intelligence	■■■■	800000
83700011	837000	1	1	Battle Design	Hua Qi	800000
83700012	837000	2	1	Version	Cγ-V100	800000
83700013	837000	3	1	Use	Artistic	800000
83700014	837000	4	1	Type	Tailor-made	800000
83700021	837000	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800001
83700022	837000	2	2	Intelligence	Installed with a basic emotion module and has a relatively high intelligence level.	800001
83710011	837100	1	1	Battle Design	Hua Qi	800000
83710012	837100	2	1	Version	Cγ-V100	800000
83710013	837100	3	1	Use	Artistic	800000
83710014	837100	4	1	Type	Tailor-made	800000
83710021	837100	1	2	Production Time	Produced in the middle of the Golden Age, it started to be applied to different fields of work.	800001
83710022	837100	2	2	Intelligence	Installed with a basic emotion module and has a relatively high intelligence level.	800001
8750011	87500	1	1	Battle Design	Yan	800000
8750012	87500	2	1	Version	■■■■	800000
8750013	87500	3	1	Use	■■■■	800000
8750014	87500	4	1	Type	■■■■	800000
8750021	87500	1	2	Production Time	■■■■	800000
8750022	87500	2	2	Intelligence	■■■■	800000
