Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
123211	3|Cast|12321101	14|Cast|12321102	3|Shake|4|0.2|0.6|15|0.35|0	14|Shake|3|0.45|-1|15|0.3|1	14|Cast|12321105	0|Effect|FxR4LuxiyaAttack21A||1|	3|Cast|12321107	14|Cast|12321108	10|Magic|103261|1	15|Magic|103262|1																																																																						
123212	5|Cast|12321201	10|Cast|12321202	0|Cast|12321203	10|Shake|3|0.35|-1.5|10|0.25|2	1|Turn|450|0.2|1	5|Magic|103261|1	10|Magic|103262|1	0|Effect|FxR4LuxiyaAttack31A||1|	5|Cast|12321209	10|Cast|12321210	0|Magic|103263|0	0|Magic|103264|0	4|Magic|103265|0	0|Shake|4|0.3|-2|10|0.1|2	0|Cast|12321215	0|Move|45|0.15|																																																																
123213	5|Cast|12321301	10|Cast|12321302	0|Cast|12321303	10|Shake|3|0.35|-1.5|10|0.25|2	1|Turn|450|0.2|1	5|Magic|103261|1	10|Magic|103262|1	0|Effect|FxR4LuxiyaAttack31A||1|	5|Cast|12321309	10|Cast|12321310	0|Magic|103263|0	0|Magic|103264|0	4|Magic|103265|0	0|Shake|4|0.3|-2|10|0.1|2	0|Cast|12321315	0|Move|45|0.15|																																																																
123214	5|Cast|12321401	10|Cast|12321402	0|Cast|12321403	10|Shake|3|0.35|-1.5|10|0.25|2	1|Turn|450|0.2|1	5|Magic|103261|1	10|Magic|103262|1	0|Effect|FxR4LuxiyaAttack33A||1|	5|Cast|12321409	10|Cast|12321410	0|Magic|103263|0	0|Magic|103264|0	4|Magic|103265|0	0|Shake|4|0.3|-2|10|0.1|2	0|Cast|12321415	0|Move|45|0.15|																																																																
123215																																																																																
123216	0|Magic|103261|1	6|Magic|103262|1	0|Effect|FxR4Luxiyamove01||1|																																																																													
123217	0|Magic|103261|1	6|Magic|103262|1	0|Effect|FxR4Luxiyamove02||1|																																																																													
123218	0|Magic|103272|0																																																																															
123219																																																																																
123220																																																																																
123221																																																																																
123222																																																																																
123223																																																																																
123224	4|Cast|12322401	2|Move|20|0.1|0	0|Effect|FxR4LuxiyaAttack01A||1|	2|Turn|7200|0.02|1																																																																												
123225	3|Magic|763044|0																																																																															
123226																																																																																
123227	0|Magic|110239|0	0|Cast|12322702	0|Effect|FxR1LuxiyaAttack10Sound||1|	0|Sound|11102703|1																																																																												
123228	0|Magic|110239|0	0|Cast|12322802	0|Effect|FxR1LuxiyaAttack10Sound||1|	0|Sound|11102703|1																																																																												
123229																																																																																
123230																																																																																
123231																																																																																
123232																																																																																
123233																																																																																
123234																																																																																
123235																																																																																
123236																																																																																
123237																																																																																
123238																																																																																
123239																																																																																
123240																																																																																
123241																																																																																
123242																																																																																
123243																																																																																
123251	0|Magic|103283|0	0|Effect|FxR4LuxiyaAttack01B||1|	0|Cast|12325103																																																																													
123252	2|Magic|103283|0	11|Magic|103284|0																																																																														
123253																																																																																
123254	2|Magic|103283|0	15|Magic|103284|0																																																																														
123255	2|Magic|103283|0	8|Magic|103284|0	11|Magic|103283|0	22|Magic|103284|0																																																																												
123256																																																																																
123257																																																																																
123258																																																																																
123259																																																																																
123260																																																																																
123261																																																																																
123262																																																																																
123263																																																																																
123264																																																																																
123265																																																																																
123266																																																																																
123267	0|Magic|103281|0																																																																															
123268																																																																																
123269	3|Magic|103283|0	7|Magic|103284|0	0|Effect|FxR4LuxiyaAttack01B||1|	4|Cast|12326905																																																																												
