Id	Key[1]	Key[2]	Key[3]	Key[4]	Key[5]	Key[6]	Key[7]	Key[8]	Key[9]	Key[10]	Key[11]	Key[12]	Key[13]	Key[14]	Key[15]	Key[16]	Key[17]	Key[18]	Key[19]	Key[20]	Key[21]	Key[22]	Key[23]	Key[24]	Key[25]	Key[26]	Key[27]	Key[28]	Key[29]	Key[30]	Key[31]	Key[32]	Key[33]	Key[34]	Key[35]	Key[36]	Key[37]	Key[38]	Key[39]	Key[40]	Key[41]	Key[42]	Key[43]	Key[44]	Key[45]	Key[46]	Key[47]	Key[48]	Key[49]	Key[50]	Key[51]	Key[52]	Key[53]	Key[54]	Key[55]	Key[56]	Key[57]	Key[58]	Key[59]	Key[60]	Key[61]	Key[62]	Key[63]	Key[64]	Key[65]	Key[66]	Key[67]	Key[68]	Key[69]	Key[70]	Key[71]	Key[72]	Key[73]	Key[74]	Key[75]	Key[76]	Key[77]	Key[78]	Key[79]	Key[80]
110429	2|Cast|11042901	4|Cast|11042902	7|Cast|11042903	0|Effect|FxR2KamuP2Atk05||1|																																																																												
110430	4|Cast|11043001	4|Cast|11043002	4|Shake|2|0.5|-1|12|0.3|0	0|Cast|11043004	4|Cast|11043005	0|Effect|FxR2KamuP2Atk06Sound||1|	4|Magic|110431|0																																																																									
110431	3|Cast|11043101	0|Effect|FxR2KamuP2Atk01||1|	0|Move|30|0.1|-60																																																																													
110432	6|Cast|11043201	0|Effect|FxR2KamuP2Atk04||1|	0|Move|20|0.2|-60																																																																													
110433	1|Cast|11043304	5|Cast|11043305	10|Cast|11043306	12|Shake|3|0.45|-1|10|0.3|0	0|Cast|11043309	0|Effect|FxR2KamuP2Atk11Sound||1|	3|Magic|110430|0	5|Magic|110431|0	7|Magic|110430|0	10|Magic|110431|0																																																																						
110434	1|Cast|11043404	5|Cast|11043405	10|Cast|11043406	12|Shake|3|0.45|-1|10|0.3|0	0|Cast|11043409	0|Effect|FxR2KamuP2Atk11Sound||1|	3|Magic|110430|0	5|Magic|110431|0	7|Magic|110430|0	10|Magic|110431|0																																																																						
110435	2|Cast|11043501|11043503	2|Shake|4|0.45|-2|10|0.15|0	8|Shake|3|0.45|-2|10|0.2|1	2|Cast|11043507																																																																												
110436	2|Cast|11043601|11043603	2|Shake|4|0.45|-2|10|0.15|0	8|Shake|3|0.45|-2|10|0.2|1	2|Cast|11043607																																																																												
110437	8|Cast|11043701	8|Shake|3|0.5|-1.5|13|0.3|0	8|Cast|11043706	4|Effect|FxR2KamuP2Atk31Hand|Bip001RHand|1|	7|Effect|FxR2KamuP2Atk31||1|	0|Effect|FxR2KamuP2Atk31Sound||1|	0|Cast|11043711	0|Move|20|0.2|50	0|Magic|110470|0	0|Magic|110430|0	4|Magic|110431|0																																																																					
110438	8|Cast|11043801	8|Shake|3|0.5|-1.5|13|0.3|0	8|Cast|11043806	4|Effect|FxR2KamuP2Atk31Hand|Bip001RHand|1|	7|Effect|FxR2KamuP2Atk31||1|	0|Effect|FxR2KamuP2Atk31Sound||1|	0|Cast|11043811	0|Move|20|0.2|50	0|Magic|110470|0	0|Magic|110430|0	4|Magic|110431|0																																																																					
110439	8|Cast|11043901	8|Shake|3|0.5|-1.5|13|0.3|0	8|Cast|11043906	4|Effect|FxR2KamuP2Atk31Hand|Bip001RHand|1|	7|Effect|FxR2KamuP2Atk31||1|	0|Effect|FxR2KamuP2Atk31Sound||1|	0|Cast|11043911	0|Move|20|0.2|50	0|Magic|110470|0	0|Magic|110430|0	4|Magic|110431|0																																																																					
110440	6|Cast|11044001	12|Cast|11044002	15|Cast|11044003	18|Cast|11044004	27|Cast|11044005	1|Cast|11044006	2|Cast|11044007	6|Cast|11044008	11|Cast|11044009	27|Cast|11044010	26|Magic|110477|0	26|Magic|110478|0	38|Magic|110479|0																																																																			
110441	0|Cast|11044101	8|Magic|100094|0																																																																														
110442	0|Cast|11044201	8|Magic|100094|0																																																																														
110443	0|Magic|110466|0	6|Magic|110467|0	0|Cast|11044303	0|Cast|11044304	7|Magic|110432|0	0|Magic|110447|0	0|Magic|110449|0																																																																									
110444	0|Magic|110481|0	0|Effect|FxR2KamuWin|||																																																																														
110445	0|Magic|110481|0	0|Effect|FxR2KamuWin|||																																																																														
110446																																																																																
