Id	CharacterId	State	BehaviorId	CanClick	StateMachine
511	81600	LOVE	D8160012	1	MOOD
512	81600	REWAWRD	D8160013	1	IDLE
513	81600	GRAB_UP	D8160002	0	CONTROL
514	81600	FONDLE	D8160014	0	CONTROL
515	81600	SELECTED	D8160003	1	CONTROL
516	81600	RELATIOM	D8160005	1	INTERACT
517	81600	SIT	D8160006	0	INTERACT
518	81600	ATTRACT	D8160005	1	INTERACT
519	81600	CABINET	D8160019	0	INTERACT
520	81600	CHAIR	D8160020	0	INTERACT
521	81600	BENCH	D8160021	0	INTERACT
522	81600	GOSOFA	D8160015	1	INTERACT
523	81600	GOCHAIR	D8160016	1	INTERACT
524	81600	GOBENCH	D8160017	1	INTERACT
525	81600	GOCABINET	D8160018	1	INTERACT
526	81600	WANTTOUCH	D8160022	1	MOOD
527	81600	HATE	D8160023	0	MOOD
528	81600	WAIT	D8160024	1	CONTROL
529	81500	IDLE	D8150001	1	IDLE
530	81500	SLEEP	D8150007	0	INTERACT
531	81500	TIRED	D8150008	1	MOOD
532	81500	ANNOY	D8150010	1	MOOD
533	81500	BORING	D8150011	1	MOOD
534	81500	LAZY	D8150009	1	MOOD
535	81500	LOVE	D8150012	1	MOOD
536	81500	REWAWRD	D8150013	1	IDLE
537	81500	GRAB_UP	D8150002	0	CONTROL
538	81500	FONDLE	D8150014	0	CONTROL
539	81500	SELECTED	D8150003	1	CONTROL
540	81500	RELATIOM	D8150005	1	INTERACT
541	81500	SIT	D8150006	0	INTERACT
542	81500	ATTRACT	D8150005	1	INTERACT
543	81500	CABINET	D8150019	0	INTERACT
544	81500	CHAIR	D8150020	0	INTERACT
545	81500	BENCH	D8150021	0	INTERACT
546	81500	GOSOFA	D8150015	1	INTERACT
547	81500	GOCHAIR	D8150016	1	INTERACT
548	81500	GOBENCH	D8150017	1	INTERACT
549	81500	GOCABINET	D8150018	1	INTERACT
550	81500	WANTTOUCH	D8150022	1	MOOD
551	81500	HATE	D8150023	0	MOOD
552	81500	WAIT	D8150024	1	CONTROL
553	92030	IDLE	D9203001	1	IDLE
554	92030	SLEEP	D9203007	0	INTERACT
555	92030	TIRED	D9203008	1	MOOD
556	92030	ANNOY	D9203010	1	MOOD
557	92030	BORING	D9203011	1	MOOD
558	92030	LAZY	D9203009	1	MOOD
559	92030	LOVE	D9203012	1	MOOD
560	92030	REWAWRD	D9203013	1	IDLE
561	92030	GRAB_UP	D9203002	0	CONTROL
562	92030	FONDLE	D9203014	0	CONTROL
563	92030	SELECTED	D9203003	1	CONTROL
564	92030	RELATIOM	D9203005	1	INTERACT
565	92030	SIT	D9203006	0	INTERACT
566	92030	ATTRACT	D9203005	1	INTERACT
567	92030	CABINET	D9203019	0	INTERACT
568	92030	CHAIR	D9203020	0	INTERACT
569	92030	BENCH	D9203021	0	INTERACT
570	92030	GOSOFA	D9203015	1	INTERACT
