Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
182	2075001	1	30	20750011	20750011	1680	502	1	16000	40100	6	40103	6					5000	2075001
183	2075001	2	35	20750012	20750012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2075001
184	2075001	3	40	20750013	20750013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2075001
185	2075001	4	45	20750014	20750014	11050	505												2075001
186	2075002	0	25	20750020	20750020	500	501	1	8000	40103	6							5000	2075002
187	2075002	1	30	20750021	20750021	1680	502	1	16000	40100	6	40103	6					5000	2075002
188	2075002	2	35	20750022	20750022	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2075002
189	2075002	3	40	20750023	20750023	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2075002
190	2075002	4	45	20750024	20750024	11050	505												2075002
191	2076001	0	25	20760010	20760010	700	601	1	10000	40103	8							5000	2076001
192	2076001	1	30	20760011	20760011	2360	602	1	20000	40100	8	40103	8					5000	2076001
193	2076001	2	35	20760012	20760012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076001
194	2076001	3	40	20760013	20760013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076001
195	2076001	4	45	20760014	20760014	15280	605												2076001
196	2076002	0	25	20760020	20760020	700	601	1	10000	40103	8							5000	2076002
197	2076002	1	30	20760021	20760021	2360	602	1	20000	40100	8	40103	8					5000	2076002
198	2076002	2	35	20760022	20760022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2076002
199	2076002	3	40	20760023	20760023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2076002
200	2076002	4	45	20760024	20760024	15280	605												2076002
201	2083001	0	15	20830010	20830010	100	301	1	4000	40103	2							5000	2083001
202	2083001	1	20	20830011	20830011	370	302	1	8000	40100	2	40103	2					5000	2083001
203	2083001	2	25	20830012	20830012	1020	303												2083001
204	2084001	0	20	20840010	20840010	300	401	1	6000	40103	4							5000	2084001
205	2084001	1	25	20840011	20840011	760	402	1	12000	40100	4	40103	4					5000	2084001
206	2084001	2	30	20840012	20840012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2084001
207	2084001	3	35	20840013	20840013	3270	404	1	24000	40110	4	40113	4					5000	2084001
208	2085001	0	25	20850010	20850010	500	501	1	8000	40103	6							5000	2085001
209	2085001	1	30	20850011	20850011	1680	502	1	16000	40100	6	40103	6					5000	2085001
210	2085001	2	35	20850012	20850012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085001
211	2085001	3	40	20850013	20850013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085001
212	2085001	4	45	20850014	20850014	11050	505												2085001
213	2085002	0	25	20850020	20850020	500	501	1	8000	40103	6							5000	2085002
214	2085002	1	30	20850021	20850021	1680	502	1	16000	40100	6	40103	6					5000	2085002
215	2085002	2	35	20850022	20850022	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2085002
216	2085002	3	40	20850023	20850023	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2085002
217	2085002	4	45	20850024	20850024	11050	505												2085002
218	2086001	0	25	20860010	20860010	700	601	1	10000	40103	8							5000	2086001
219	2086001	1	30	20860011	20860011	2360	602	1	20000	40100	8	40103	8					5000	2086001
220	2086001	2	35	20860012	20860012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086001
221	2086001	3	40	20860013	20860013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086001
222	2086001	4	45	20860014	20860014	15280	605												2086001
223	2086002	0	25	20860020	20860020	700	601	1	10000	40103	8							5000	2086002
224	2086002	1	30	20860021	20860021	2360	602	1	20000	40100	8	40103	8					5000	2086002
225	2086002	2	35	20860022	20860022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2086002
226	2086002	3	40	20860023	20860023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2086002
227	2086002	4	45	20860024	20860024	15280	605												2086002
228	2093001	0	15	20930010	20930010	100	301	1	4000	40103	2							5000	2093001
229	2093001	1	20	20930011	20930011	370	302	1	8000	40100	2	40103	2					5000	2093001
230	2093001	2	25	20930012	20930012	1020	303												2093001
231	2094001	0	20	20940010	20940010	300	401	1	6000	40103	4							5000	2094001
232	2094001	1	25	20940011	20940011	760	402	1	12000	40100	4	40103	4					5000	2094001
233	2094001	2	30	20940012	20940012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2094001
234	2094001	3	35	20940013	20940013	3270	404	1	24000	40110	4	40113	4					5000	2094001
235	2095001	0	25	20950010	20950010	500	501	1	8000	40103	6							5000	2095001
236	2095001	1	30	20950011	20950011	1680	502	1	16000	40100	6	40103	6					5000	2095001
237	2095001	2	35	20950012	20950012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2095001
238	2095001	3	40	20950013	20950013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2095001
239	2095001	4	45	20950014	20950014	11050	505												2095001
240	2096001	0	25	20960010	20960010	700	601	1	10000	40103	8							5000	2096001
241	2096001	1	30	20960011	20960011	2360	602	1	20000	40100	8	40103	8					5000	2096001
242	2096001	2	35	20960012	20960012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2096001
243	2096001	3	40	20960013	20960013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2096001
244	2096001	4	45	20960014	20960014	15280	605												2096001
245	2096002	0	25	20960020	20960020	700	601	1	10000	40103	8							5000	2096002
246	2096002	1	30	20960021	20960021	2360	602	1	20000	40100	8	40103	8					5000	2096002
247	2096002	2	35	20960022	20960022	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2096002
248	2096002	3	40	20960023	20960023	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2096002
249	2096002	4	45	20960024	20960024	15280	605												2096002
250	2104001	0	20	21040010	21040010	300	401	1	6000	40103	4							5000	2104001
251	2104001	1	25	21040011	21040011	760	402	1	12000	40100	4	40103	4					5000	2104001
252	2104001	2	30	21040012	21040012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2104001
253	2104001	3	35	21040013	21040013	3270	404	1	24000	40110	4	40113	4					5000	2104001
254	2105001	0	25	21050010	21050010	500	501	1	8000	40103	6							5000	2105001
255	2105001	1	30	21050011	21050011	1680	502	1	16000	40100	6	40103	6					5000	2105001
256	2105001	2	35	21050012	21050012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2105001
257	2105001	3	40	21050013	21050013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2105001
258	2105001	4	45	21050014	21050014	11050	505												2105001
259	2106001	0	25	21060010	21060010	700	601	1	10000	40103	8							5000	2106001
260	2106001	1	30	21060011	21060011	2360	602	1	20000	40100	8	40103	8					5000	2106001
261	2106001	2	35	21060012	21060012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2106001
262	2106001	3	40	21060013	21060013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2106001
263	2106001	4	45	21060014	21060014	15280	605												2106001
264	2980201	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2980201
265	2981101	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2981101
266	2982001	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2982001
267	3012001	0	10	30120010	30120010	50	301												3012001
268	3013001	0	15	30130010	30130010	100	301	1	4000	40104	1							5000	3013001
269	3013001	1	20	30130011	30130011	370	302	1	8000	40100	1	40104	1					5000	3013001
270	3013001	2	25	30130012	30130012	1020	303												3013001
271	3013002	0	15	30130020	30130020	100	301	1	4000	40104	1							5000	3013002
272	3013002	1	20	30130021	30130021	370	302	1	8000	40100	1	40104	1					5000	3013002
273	3013002	2	25	30130022	30130022	1020	303												3013002
274	3014001	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014001
275	3014001	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014001
276	3014001	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014001
277	3014001	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014001
278	3014002	0	20	30140020	30140020	300	401	1	6000	40104	2							5000	3014002
279	3014002	1	25	30140021	30140021	760	402	1	12000	40100	2	40104	2					5000	3014002
280	3014002	2	30	30140022	30140022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014002
281	3014002	3	35	30140023	30140023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014002
282	3014003	0	20	30140030	30140030	300	401	1	6000	40104	2							5000	3014003
283	3014003	1	25	30140031	30140031	760	402	1	12000	40100	2	40104	2					5000	3014003
284	3014003	2	30	30140032	30140032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014003
285	3014003	3	35	30140033	30140033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014003
286	3014004	0	20	30140040	30140040	300	401	1	6000	40104	2							5000	3014004
287	3014004	1	25	30140041	30140041	760	402	1	12000	40100	2	40104	2					5000	3014004
288	3014004	2	30	30140042	30140042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014004
289	3014004	3	35	30140043	30140043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014004
290	3014006	0	20	30140060	30140060	300	401	1	6000	40104	2							5000	3014006
291	3014006	1	25	30140061	30140061	760	402	1	12000	40100	2	40104	2					5000	3014006
292	3014006	2	30	30140062	30140062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014006
293	3014006	3	35	30140063	30140063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014006
294	3014005	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014005
295	3014005	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014005
296	3014005	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014005
297	3014005	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014005
298	3015001	0	25	30150010	30150010	500	501	1	8000	40104	3							5000	3015001
299	3015001	1	30	30150011	30150011	1680	502	1	16000	40100	3	40104	3					5000	3015001
300	3015001	2	35	30150012	30150012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015001
301	3015001	3	40	30150013	30150013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015001
302	3015001	4	45	30150014	30150014	11050	505												3015001
303	3015002	0	25	30150020	30150020	500	501	1	8000	40104	3							5000	3015002
304	3015002	1	30	30150021	30150021	1680	502	1	16000	40100	3	40104	3					5000	3015002
305	3015002	2	35	30150022	30150022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015002
306	3015002	3	40	30150023	30150023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015002
307	3015002	4	45	30150024	30150024	11050	505												3015002
308	3015003	0	25	30150030	30150030	500	501	1	8000	40104	3							5000	3015003
309	3015003	1	30	30150031	30150031	1680	502	1	16000	40100	3	40104	3					5000	3015003
310	3015003	2	35	30150032	30150032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015003
311	3015003	3	40	30150033	30150033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015003
312	3015003	4	45	30150034	30150034	11050	505												3015003
313	3015004	0	25	30150040	30150040	500	501	1	8000	40104	3							5000	3015004
314	3015004	1	30	30150041	30150041	1680	502	1	16000	40100	3	40104	3					5000	3015004
