Index	Id	Score	Level
925	13000600	4597750	925
926	13000600	4602750	926
927	13000600	4607750	927
928	13000600	4612750	928
929	13000600	4617750	929
930	13000600	4622750	930
931	13000600	4627750	931
932	13000600	4632750	932
933	13000600	4637750	933
934	13000600	4642750	934
935	13000600	4647750	935
936	13000600	4652750	936
937	13000600	4657750	937
938	13000600	4662750	938
939	13000600	4667750	939
940	13000600	4672750	940
941	13000600	4677750	941
942	13000600	4682750	942
943	13000600	4687750	943
944	13000600	4692750	944
945	13000600	4697750	945
946	13000600	4702750	946
947	13000600	4707750	947
948	13000600	4712750	948
949	13000600	4717750	949
950	13000600	4722750	950
951	13000600	4727750	951
952	13000600	4732750	952
953	13000600	4737750	953
954	13000600	4742750	954
955	13000600	4747750	955
956	13000600	4752750	956
957	13000600	4757750	957
958	13000600	4762750	958
959	13000600	4767750	959
960	13000600	4772750	960
961	13000600	4777750	961
962	13000600	4782750	962
963	13000600	4787750	963
964	13000600	4792750	964
965	13000600	4797750	965
966	13000600	4802750	966
967	13000600	4807750	967
968	13000600	4812750	968
969	13000600	4817750	969
970	13000600	4822750	970
971	13000600	4827750	971
972	13000600	4832750	972
973	13000600	4837750	973
974	13000600	4842750	974
975	13000600	4847750	975
976	13000600	4852750	976
977	13000600	4857750	977
978	13000600	4862750	978
979	13000600	4867750	979
980	13000600	4872750	980
981	13000600	4877750	981
982	13000600	4882750	982
983	13000600	4887750	983
984	13000600	4892750	984
985	13000600	4897750	985
986	13000600	4902750	986
987	13000600	4907750	987
988	13000600	4912750	988
989	13000600	4917750	989
990	13000600	4922750	990
991	13000600	4927750	991
992	13000600	4932750	992
993	13000600	4937750	993
994	13000600	4942750	994
995	13000600	4947750	995
996	13000600	4952750	996
997	13000600	4957750	997
998	13000600	4962750	998
999	13000600	4967750	999
