Id	Name	Desc	Delay	Duration	EffectType	AffixId	Limit	Cd	Kind	Cover	Mutex	Magic	Effect	EffectJoint	TriggerMagic	TriggerInterval	TriggerOnAdd
773307			0	-1			1	0	7733070|101|100|6			773307000					
773308			0	-1			1	0	7733080|101|100|6			773308000					
773309			0	-1			1	0	7733090|101|100|6			773309000					
773310			0	-1			1	0	7733100|101|100|6			773310000					
773311			0	-1			1	0	7733110|101|100|6			773311000					
773312			0	-1			1	0	7733120			773312000					
773313			0	-1			1	0	7733130			773313000					
773314			0	-1			1	0	7733140			773314000					
773315			0	-1	111		1	0	7733150|111|110|100|6			773315000	FxEquipHudun	HitCase			
773316			0	-1			1	0	7733160			773316000					
773317			0	0.2			1	0	7733170	7733170		773317000					
773318			0	-1			1	0	7733180			773318000					
773319			0	-1			1	0	7733190			773319000					
773320			0	-1			1	0	7733200			773320000					
773321			0	3			1	0	7733210			773321000					
773322			0	-1			1	0	7733220			773322000					
773323			0	-1			1	0	7733230			773323000					
773324			0	-1			1	0	7733240			773324000					
773334			0	3			1	0	7733340				FxCizhuiBingdong	Root			
