Id	Behavior	Name	Environment	TerrainRoot	CloseLoadingDelay	IsAsyncLoadNpc	SwitchNpcCd	SceneCamera	CameraId	Terrains[1]	Terrains[2]	Terrains[3]	Position[1]	Position[2]	Position[3]	Rotation[1]	Rotation[2]	Rotation[3]
30000915	30000915	[单挑boss-大电球]高级5			0.15		15	25	10	300009150			0|0|0			0|0|0		
30001001	30001001	【单挑boss-罗塞塔（人形）】1			0.15		15	41	10	300010010			0|0|0			0|0|0		
30001002	30001002	【单挑boss-罗塞塔（人形）】2			0.15		15	41	10	300010020			0|0|0			0|0|0		
30001003	30001003	【单挑boss-罗塞塔（人形）】3			0.15		15	41	10	300010030			0|0|0			0|0|0		
30001004	30001004	【单挑boss-罗塞塔（人形）】4			0.15		15	41	10	300010040			0|0|0			0|0|0		
30001005	30001005	【单挑boss-罗塞塔（人形）】5			0.15		15	41	10	300010050			0|0|0			0|0|0		
30001006	30001006	【单挑boss-罗塞塔（人形）】-隐藏			0.15		15	41	10	300010060			0|0|0			0|0|0		
30001101	30001101	【单挑boss-轨道异形者】1			0.15		15	11	13	300011010			0|0|0			0|0|0		
30001102	30001102	【单挑boss-轨道异形者】2			0.15		15	11	13	300011020			0|0|0			0|0|0		
30001103	30001103	【单挑boss-轨道异形者】3			0.15		15	11	13	300011030			0|0|0			0|0|0		
30001104	30001104	【单挑boss-轨道异形者】4			0.15		15	11	13	300011040			0|0|0			0|0|0		
30001105	30001105	【单挑boss-轨道异形者】5			0.15		15	11	13	300011050			0|0|0			0|0|0		
30001106	30001106	【单挑boss-轨道异形者】-隐藏			0.15		15	11	13	300011060			0|0|0			0|0|0		
30001201	30001201	【单挑boss-华胥】1			0.15		15	11	10	300012010			0|0|0			0|0|0		
30001202	30001202	【单挑boss-华胥】2			0.15		15	11	10	300012020			0|0|0			0|0|0		
30001203	30001203	【单挑boss-华胥】3			0.15		15	11	10	300012030			0|0|0			0|0|0		
30001204	30001204	【单挑boss-华胥】4			0.15		15	11	10	300012040			0|0|0			0|0|0		
30001205	30001205	【单挑boss-华胥】5			0.15		15	11	10	300012050			0|0|0			0|0|0		
30001206	30001206	【单挑boss-华胥】6			0.15		15	11	10	300012060			0|0|0			0|0|0		
30001301	30001301	【单挑boss-加百列】1			0.15		15	11	10	300013010			0|0|0			0|0|0		
30001302	30001302	【单挑boss-加百列】2			0.15		15	11	10	300013020			0|0|0			0|0|0		
30001303	30001303	【单挑boss-加百列】3			0.15		15	11	10	300013030			0|0|0			0|0|0		
30001304	30001304	【单挑boss-加百列】4			0.15		15	11	10	300013040			0|0|0			0|0|0		
30001305	30001305	【单挑boss-加百列】5			0.15		15	11	10	300013050			0|0|0			0|0|0		
30001306	30001306	【单挑boss-加百列】6			0.15		15	11	10	300013060			0|0|0			0|0|0		
