Id	Name	SkillType	CastTime	AfterTime	Animation	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
834032	左边挡板死亡		3	0	Attack21				10	2		2			
834033	右边挡板死亡		3	0	Attack22				10	2		2			
834101	轨道异形者（身体）的技能1		2.65	0	Attack01			2	10	2		2			
834102	轨道异形者（身体）的技能2		999	0	Attack02			2	10	2		2			
834103	轨道异形者（身体）的技能3		2.65	0	Attack03			2	10	2		2			
834104	轨道异形者（身体）的技能4		2.65	0	Attack01			2	10	2		2			
834105	轨道异形者（身体）的技能5		2.65	0	Attack02			2	10	2		2			
834201	轨道异形者（左肢体）的技能1		3.65	0	Attack01			2	10	2		2			
834202	轨道异形者（左肢体）的技能2		2.65	0	Attack02			2	10	2		2			
834203	轨道异形者（左肢体）的技能3		999	0	Attack03			2	10	2		2			
834204	轨道异形者（左肢体）的技能4		3.65	0	Attack01			2	10	2		2			
834205	轨道异形者（左肢体）的技能5		2.65	0	Attack02			2	10	2		2			
834301	轨道异形者（中肢体）的技能1		3.65	0	Attack01			2	10	2		2			
834302	轨道异形者（中肢体）的技能2		2.65	0	Attack02			2	10	2		2			
834303	轨道异形者（中肢体）的技能3		999	0	Attack03			2	10	2		2			
834304	轨道异形者（中肢体）的技能4		3.65	0	Attack01			2	10	2		2			
834305	轨道异形者（中肢体）的技能5		2.65	0	Attack02			2	10	2		2			
834401	轨道异合体（右肢体）的技能1		3.65	0	Attack01				10	2		2			
834402	轨道异合体（右肢体）的技能2		2.65	0	Attack02				10	2		2			
834403	轨道异合体（右肢体）的技能3		999	0	Attack03				10	2		2			
834404	轨道异合体（右肢体）的技能4		3.65	0	Attack01				10	2		2			
834405	轨道异合体（右肢体）的技能5		2.65	0	Attack02				10	2		2			
906601	回避投刃（回避に遠距離投刃追加ダメージ）		3	0	Attack01				10	2		2		2	
906602	三連撃後の回避攻撃（回避に通常攻撃追加）		1.2	2.1	Attack02				10	2		2		2	
906603	飛雷神（遠距離突進＋遠距離追撃）		3.07	1.28	Attack03				10	2		-8		4	
906604	匍匐突進in（隠密突撃）		0.667	0	Attack04				10	2		2		2	
906605	新版被刺杀死亡	49	3.8	0	Attack21				10	2		2			
906606	匍匐突進out敵に命中（隠密突撃）		4.133	0	Attack06				10	2		2		4	
906607	突進三連撃（Attack2遠距離突進復刻）		1.48	1.82	Attack07				10	2		2		4	
906608	飛雷神リレーバージョン		3.4	0	Attack08				10	2		-8		4	
906609	匍匐突進からの側面回避（ATK06が外れると、このスキルに繋がる）		2.633	0	Attack09				10	2		2		2	
906610	三連撃からの飛雷神（ATK2とATK7が外れると、このスキルを発動）		0.9	0.067	Attack10				10	3		2		4	
906611	突進通常攻撃（通常突進撃）		3.467	0	Attack11				10	2		2		2	
906612	ATK12突進通常攻撃からの飛雷神		1.233	0	Attack12				10	2		2		2	
906613	石像になる		1.75	0	Attack13				10	2		2			
906614	石像になるLoop		0.65	0	Attack14				10	2		2			
906615	移行スキルを保留		1.75	0	Attack15				10	2		2			
906616	眺望1；持続時間は3秒間。遠くを見上げ、動作が終わるとWalkまたはStand02に戻る		5.55	0	Attack01				10	2		2			
906617	眺望2；持続時間は5秒間。遠くを見上げ、動作が終わるとWalkまたはStand02に戻る		5.55	0	Attack01				10	2		2			
906618	眺望3；持続時間は10秒間。遠くを見上げ、動作が終わるとWalkまたはStand02に戻る		5.55	0	Attack01				10	2		2			
906619	驚愕；驚愕すると1秒間警戒。また1秒間、体が激しく緊張する		3.5	0	Attack04				10	2		2			
906620	会話；4秒間、両手でトランプをひろげて、お喋りをする様子		6	0	Attack05				10	2		2			
906621	被暗殺；主人公の暗殺に合わせて行う動作		4.35	0	Attack08				10	2		2			
906622	警戒状態から非警戒状態への移行動作		4.35	0	Attack06				10	2		2			
906623	驚愕；驚愕すると1秒間警戒。また1秒間、体が激しく緊張する		2.35	0	Attack01				10	2		2			
906624	確認；警戒地点に到着したら確認；10秒		3.95	0	Attack02				10	2		2			
906625	呼出；2秒間、周囲の仲間を呼ぶ		2.8	0	Attack02				10	2		2			
906626	被暗殺；主人公の暗殺に合わせて行う動作		2.8	0	Attack03				10	2		2			
906627	警戒状態から非警戒巡回状態への移行動作		2.15	0	Attack05				10	2		2			
906628	警戒状態から戦闘への移行動作		2.15	0	Attack06				10	2		2			
906629	戦闘から警戒状態への移行動作		2.35	0	Attack20				10	2		2			
906630	煙幕弾		2.04	0	Attack15				10	2		2			
906631	状態切替（巡回）：警戒から巡回へ		2.04	0	Attack07				10	2		2		1	
906632	状態切替（警戒）：巡回から警戒へ		3.08	0.02	Attack08				10	2		2			
906633	状態切替（戦闘）：警戒から戦闘へ		2.1	0	Attack16				10	2		2			
906634	友軍に呼出（笛を吹く）		2.18	0.2	Attack17				10	2		2			
906635	ステージ保留後方ジャンプ		999	1	Attack10				10	2		2			
906636	吊人1号ステートマシン死亡スキル	49	1.5	1	Attack20				10	2		2			
906637	吊人2号ステートマシン死亡スキル	49	1.75	1	Attack21				10	2		2			
906638	吊人3号ステートマシン死亡スキル	49	1.25	1	Attack20				10	2		2			
906901	七相拳		4.85	1	Attack01				10	2		2		4	
906902	如果Attack01普攻没有达到接续追人砸地		2.1	0	Attack02				10	2		0.5		4	
906903	蓄力准备冲锋		1	0	Attack03				10	6		2		4	
906904	冲锋过程loop		2	0	Attack04				10	6		0		4	
906905	抓人没抓到		2.8	0	Attack05				10	2		2			
906906	抓人砸地		2.95	0	Attack06				10	2		2			
906907	闪避追击		4.7	0	Attack23				10	6		2		4	
906908	远程-蓄力冲击波		3.02	0	Attack08				10	6		2		4	
906909	冲击波命中敌人突进击飞		2	0	Attack09				10	6		1		4	
906910	变成石像		2.5	0	Attack10				10	2		2			
906911	Stand2变成石像		2.5	0	Attack11				10	2		2			
906912	石像Loop		9999	0	Attack12				10	2		2			
906913	石像变成Stand2		4	0	Attack13				10	2		2			
906914	交互		4.5	0	Attack21				10	2		2			
906915	加血		4.6	0	Attack15				10	2		2			
906916	恢复状态，原地摆一个POSE然后给自己增加霸体值，参考只狼吃糖		4.6	0	Attack16				10	2		2			
906917	上挑飞接续火球		1	1.5	Attack17				10	2		2		4	
906918	火球下砸		1.8	0	Attack18				10	2		2		4	
906919	脚踩喷火		3.6	0	Attack19				10	2		2		4	
906920	脚踩接续下砸火球		3.8	0	Attack20				10	2		2			
906921	闪避连招		4.35	0	Attack23				10	6		2		4	
906922	出场动作		4	0	Attack24				10	2		2		4	
907401	原地喷射西瓜汁		1.9	0	Attack01				10	2		2		4	
907402	发射汽水易拉罐		2.2	0	Attack02				10	2		2		4	
907403	后跳闪避		0.7	0	Attack03				10	2		2		4	
907404	左跳闪避		0.7	0	Attack04				10	2		2		4	
907405	右跳闪避		0.7	0	Attack05				10	2		2		4	
907406	Run-突进变球下砸		1.04	0	Attack06				10	2		1		4	
907407	向后翻滚与玩家拉开距离		1.4	0.2	Attack07				10	6		1		4	
907408	球撞玩家-loop		3	0	Attack08				10	6		1		4	
907409	撞到人/撞到墙		1.3	0	Attack09				10	2		2			
907410	兔子跳预备		0.8	0.5	Attack10				10	2		1		4	
907411	兔子跳开始		0.8	0	Attack11				10	2		1		4	
907412	兔子跳结束接连招1		1.8	0	Attack12				10	2		2		4	
907413	兔子跳结束接连招2		1.66	0	Attack13				10	2		2		4	
907414	朝正面向玩家移动喷水-LOOP		3	0	Attack14				10	6		2		4	
907415	朝后面向玩家移动喷水-LOOP		3	0	Attack15				10	6		2		4	
907416	朝左面向玩家移动喷水-LOOP		3	0	Attack16				10	6		2		4	
907417	朝右面向玩家移动喷施-LOOP		3	0	Attack17				10	6		2		4	
907418	移动喷水的收招		1.16	0	Attack18				10	2		2		4	
907419	闪避连招		0.9	0	Attack19				10	2		0.5		4	
907420	西瓜皮+嘲讽		3	0	Attack20				10	2		2		4	
907421	左边跳闪避反击连招		0.7	0	Attack04				10	2		2		4	
907422	右边跳闪避反击连招		0.7	0	Attack05				10	2		2		4	
907423	后跳闪避+突进变球下砸		0.7	0	Attack03				10	2		2		4	
907424	转向跳		1	0	Attack21				10	2		2		4	
907425	阿茂的技能25-预留		3	0	Attack25				10	2		2		4	
907426	阿茂的技能26-预留		3	0	Attack26				10	2		2		4	
907427	阿茂的技能27-预留		3	0	Attack27				10	2		2		4	
907428	阿茂的技能28-预留		3	0	Attack28				10	2		2		4	
907429	阿茂的技能29-预留		3	0	Attack29				10	2		2		4	
907430	阿茂的技能30-预留		3	0	Attack30				10	2		2		4	
