Id	Name	SkillType	CastTime	AfterTime	Animation	CastMagicIds	FinalMagicIds	Cd	DistNoTarget	SkillMoveType	DistAbort	SkillMoveTrackDistance	MissileLockTarget	SkillFaceType	DodgeLimitTime
906808	傘投げ		2.9	1.3	Attack08		800171		10	2		2		4	
906810	遠距離追撃四連撃		2.95	2.483	Attack10				10	2		2		4	
906814	相傘ブロック		0.7	1.4	Attack14		800171		10	2		2		4	
906815	傘を開いてブロック		0.7	1.4	Attack15		800171		10	2		2		4	
906816	シールド突き		0.8	2.1	Attack16		800171		10	2		2		4	
906818	傘を開いて挑発in		1.1	0	Attack18				10	2		2		0	
906819	傘を開いて挑発loop		999	0	Attack19				10	2		2		0	
906820	傘を開いて挑発out		0.6	1.067	Attack20				10	2		2		4	
906821	踏み込み		0.333333333	2.199666667	Attack21		800171		10	2		2		4	
906822	遠距離追撃四連撃で虚弱を触発in		1.6	0	Attack22				10	2		2		0	
906823	遠距離追撃四連撃で虚弱を触発loop		999	0	Attack23				10	2		2		0	
906824	遠距離追撃四連撃で虚弱を触発in		1.833	0	Attack24				10	2		2		4	
906825	側面回避		1.5	0.233	Attack25		800171		10	2		2		4	
906826	出撃カメラ		4.2	0	Attack26		800171		10	6		2		4	
906827	弹琴说爱		9999	0	Attack27				10	6		2		4	
836001	超远突进		2.9	0.967	Attack01				10	6		0		4	
836002	蓄力步伐二连击		3.333333333	1.399666667	Attack02				10	6		0		4	
836003	挥打		1.066666667	2.300333333	Attack03				10	6		0		4	
836004	二连击		3.633333333	0.2	Attack04				10	6		0		4	
836005	跳跃火焰拳		3.333333333	0.366666667	Attack05				10	6		0		4	
836006	后撤跳		1.2	2.733	Attack06				10	6		0		4	
836009	抓技三连		6.867	0	Attack09				10	6		0		4	
836010	极限空间跳砸		4.2	0.4	Attack10				10	6		0		4	
836012	前走开炮-in		1.567	0	Attack12				10	6		0	1	4	
836013	前走开炮-loop		1.667	0	Attack13				10	6		0	1	4	
836014	前走开炮-out		4.133333	0.966666667	Attack14				10	6		0	1	4	
836015	at1-提着武器奔跑		0.933	0	Attack32				10	6		0		4	
836016	at2-拿着武器斜着走		1.667	0	Attack33				10	6		0		4	
836017	瘫痪in		1.167	0	Attack21				10	6		0		1	
836018	瘫痪loop		999	0	Attack22				10	2		0		4	
836019	瘫痪out-变身二阶段		5	0	Attack23		836052		10	2		0		4	
836020	三连闪		7.633	0	Attack24				10	6		0		4	
836021	蓄力步伐二连击无前摇		2.1	2.4	Attack42				10	2		0		2	
836022	挥打无前摇		0.866666667	2.266333333	Attack43				10	2		0		2	
836023	二连击无前摇		1.8	1.9	Attack44				10	2		0		2	
836053	飞天开炮落地横扫-没了		5.167	0	Attack03				10	6		0	1	4	
836055	飞天扫地		4.4	0.133	Attack05				10	6		0		4	
836057	冲过去放影子		3.033	0	Attack16				10	2		0		4	
836058	扔枪蹬墙术		6.833	0	Attack08				10	2		0		4	
836060	前走肩膀开炮-没了		1.667	0	Attack10				10	6		0		4	
836062	普攻		2.866666667	0.300333333	Attack12				10	2		0		4	
836063	起跳扔枪		5.567	0	Attack13				10	2		0		4	
836064	前冲上挑		2.466666667	1.066333333	Attack14				10	6		0		4	
836065	三连击		7.167	0	Attack15				10	6		0		4	
836067	地爆天星		4.833	0	Attack17				10	6		0		2	
836068	四连拳法		4.8	0	Attack31				10	2		0		2	
836069	四连拳法-前二		1.8	1.333	Attack34				10	2		0		2	
836070	四连拳法-后二		3.267	0	Attack35				10	2		0		2	
836071	爆气		4.5	0	Attack21				10	6		0		0	
836072	瘫痪-in		1.667	0	Attack22				10	2		0		1	
836073	瘫痪-loop		999	0	Attack23				10	2		0		0	
836074	瘫痪-out		2.333	0	Attack24				10	2		0		0	
836078	后跳		0.7	0.3	Attack28				10	6		0		4	
836079	左跳		0.5	0.5	Attack29				10	2		0		2	
836080	右跳		0.5	0.5	Attack30				10	2		0		2	
836081	变大		1	0	Attack60				10	6		0		4	
836082	z型闪现左		0.5	0.5	Attack29				10	6		0		4	
836083	z型闪现右		0.5	0.5	Attack30				10	6		0		4	
836099	死亡		999	0	Death				10	2		0		1	
907101	声波攻击		2.367	0	Attack01				10	6		0		4	
907102	麦克喊话爆炸声浪		3.433	0	Attack02				10	6		0		4	
907103	头槌		2.933	0	Attack03				10	6		0		4	
907104	加血技能		2.667	0	Attack04				10	6		0		4	
907105	位移技能		1.9	0	Attack05				10	6		0		4	
907201	选择技能		1.667	0	Attack01				10	6		0		4	
907202	接01出拳		2.8	0	Attack02		907202		10	6		0		4	
907203	接01砸地		2	0	Attack03		907202		10	6		0		4	
907204	接01喷水		2.8	0	Attack04		907202		10	6		0		4	
907205	扔冰块		2.333	0	Attack05				10	6		0	1	4	
907206	头槌		2.133	0	Attack06				10	6		0		4	
907301	跑步摔倒		2.167	0	Attack01				10	6		0		4	
907303	花哨爬起来		2.3	0	Attack03				10	6		0		4	
907304	正常爬起来		1.067	0	Attack04				10	6		0		4	
907305	起飞-in		1.1	0	Attack05				10	6		0		4	
907306	贴地飞-loop		999	0	Attack06				10	6		0		4	
907307	起立-out		2.167	0	Attack07				10	6		0		4	
907308	劈砍		2.167	0	Attack08				10	6		0		4	
907309	顶肺		2.167	0	Attack09				10	6		0		4	
