Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed
906803031	1	0.3	0				1	0		1.5	-2	3	0
906803041	4	1	0	2			1	3					
906805031	5	0.8	0		20	0.2	1		-80	1.5	-2	3	0
906806021	5	0.7	0				1			1.5	-2	3	0
906808041	1	0.5	0				1	0		1.5	-2	3	0
906808051	2	0.5	0				1	0		1.5	-2	3	0
906808061	3	1	0				1	1		0	0	6	0
906808071	3	1	0				1	1		0	0	6	0
906810031	5	0.5	0				1			1.5	-2	3	0
906810041	5	0.7	0				1			1.5	-2	3	0
906810051	3	0.9	0				1	1		4	-2	7	0
906810211	3	0.5	0				1	1		20	-30	5	0
906816021	6	0.8	0				1			1.5	-2	3	0
836001011	3	0.8	0				1	1		20	-30	5	0
836002011	6	0.8	0				1			1.5	-2	3	0
836002021	5	0.8	0				1			1.5	-2	3	0
836003011	5	0.8	0				1			1.5	-2	3	0
836004011	5	0.8	0				1			1.5	-2	3	0
836004021	3	0.8	0				1	1		2	-2.7	5	2
836005011	5	0.8	0				1			1.5	-2	3	0
836005021	3	0.8	0				1	1		20	-30	5	0
836009041	3	0.8	0		20		1	1		0	0	2.449489743	0
836010011	3	0.8	0				1	1		0	0	5	0
836010081	3	0.8	0				1	1		30	-40	5	0
836013041	6	0.8	0				1			1.5	-2	3	0
836014031	3	0.8	0				1	1		20	-30	5	0
836019121	3	0.8	0				1	1		40	-30	5	0
836020271	3	0.6	0				1	1		20	-30	5	0
836020291	6	0.8	0				1			1.5	-2	3	0
836020311	3	0.6	0				1	1		30	-40	5	0
836053031	1	0.5	0				1	0		1.5	-2	3	0
836053051	1	0.5	0				1	0		1.5	-2	3	0
836053061	3	0.8	0				1	1		40	-30	5	0
836055071	3	0.6	0				1	1		40	-30	5	0
836057061	6	0.8	0				1			1.5	-2	3	0
836058051	5	0.8	0				1			1.5	-2	3	0
836058061	5	0.8	0				1			1.5	-2	3	0
836058071	6	0.8	0				1			1.5	-2	3	0
836058091	3	0.8	0				1	1		20	-30	5	0
836060041	1	0.5	0				1	0		1.5	-2	3	0
836060051	1	0.5	0				1	0		1.5	-2	3	0
836060061	1	0.5	0				1	0		1.5	-2	3	0
836060071	1	0.5	0				1	0		1.5	-2	3	0
836062011	3	0.8	0				1	1		20	-30	5	0
836063021	4	0.8	0	2			1	3					
836063041	3	0.6	0.3				1	1		40	-50	5	0
836063211	6	0.8	0				1			1.5	-2	3	0
836064051	3	0	0				1	1		20	-23	7	0
836065091	6	0.8	0				1			1.5	-2	3	0
836065111	5	0.8	0				1			1.5	-2	3	0
836065121	3	0.6	0				1	1		40	-50	5	0
836067011	3	0.6	0				1	1		40	-50	5	0
836069021	6	0.8	0				1			1.5	-2	3	0
836069031	3	0	0				1	1		20	-30	5	0
836070021	6	0.8	0				1			1.5	-2	3	0
836070031	3	0	0				1	1		20	-23	7	0
836071041	3	0	0				1	1		40	-50	5	0
836074021	3	0.8	0				1	1		20	-30	5	0
836099101	3	0.8	0				1	1		40	-60	5	0
907101031	6	0.8	0				1			1.5	-2	3	0
907102031	6	0.8	0				1			1.5	-2	3	0
907102041	6	0.8	0				1			1.5	-2	3	0
907102051	6	0.8	0				1			1.5	-2	3	0
907103031	6	0.8	0				1			1.5	-2	3	0
907202031	5	0.8	0				1			1.5	-2	3	0
907203031	7	0.8	0				1						
907204031	6	0.8	0		5	0.5	1		-10	1.5	-2	3	0
907205111	3	0.4	0				1	1		20	-30	5	0
907206021	3	0	0				1	1		20	-25	5	0
907301031	7	0.8	0				1						
907306021	3	0.8	0				1	1		0	0	7	2
907308021	6	0.8	0				1			1.5	-2	3	0
907309021	3	0.8	0				1	1		10	-15	5	0
