Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
110109081	2	1	0.3									0	0	
110109091	1	1	0.3									0	0	
110109101	2	1	0.3									0	0	
110109111	1	1	0.3									0	0	
110109121	2	1	0.3									0	0	
110109131	1	1	0.3									0	0	
110109141	2	1	0.3									0	0	
110109151	1	1	0.3									0	0	
110109161	2	1	0.3									0	0	
110109171	1	1	0.3									0	0	
110109181	2	1	0.3									0	0	
110109191	1	1	0.3									0	0	
110109201	2	1	0.3									0	0	
110110011	5	1	0.3		15	0.1						0		-50
110111011	5	1	0.3		15	0.1						0		-50
110112011	5	1	0.3		15	0.1						0		-50
110113011	5	1	0.3									1		
110113021	5	1	0.3									1		
110113031	5	1	0.3									1		
110113041	5	1	0.3									1		
110113051	5	1	0.3									1		
110114011	5	1	0.3									1		
110114021	5	1	0.3									1		
110114031	5	1	0.3									1		
110114041	5	1	0.3									1		
110114051	5	1	0.3									1		
110115011	5	1	0.3									1		
110115021	5	1	0.3									1		
110115031	5	1	0.3									1		
110115041	5	1	0.3									1		
110115051	5	1	0.3									1		
110116011	1	1	0.3									1	0	
110116021	1	1	0.3									1	0	
110116041	1	1	0.3									1	0	
110116061	6	1	0.3									1		
110120011	5	1	0.3									1		
110123061	2	1	0.3									0	0	
110123071	2	1	0.3									0	0	
110123081	2	1	0.3									0	0	
110123091	2	1	0.3									0	0	
101701011	2	1	0.3		5	0.05						1	0	
101702011	1	1	0.3		5	0.05						1	0	
101703011	1	1	0.3		5	0.05						1	0	
101703021	1	1	0.3									1	0	
101703031	5	1	0.3									1		
101704011	2	1	0.3									1	0	
101704021	2	1	0.3									1	0	
101704031	2	1	0.3									1	0	
101704041	2	1	0.3									1	0	
101704051	6	1	0.3		12	0.15						1		-40
101705011	2	1	0.3		2	0.1						1	0	
101705021	4	1	0.3	2	3	0.1						1	3	
101706011	2	1	0.3		2	0.1						1	0	
101706021	4	1	0.3	2	3	0.1						1	3	
101707011	2	1	0.3		2	0.1						1	0	
101707021	4	1	0.3	2	3	0.1						1	3	
101708071	1	1	0.3									1	0	
101708081	2	1	0.3									1	0	
101708091	1	1	0.3									1	0	
101708101	2	1	0.3									1	0	
101708111	1	1	0.3									1	0	
101708121	2	1	0.3									1	0	
101709061	1	1	0.3									1	0	
101709071	2	1	0.3									1	0	
101709081	1	1	0.3									1	0	
101709091	2	1	0.3									1	0	
101709101	1	1	0.3									1	0	
101709111	2	1	0.3									1	0	
101710061	1	1	0.3									1	0	
101710071	2	1	0.3									1	0	
101710081	1	1	0.3									1	0	
101710091	2	1	0.3									1	0	
101710101	1	1	0.3									1	0	
101710111	2	1	0.3									1	0	
101711011	6	1	0.3									1		
101711021	3	0.6	0.3				1	0.1	0.1	0.3	0.2	1	3	
101711031	1	1	0.3									1	0	
101711041	1	1	0.3									1	0	
101711051	1	1	0.3									1	0	
101711061	1	1	0.3									1	0	
101712011	6	1	0.3									1		
101712021	3	0.6	0.3				1	0.1	0.1	0.3	0.2	1	3	
101712031	1	1	0.3									1	0	
101712041	1	1	0.3									1	0	
101712051	1	1	0.3									1	0	
101712061	1	1	0.3									1	0	
101713011	6	1	0.3									1		
101713021	3	0.6	0.3				1.2	0.1	0.1	0.3	0.2	1	3	
101713031	1	1	0.3									1	0	
101713041	1	1	0.3									1	0	
101713051	1	1	0.3									1	0	
101713061	1	1	0.3									1	0	
101715011	2	1	0.3		2	0.1						1	0	
101715021	4	1	0.3	2	3	0.1						1	3	
101716011	1	1	0.3									1	0	
101719091	1	1	0.3									1	0	
101723011	2	1	0.3		2	0.1						1	0	
101724011	1	1	0.3		2	0.1						1	0	
101725011	1	1	0.3		3	0.1						1	0	
101725021	1	1	0.3									1	0	
101725031	5	1	0.3									1		
101726011	2	1	0.3									1	0	
101726021	2	1	0.3									1	0	
101726031	2	1	0.3									1	0	
101726041	2	1	0.3									1	0	
101726051	6	1	0.3		12	0.15						1		-40
101727011	2	1	0.3		2	0.1						1	0	
101727021	4	1	0.3	2	3	0.1						1	3	
101728011	2	1	0.3		2	0.1						1	0	
101728021	4	1	0.3	2	3	0.1						1	3	
101729011	2	1	0.3		2	0.1						1	0	
101729021	4	1	0.3	2	3	0.1						1	3	
101730011	6	1	0.3									1		
101730021	3	0.6	0.3				1	0.1	0.1	0.3	0.2	1	3	
101730031	1	1	0.3									1	0	
101730041	1	1	0.3									1	0	
101730051	1	1	0.3									1	0	
101730061	1	1	0.3									1	0	
101731011	6	1	0.3									1		
101731021	3	0.6	0.3				1	0.1	0.1	0.3	0.2	1	3	
101731031	1	1	0.3									1	0	
101731041	1	1	0.3									1	0	
101731051	1	1	0.3									1	0	
101731061	1	1	0.3									1	0	
101732011	6	1	0.3									1		
101732021	3	0.6	0.3				1.2	0.1	0.1	0.3	0.2	1	3	
101732031	1	1	0.3									1	0	
101732041	1	1	0.3									1	0	
101732051	1	1	0.3									1	0	
101732061	1	1	0.3									1	0	
101733011	2	1	0.3		5	0.1						1	0	
101734011	2	1	0.3		5	0.1						1	0	
111701011	1	1	0.3									0	0	
111702011	1	1	0.3									0	0	
111703011	1	1	0.3									0	0	
111704021	1	1	0.3									0	0	
111705021	1	1	0.3									0	0	
111706021	1	1	0.3									0	0	
111709011	1	1	0.3									0	0	
111710011	1	1	0.3									0	0	
111711011	1	1	0.3									0	0	
111712021	1	1	0.3									0	0	
111713021	1	1	0.3									0	0	
111714021	1	1	0.3									0	0	
