Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	HitFlyHeight1	HitFlyHeight2	HitFlyTime1	HitFlyTime2	HitFlyTime3	OriginType	ImmuneHitValue	Acceleration
100412061	1	1	0.3									1	0	
100412071	1	1	0.3									1	0	
100412081	1	1	0.3									1	0	
100413041	1	1	0.3									1	0	
100413051	1	1	0.3									1	0	
100413061	1	1	0.3									1	0	
100413071	1	1	0.3									1	0	
100413081	1	1	0.3									1	0	
100413091	1	1	0.3									1	0	
100413101	1	1	0.3									1	0	
100417031	1	1	0.3									1	0	
100417041	2	1	0.3									1	0	
100417051	1	1	0.3									1	0	
100417061	2	1	0.3									1	0	
100417071	1	1	0.3									1	0	
100420071	1	1	0.3									1	0	
100420081	2	1	0.3									1	0	
100420091	2	1	0.3									1	0	
100420101	1	1	0.3									1	0	
100420111	1	1	0.3									1	0	
100420121	2	1	0.3									1	0	
100420131	2	1	0.3									1	0	
100420141	1	1	0.3									1	0	
100420151	1	1	0.3									1	0	
100420161	2	1	0.3									1	0	
100420171	2	1	0.3									1	0	
100420181	1	1	0.3									1	0	
100420191	1	1	0.3									1	0	
100420201	2	1	0.3									1	0	
100420211	2	1	0.3									1	0	
100420221	1	1	0.3									1	0	
100420231	1	1	0.3									1	0	
100420241	2	1	0.3									1	0	
100420251	2	1	0.3									1	0	
100420261	1	1	0.3									1	0	
100420271	1	1	0.3									1	0	
100420281	2	1	0.3									1	0	
100420291	2	1	0.3									1	0	
100420301	1	1	0.3									1	0	
100420311	1	1	0.3									1	0	
100420321	2	1	0.3									1	0	
100420331	2	1	0.3									1	0	
100420341	1	1	0.3									1	0	
100420351	1	1	0.3									1	0	
100420361	2	1	0.3									1	0	
100420371	2	1	0.3									1	0	
100420381	1	1	0.3									1	0	
100421011	1	1	0.3									1	0	
100421021	2	1	0.3									1	0	
100421031	1	1	0.3									1	0	
100422011	1	1	0.3									1	0	
100422021	2	1	0.3									1	0	
100422031	1	1	0.3									1	0	
100422041	1	1	0.3									1	0	
100422051	2	1	0.3									1	0	
100422061	2	1	0.3									1	0	
100422071	1	1	0.3									1	0	
100422081	1	1	0.3									1	0	
100422091	1	1	0.3									1	0	
100422101	2	1	0.3									1	0	
100422111	2	1	0.3									1	0	
100422121	2	1	0.3									1	0	
101601021	5	1	0.3									0		
101602021	6	1	0.3									0		
101603021	5	1	0.3									0		
101603031	5	1	0.3									0		
101604031	6	1	0.3									0		
101605021	5	1	0.3									0		
101606011	1	1	0.3		5	0.2						1	0	
101606021	2	1	0.3		5	0.2						1	0	
101606051	1	1	0.3		5	0.2						1	0	
101606061	1	1	0.3		5	0.2						1	0	
101606091	6	1	0.3		5	0.2						1		
101606101	6	1	0.3		5	0.2						1		
101607021	1	1	0.3		5	0.2						1	0	
101607031	2	1	0.3		5	0.2						1	0	
101607071	6	1	0.3									1		
101608021	1	1	0.3		5	0.2						1	0	
101608031	2	1	0.3		5	0.2						1	0	
101608071	6	1	0.3									1		
101609021	1	1	0.3		5	0.2						1	0	
101609031	2	1	0.3		5	0.2						1	0	
101609061	1	1	0.3		5	0.2						1	0	
101609071	1	1	0.3		5	0.2						1	0	
101609101	6	1	0.3		5	0.2						1		
101609111	6	1	0.3		5	0.2						1		
101610021	2	1	0.3									1	0	
101610031	3	1	0.3		3	0.8	1	0.25	0.2	0.6	0.2	1	3	-3
101611021	2	1	0.3									1	0	
101611031	3	1	0.3		3	0.8	1	0.25	0.2	0.6	0.2	1	3	-3
101612021	2	1	0.3									1	0	
101612031	3	1	0.3		3	0.8	1	0.25	0.2	0.6	0.2	1	3	-3
101613011	5	1	0.3									1		
101613021	2	1	0.3									1	0	
101614011	5	1	0.3									1		
101614021	2	1	0.3									1	0	
101615011	5	1	0.3									1		
101615021	2	1	0.3									1	0	
101616041	1	1	0.3		5	0.2						1	0	
101616051	3	1	0.3		10	0.1	1.2	0.25	0.2	0.6	0.2	1	3	
101616061	1	1	0.3		10	0.1						1	0	
101616071	2	1	0.3		10	0.1						1	0	
101616081	1	1	0.3		10	0.1						1	0	
101616091	2	1	0.3		10	0.1						1	0	
101616101	1	1	0.3		10	0.1						1	0	
101616111	3	1	0.3		10	0.1	1.2	0.25	0.2	0.6	0.2	1	3	
101619061	1	1	0.3		3	0.15						0	0	
101623021	1	1	0.3		5	0.2						0	0	
101624021	1	1	0.3		5	0.2						0	0	
101625021	2	1	0.3		5	0.2						0	0	
101625031	2	1	0.3		5	0.2						0	0	
101625041	1	1	0.3		5	0.2						0	0	
101626021	1	1	0.3		5	0.2						0	0	
101627021	5	1	0.3									0		
101627031	6	1	0.3									0		
101627041	5	1	0.3									0		
101627051	6	1	0.3									0		
101627061	5	1	0.3									0		
101627071	6	1	0.3									0		
101627081	5	1	0.3									0		
101627091	4	1	0.3	2								0	3	
101628011	4	1	0.3	2	2	0.1						1	3	
101628021	4	1	0.3	2	2	0.1						1	3	
101628031	4	1	0.3	2	2	0.1						1	3	
101628041	4	1	0.3	2	2	0.1						1	3	
101629011	4	1	0.3	2	2	0.1						1	3	
101629021	4	1	0.3	2	2	0.1						1	3	
101629031	4	1	0.3	2	2	0.1						1	3	
101629041	4	1	0.3	2	2	0.1						1	3	
101630011	4	1	0.3	2	2	0.1						1	3	
101630021	4	1	0.3	2	2	0.1						1	3	
101630031	4	1	0.3	2	2	0.1						1	3	
101630041	4	1	0.3	2	2	0.1						1	3	
101631011	4	1	0.3	2	3	0.5						1	3	
101631021	3	1	0.3		3	0.5	1.2	0.25	0.2	0.6	0.2	1	3	
101632011	4	1	0.3	2	3	0.5						1	3	
101632021	3	1	0.3		3	0.5	1.2	0.25	0.2	0.6	0.2	1	3	
101633011	4	1	0.3	2	3	0.5						1	3	
101633021	3	1	0.3		3	0.5	1.2	0.25	0.2	0.6	0.2	1	3	
101634011	2	1	0.3		8	0.2						1	0	
101634021	1	1	0.3		8	0.2						1	0	
101634031	2	1	0.3		8	0.2						1	0	
101634041	1	1	0.3		8	0.2						1	0	
101634051	4	1	0.3	2	10	0.2						1	3	
101635011	2	1	0.3		8	0.2						1	0	
101635021	1	1	0.3		8	0.2						1	0	
101635031	2	1	0.3		8	0.2						1	0	
101635041	1	1	0.3		8	0.2						1	0	
101635051	4	1	0.3	2	10	0.2						1	3	
101636011	2	1	0.3		8	0.2						1	0	
101636021	1	1	0.3		8	0.2						1	0	
101636031	2	1	0.3		8	0.2						1	0	
101636041	1	1	0.3		8	0.2						1	0	
101636051	4	1	0.3	2	10	0.2						1	3	
101638011	5	1	0.3									0		
101639021	1	1	0.3		5	0.2						0	0	
102301021	1	1	0.3									0	0	
102302021	2	1	0.3									0	0	
102303021	1	1	0.3									0	0	
102303061	2	1	0.3									0	0	
102304021	1	1	0.3									0	0	
102304041	1	1	0.3									0	0	
102304061	2	1	0.3									0	0	
102304081	6	1	0.3									0		
102306041	7	1	0.3									1		
102307041	7	1	0.3									1		
102308041	7	1	0.3									1		
102309041	1	1	0.3									1	0	
102310041	1	1	0.3									1	0	
102311041	1	1	0.3									1	0	
102312041	2	1	0.3									1	0	
102313041	2	1	0.3									1	0	
102314041	2	1	0.3									1	0	
102315121	1	1	0.3									1	0	
102315141	2	1	0.3									1	0	
102315161	5	1	0.3									1		
102315181	6	1	0.3									1		
102315201	1	1	0.3									1	0	
102317031	7	1	0.3									1		
102323021	1	1	0.3									1	0	
102323041	2	1	0.3									1	0	
102323061	5	1	0.3									1		
102323081	6	1	0.3									1		
102323101	1	1	0.3									1	0	
131701021	2	1	0.3									1	0	
131701031	2	1	0.3									1	0	
131701041	2	1	0.3									1	0	
131701051	5	1	0.3									1		
131702021	2	1	0.3									1	0	
131702031	2	1	0.3									1	0	
131702041	1	1	0.3									1	0	
131702051	1	1	0.3									1	0	
131702061	1	1	0.3									1	0	
131702071	5	1	0.3									1		
131703021	2	1	0.3									1	0	
131704031	6	1	0.3									1		
131705021	2	1	0.3									1	0	
