Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed
837010061	2	0.3	0			0.3	1	0		1.5	-2	3	0
837010071	1	0.3	0			0.3	1	0		1.5	-2	3	0
837011041	1	0.1	0				1	0		1.5	-2	3	0
837011051	1	0.1	0				1	0		1.5	-2	3	0
837011061	1	0.1	0				1	0		1.5	-2	3	0
837011071	1	0.1	0				1	0		1.5	-2	3	0
837011081	1	0.1	0				1	0		1.5	-2	3	0
837011091	1	0.1	0				1	0		1.5	-2	3	0
837011101	1	0.1	0				1	0		1.5	-2	3	0
837011111	1	0.1	0				1	0		1.5	-2	3	0
837011121	3	0.2	0.15		20	0.15	1	1	-20	12	-10	5	10
837012021	3	0.2	0		20	0.3	1	1	-20	12	-10	5	10
837012101	3	0.2	0		20	0.2	1	1	-20	12	-10	5	10
837013021	6	0.8	0		40	0.3	1		-40	1.5	-2	3	0
837018031	3	0.8	0.15			0.15	1	1		12	-10	5	10
837019031	3	0.8	0.12			0.2	1	1		20	-20	4	3
837023031	2	0.4	0		40	0.4	1	0	-40	1.5	-2	3	0
837024021	3	0.8	0.15			0.15	1	1		20	-20	4	3
837026021	5	0.4	0.2		20	0.2	1		-40	1.5	-2	3	0
837026031	1	0.25	0.2			0.2	1	0		1.5	-2	3	0
837026041	3	0.8	0.3		40	0.5	1	1	-40	2	-2	2	0
837026051	5	0.4	0.2		20	0.2	1		-40	1.5	-2	3	0
907401031	5	0.8	0		30	0.2	1		-40	1.5	-2	2	0
907402031	2	0.3	0				1	0		1.5	-2	3	0
907402051	2	0.3	0				1	0		1.5	-2	3	0
907402071	2	0.3	0				1	0		1.5	-2	3	0
907402091	2	0.3	0				1	0		1.5	-2	3	0
907402111	2	0.3	0				1	0		1.5	-2	3	0
907402131	2	0.3	0				1	0		1.5	-2	3	0
907402151	2	0.3	0				1	0		1.5	-2	3	0
907402171	2	0.3	0				1	0		1.5	-2	3	0
907406021	3	0.8	0.12		30	0.8	1	1	-30	20	-20	4	3
907408041	3	0.8	0.12		30	0.6	1	1	-20	20	-20	4	3
907410021	6	0.3	0		30	0.2	1		-20	15	-40	0	0
907411021	1	0.5	0				1	0		1.5	-2	3	0
907412021	1	0.4	0				1	0		1.5	-2	3	0
907412031	2	0.4	0				1	0		1.5	-2	3	0
907412041	1	0.6	0				1	0		1.5	-2	3	0
907412061	1	0.4	0				1	0		1.5	-2	3	0
907412071	2	0.4	0				1	0		1.5	-2	3	0
907412081	1	0.6	0				1	0		1.5	-2	3	0
907413031	3	0.8	0.15		30	0.8	1	1	-30	20	-20	4	3
907413071	1	0.15	0				1	0		1.5	-2	3	0
907419011	6	0.4	0		20	0.3	1		-20	18	-40	0	0
907420011	4	0.4	0.04	2	0	0.4	1	3	0				
837104111	6	0.3	0		40	0.2	1		-40	1.5	-2	3	0
837104131	5	0.3	0		40	0.2	1		-40	1.5	-2	3	0
837104151	6	0.5	0		40	0.25	1		-40	1.5	-2	3	0
837104161	5	0.5	0		40	0.25	1		-40	1.5	-2	3	0
837104171	3	0.8	0.2		20	0.2	1	1	-20	20	-20	4	3
837105011	2	0.3	0			0.3	1	0		1.5	-2	3	0
837105041	1	0.3	0			0.3	1	0		1.5	-2	3	0
837105051	2	0.3	0			0.3	1	0		1.5	-2	3	0
837105061	6	0.8	0		40	0.2	1		-40	1.5	-2	3	0
837106011	3	0.6	0.2		20	0.2	1	1	-20	20	-20	4	3
837107021	5	0.8	0.5				1			1.5	-2	3	0
837107031	6	0.8	0.5				1			1.5	-2	3	0
837107041	5	0.8	0.5				1			1.5	-2	3	0
837107051	6	0.8	0.5				1			1.5	-2	3	0
837107071	3	0.8	0.1			0.15	1	1		20	-20	4	3
837107141	5	0.8	0.5				1			1.5	-2	3	0
837107151	6	0.8	0.5				1			1.5	-2	3	0
837108051	3	0.8	0.2		20	0.2	1	1	-20	20	-20	4	3
837110061	1	0.15	0			0.15	1	0		1.5	-2	3	0
837110071	2	0.15	0			0.15	1	0		1.5	-2	3	0
837110081	1	0.2	0			0.2	1	0		1.5	-2	3	0
837110091	3	0.8	0.2		20	0.2	1	1	-20	20	-20	4	3
837111021	3	0.8	0			0.2	1	1		20	-20	8	0
837112021	3	0.8	0			0.2	1	1		10	-20	0	20
837112111	3	0.8	0			0.2	1	1		10	-20	0	20
837113021	2	0.3	0.3				1	0		1.5	-2	3	0
837113031	5	0.8	0.3		20	0.15	1		-40	1.5	-2	3	0
837113041	5	0.8	0.5				1			1.5	-2	3	0
837113111	6	0.8	0.5				1			1.5	-2	3	0
837113121	5	0.8	0.5				1			1.5	-2	3	0
837114101	1	0.3	0			0.15	1	0		1.5	-2	3	0
837114111	2	0.4	0			0.15	1	0		1.5	-2	3	0
837114121	6	0.3	0			0.15	1			1.5	-2	3	0
837114131	1	0.2	0			0.15	1	0		1.5	-2	3	0
837114141	3	0.8	0.15			0.2	1	1		20	-20	4	3
837115071	5	0.8	0		40	0.15	1		-40	1.5	-2	3	0
837115091	3	0.8	0			0.2	1	1		20	-20	4	3
837116021	3	0.8	0			0.2	1	1		20	-20	4	3
837117011	3	0.8	0.15		30	0.8	1	1	-30	20	-15	4	3
837118011	3	0.8	0.15		30	0.8	1	1	-30	20	-15	4	3
837122061	3	0.8	0.2			0.2	1	1		20	-20	4	3
837122101	3	0.8	0.15			0.15	1	1		20	-20	4	3
