Id	Type	Time	HoverTime	ImmuneHitTime	Speed	MoveTime	OriginType	ImmuneHitValue	Acceleration	HitFlyMoveSpeed	HitFlyMoveAcceleration	HitFlyUpSpeed	HitFlyDownSpeed
110214031	1	1	0				1	0		1.5	-2	3	0
110218021	1	1	0				1	0		1.5	-2	3	0
110218031	2	1	0				1	0		1.5	-2	3	0
110223011	2	1	0				1	0		2	-1	1.2	0
110223021	1	1	0				1	0		2	-1	1.2	0
110223031	1	1	0				1	0		2	-1	1.2	0
110223081	2	1	0		9	0.1	1	0	0	2	-1	1.2	0
110223091	2	1	0		9	0.1	1	0	0	2	-1	1.2	0
110223101	1	1	0		9	0.1	1	0	0	5	-10	4	1
110224251	5	1	0				1			2	-10	2	0
110225251	6	1	0				1			2	-10	2	0
110225261	5	1	0				1			2	-10	2	0
110226251	6	1	0				1			2	-10	2	0
110226261	5	1	0		3	0.1	1		-1	2	-10	2	0
110227251	6	1	0				1			2	-10	2	0
110227261	5	1	0				1			2	-10	2	0
110229011	2	1	0		4	0.2	1	0	0	2	-1	1.2	0
