Id	Name	ConditionIds[1]	ConditionIds[2]	Priority	SkipId	BtnContent	NpcName	NpcHandIcon	NpcHalfIcon	Contents[1]	Contents[2]	Contents[3]	Contents[4]	Contents[5]	Type	UiType
6	Equipment EXP Stage	70006		15	21	I got it	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Commandant, our equipment are made from special materials.	Upgrading them requires the same special materials.	We can find these upgrade materials from Logistics Maintenance.			1	1
7	Equipment Overclock Stage	70007		16	21	I got it	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Commandant, equipment eventually reaches a point where they can no longer be upgraded.	Overclock materials are required to enhance them further.	This will allow you to enhance equipment to a higher level.	You can get Overclock materials from Military Hardware.		1	1
8	Challenge - Trial Mission	70008		17	21	I got it	Asimov	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	Looks like you're ready to move past basic battle operations.	I've seen many outstanding Commandants rise through the ranks, and I see the makings of one in you.	Try these challenges to prove your worth.	Why am I helping you? It's only to collect more data.		1	1
9	Story Mission - Hard	70009		18	21	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Commandant, do you remember the battles that you participated in?	You usually only get to see one side of the story.	Over time, however, records from other sources become available.	Essentially, you have the chance to observe what happened from another perspective.	So, let's trying replaying the past, shall we?	1	1
109	Auto Clear	70109		19	21	I got it	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Once we're familiar with the tactics of a particular operation...	The risk of battling becomes greatly reduced. This enables the Auto Clear feature.	This allows us to complete familiar missions without the need of your command.	This way, you'll be able to focus your attention on more important missions.		1	1
10	High-rank Equipment Stage	70010		20	21	I got it	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	High-rank Memories are important to improving the combative capabilities of a Construct.	The more difficult the Combat Supply mission, the higher the chance to get high-rank Memories.	Now, let's try more difficult missions to test the limits of the squad!			1	1
11	Construct - Details	70011		21	21	I got it	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Greetings, Commandant of the Gray Raven squad!	Curious about me?	We all have our own personal files.	You may learn a thing or two about us Constructs when you look through them!		1	1
112	Trial Zone	70112		22	21	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	We meet again, Commandant of Gray Raven.	Have you noticed that you now have access to the Trial Zone?	The Trial Zone offers the opportunity to try out various prototype projects under development...	... or, depending on the perspective, practical tricks by the research team.		1	1
12	Construct Army	70012		23	21	I got it	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	More and more Constructs have joined our team.	You can view your Construct roster and status on the Construct Army page.	Reach Construct development milestones to get special materials.	I'm sure you'll find them useful...		1	1
13	Co-op	852201		24	21	I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Here's a message for you, rookie.	There have been sightings of very powerful Corrupted.	You should not attempt to combat these powerful foes on your own.	Join a Co-op operation to prove your ability to work with others.	I have high expectations for you, Gray Raven.	1	1
110	Support	70110		25	21	I got it	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Most operations often involve multiple squads.	You can request assistance from other squads before a battle.	Try issuing a call for Constructs from other squads.			1	1
14	Side Story	70014		26	21	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Commandant, remember Mr. Hassen's tip?	The more you know, the more decisions you face.	As your relationship with Constructs improves, you will be able to access more of their personal files.	Let me give you some advice. As you learn more about their past...	Make sure you treasure your present and future with them.	1	1
15	Construct - Outfit	70015		27	21	I got it	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Commandant, we have received a new coating from HQ.	Coatings are purely cosmetic and do not affect Construct performance.	Um... Commandant, would you like me to put on a new coating?			1	1
16	Bounty Mission	70016		28	21	I got it	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Let's do some bounty missions, Commandant!	Oh, right. I need to explain them to you.	Completing bounty missions will earn your team a lot of experience.	But more importantly, bounty hunting sounds real cool!		1	1
17	Study	70017		29	21	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png						1	1
18	Infrastructure and Dormitory	70018		30	21	I got it	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	Commandant, the Dormitory is finally open!	This symbolizes that we are ready to take root on Earth for the long haul.	I'm looking forward to living in the dorms with everybody!	You can also modify and upgrade the Dormitory.	I'm sure you'll make it a great place!	1	1
19	Challenge - War Zone	70019		31	21	I got it	Asimov	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	Which would you prefer, competition or cooperation?	Whether for honor or for resources, everything in the War Zone is earned through competition.	Earn a high enough rank to access a new War Zone...	...Which will grant even better rewards.	This is the ultimate trial ground for Gray Raven. How far can you go?	1	1
20	Challenge - Phantom Pain Cage	70020		32	21	I got it	Nikola	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	Good. I was worried that you won't pick up the receiver.	I've been analyzing Gray Raven's battle logs.	It looks like those special Corrupted have been giving you a hard time.	I'm giving you permission to use the training facilities to simulate training against these special Corrupted.	Get used to fighting them quickly, because enemies will only get tougher.	1	1
21	Exploration	774300		33	21	I got it	Asimov	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	Are you as curious about this world as I am, Commandant of Gray Raven?	I long to return to Earth as much as you do, even though I was not born there.	There are so many secrets waiting to be discovered in the wastelands...	If you're interested, I can tell you about some... special places that we've found.		1	1
22	Medal System	852931		34	21	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Greetings, Commandant. You now have access to the Medal system.	Medals are issued to those who have contributed to the cause of the United Human Front. You can find yours in the Central Database.				1	1
23	Challenge - Border Pact	774900		35	21	I got it.	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Thanks to your hard work, Babylonia is able to establish a foothold on the ground.	This is a new start for us, so here comes your next mission.	You're about to head to the "Reconstruction Zone" located near the safe zones.	Eliminate all the remaining enemies and restart the Central Purification Filters, so our Engineering Force can start their work.	I'll cover more detail after the Central Purification Filters are completed.	1	1
555	Medal 1	555		35	500	I got it	Nikola	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	I want to talk to you about Gray Raven's recent performance.	Your recent performance has been exemplary, and you have earned the medal of Ace Commandant.	With achievement also comes expectation. I look forward to your next victory.	I've sent you the certification link. Go ahead and claim your medal!		2	2
556	Medal 2	556		36	500	I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	It has been a long time since I've seen so many dots on the monitor. These dots represent the strongholds of humanity.	You've completed the mission successfully. And your contributions to Babylonia are well-noted.	I hereby issue you the Medal of Pioneers in recognition of your achievements. I look forward to your future endeavors!	Go, claim this medal of glory now.		2	2
557	Medal 3	557		37	500	I got it	Nikola	Assets/Product/Texture/Image/RoleCharacter/NikelaNomal01.png	Assets/Product/Texture/Image/RoleStory/NikelaNomal01.png	Hmph, you are full of surprises.	It's been a long time since I last saw a Commandant reach 1 million Progress. You were only a little slower than my performance when I was young.	You should be proud of it. It's an exclusive club of two.	You are now authorized for the medal. Claim it now!		2	2
558	Medal 4	558		38	500	I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	This is the 9th liberation report from you. It seemed like an eternity ago that you and your team fought in your first battle...	You and your Constructs have grown into a true team, a bright beacon in the darkness. Your companions also indicate your strength.	Here is the Medal of Light Tower in honor of your achievements as the guiding light of humanity.	Now share the joy with your comrades!		2	2
559	Medal 5	559		39	500	I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	I've seen you overcome many challenges in your path.	The path of leadership that you walk brings back many memories.	On behalf of the United Humanity Front, I hereby issue to you the Medal of Human Leader.	From now on, your duty is not to earn the approval of others, but to bring them hope and point them towards the future. See you on the bridge.		2	2
599	Clear Stronghold Chapter 1	70119		40		I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Congratulations on the capture of City 015, Commandant. The Engineering Force is already on its way to repair the city's Central Purification Filter.	Be careful, however, as there are still pockets of Corrupted on the outskirts.				1	1
600	Clear Stronghold Chapter 2	70113		41		I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	A small step for your team, a great step towards victory over the Punishing Virus.	Gray Raven's efforts have led to the full retreat of the Ascendant from this city, as well as the establishment of our first major stronghold on Earth. I look forward to your future performance.				1	1
601	Clear Stronghold Chapter 3	70114		42		I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	You have not only recaptured a stronghold for humanity, but also preserved the artifacts of the museum. Good job.	The Archaeological Team sends their regards. We'll make sure that you're rewarded!				1	1
602	Clear Stronghold Chapter 4	70115		43		I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	Good job completing your mission in the harsh environment of the desert.	We've struggled to make headways in this region for a long time, now, we've finally established a foothold here thanks to you. The work of Babylonia can finally be carried out smoothly.				1	1
603	Clear Stronghold Chapter 5	70116		44		I got it	Asimov	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	The data that you obtained from the test area are of great... historical importance to the development of M.I.N.D. technology.	I thank you on behalf of the education center under the Science Council.				1	1
604	Clear Stronghold Chapter 6	70117		45		I got it	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	I'm sure you understand that details regarding the Luna City Arsenal are classified.	That's why we're not in a position to hold a public award ceremony for you.	Still, you should know that we appreciate your work.			1	1
605	Clear Stronghold Chapter 7	70118		46		I got it	Asimov	Assets/Product/Texture/Image/RoleCharacter/AximofuNomal01.png	Assets/Product/Texture/Image/RoleStory/AximofuNomal01.png	The murals... Sagemachina... interesting.	Your capture of these ruins allows us to investigate them up close. Good job.				1	1
606	Clear Stronghold Chapter 9	70120		47		I got it.	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Taking back the space station means a lot to the security of the surroundings of Babylonia in future.	On behalf of Babylonia, I would like to thank you for your outstanding contribution. I look forward to your return.				1	1
607	Clear Stronghold Chapter 10	70121		48		...That's not necessary.	Jamilah	Assets/Product/Texture/Image/RoleCharacter/JiamilaNormal01.png	Assets/Product/Texture/Image/RoleStory/JiamilaNormal01.png	Looks like it went well.	I knew you could do it.	By the way, have you considered our offer? Akdilek would be pleased to have you join us, anytime.			1	1
608	Clear Stronghold Chapter 11	70122		49		You're welcome.	Pulao	Assets/Product/Texture/Image/RoleCharacter/PulaoNormal01.png	Assets/Product/Texture/Image/RoleStory/PulaoNormal01.png	Many thanks for your assistance.	The problems here are mostly resolved. The ship will now sail to the right direction.	But nobody knows what awaits us at the destination...	Whatever. It was you who brought us the opportunity to change. Thanks!		1	1
609	Clear Stronghold Chapter 12	70123		50		Hmm.	Hassen	Assets/Product/Texture/Image/RoleCharacter/HasangNomal01.png	Assets/Product/Texture/Image/RoleStory/HasangNomal01.png	Good to see you back.	Humans suffered quite a loss this time, but it's okay. Because I still see hope in your eyes.	Alright, we still have lots to do, but you should take a good rest now.	There's someone waiting for you, don't forget.		1	1
700	Gift Mission Lee	400000		48	8002	I got it	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Assets/Product/Texture/Image/RoleStory/LiangNomal01.png	Thanks for spending time with them.	We've been able to enjoy the holidays thanks to you.	Have a good rest. I've prepared a little gift for you back at HQ. Check it out later!			1	1
701	Gift Mission Liv	400001		49	8002	I got it	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Assets/Product/Texture/Image/RoleStory/LifuNormal01.png	I've never been part of an event like this... It feels a little strange.	But I enjoy seeing the smile on everybody's faces.	Here's a little gift. I hope you like it.			1	1
702	Gift Mission Kamui	400002		50	8002	I got it	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	Assets/Product/Texture/Image/RoleStory/ShenweiNormal01.png	Hey Commandant, guess what I have for you?	It's my special New Year present!	Wait, where did it go? I thought I put it in my bag...	Did I already send it out? Let's go take a look!		1	1
703	Gift Mission Lucia	400003		51	8002	I got it	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal01.png	Happy New Year, Commandant.	Thank you for all that you've done this past year.	May the next year be just as productive.			1	1
704	Gift Mission Nanami	400004		52	8002	I got it	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	Assets/Product/Texture/Image/RoleStory/Yongyechaonormal01.png	Commandant, Commandant! Happy New Year!	Miss me already?	Guess what, Nanami's got a New Year present for you!	Happy? Like it? This is the part where you praise Nanami!		1	1
705	Gift Mission Celica	400005		53	8002	I got it	Celica	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Assets/Product/Texture/Image/RoleStory/SailikaNomal01.png	It was quite a surprise when you asked me to come over for Spring Festival.	But I really enjoyed it!	Here's a little something in return.	Keep it a secret between us, ok?		1	1
706	Gift Mission Karenina	400006		54	8002	I got it	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	Assets/Product/Texture/Image/RoleStory/KalieninaNomal01.png	I'm definitely not saying that I enjoyed Spring Festival with you guys!	I'm just saying that if you're gonna have a party, you need fireworks!	Luckily for you, I've got them prepared.	And since it's boring to watch fireworks by myself, I'll let you watch them together with me.		1	1
