Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	OffsetX[2]	OffsetZ[2]	OffsetX[3]	OffsetZ[3]	OffsetX[4]	OffsetZ[4]	OffsetX[5]	OffsetZ[5]	OffsetX[6]	OffsetZ[6]	OffsetX[7]	OffsetZ[7]	OffsetX[8]	OffsetZ[8]	OffsetX[9]	OffsetZ[9]	OffsetX[10]	OffsetZ[10]	OffsetX[11]	OffsetZ[11]	OffsetX[12]	OffsetZ[12]	OffsetX[13]	OffsetZ[13]	OffsetX[14]	OffsetZ[14]	OffsetX[15]	OffsetZ[15]	OffsetX[16]	OffsetZ[16]	OffsetX[17]	OffsetZ[17]	OffsetX[18]	OffsetZ[18]	OffsetX[19]	OffsetZ[19]	OffsetX[20]	OffsetZ[20]	OffsetX[21]	OffsetZ[21]	OffsetX[22]	OffsetZ[22]	OffsetX[23]	OffsetZ[23]	OffsetX[24]	OffsetZ[24]	OffsetX[25]	OffsetZ[25]	OffsetX[26]	OffsetZ[26]	OffsetX[27]	OffsetZ[27]	OffsetX[28]	OffsetZ[28]	OffsetX[29]	OffsetZ[29]	OffsetX[30]	OffsetZ[30]	OffsetX[31]	OffsetZ[31]	OffsetX[32]	OffsetZ[32]	OffsetX[33]	OffsetZ[33]	OffsetX[34]	OffsetZ[34]	OffsetX[35]	OffsetZ[35]	OffsetX[36]	OffsetZ[36]	OffsetX[37]	OffsetZ[37]	OffsetX[38]	OffsetZ[38]	OffsetX[39]	OffsetZ[39]	OffsetX[40]	OffsetZ[40]	OffsetX[41]	OffsetZ[41]	OffsetX[42]	OffsetZ[42]	OffsetX[43]	OffsetZ[43]	OffsetX[44]	OffsetZ[44]	OffsetX[45]	OffsetZ[45]	OffsetX[46]	OffsetZ[46]	OffsetX[47]	OffsetZ[47]	OffsetX[48]	OffsetZ[48]	OffsetX[49]	OffsetZ[49]	OffsetX[50]	OffsetZ[50]	OffsetX[51]	OffsetZ[51]	OffsetX[52]	OffsetZ[52]	OffsetX[53]	OffsetZ[53]	OffsetX[54]	OffsetZ[54]	OffsetX[55]	OffsetZ[55]	OffsetX[56]	OffsetZ[56]	OffsetX[57]	OffsetZ[57]	OffsetX[58]	OffsetZ[58]	OffsetX[59]	OffsetZ[59]	OffsetX[60]	OffsetZ[60]	OffsetX[61]	OffsetZ[61]	OffsetX[62]	OffsetZ[62]	OffsetX[63]	OffsetZ[63]	OffsetX[64]	OffsetZ[64]	OffsetX[65]	OffsetZ[65]	OffsetX[66]	OffsetZ[66]	OffsetX[67]	OffsetZ[67]	OffsetX[68]	OffsetZ[68]	OffsetX[69]	OffsetZ[69]	OffsetX[70]	OffsetZ[70]	OffsetX[71]	OffsetZ[71]	OffsetX[72]	OffsetZ[72]	OffsetX[73]	OffsetZ[73]	OffsetX[74]	OffsetZ[74]	OffsetX[75]	OffsetZ[75]	OffsetX[76]	OffsetZ[76]	OffsetX[77]	OffsetZ[77]	OffsetX[78]	OffsetZ[78]	OffsetX[79]	OffsetZ[79]	OffsetX[80]	OffsetZ[80]	OffsetX[81]	OffsetZ[81]	OffsetX[82]	OffsetZ[82]	OffsetX[83]	OffsetZ[83]	OffsetX[84]	OffsetZ[84]	OffsetX[85]	OffsetZ[85]	OffsetX[86]	OffsetZ[86]	OffsetX[87]	OffsetZ[87]	OffsetX[88]	OffsetZ[88]	OffsetX[89]	OffsetZ[89]	OffsetX[90]	OffsetZ[90]	OffsetX[91]	OffsetZ[91]	OffsetX[92]	OffsetZ[92]	OffsetX[93]	OffsetZ[93]	OffsetX[94]	OffsetZ[94]	OffsetX[95]	OffsetZ[95]	OffsetX[96]	OffsetZ[96]	OffsetX[97]	OffsetZ[97]	OffsetX[98]	OffsetZ[98]	OffsetX[99]	OffsetZ[99]	OffsetX[100]	OffsetZ[100]	OffsetX[101]	OffsetZ[101]	OffsetX[102]	OffsetZ[102]	OffsetX[103]	OffsetZ[103]	OffsetX[104]	OffsetZ[104]	OffsetX[105]	OffsetZ[105]	OffsetX[106]	OffsetZ[106]	OffsetX[107]	OffsetZ[107]	OffsetX[108]	OffsetZ[108]	OffsetX[109]	OffsetZ[109]	OffsetX[110]	OffsetZ[110]	OffsetX[111]	OffsetZ[111]	OffsetX[112]	OffsetZ[112]	OffsetX[113]	OffsetZ[113]	OffsetX[114]	OffsetZ[114]	OffsetX[115]	OffsetZ[115]	OffsetX[116]	OffsetZ[116]	OffsetX[117]	OffsetZ[117]	OffsetX[118]	OffsetZ[118]	OffsetX[119]	OffsetZ[119]	OffsetX[120]	OffsetZ[120]	OffsetX[121]	OffsetZ[121]	OffsetX[122]	OffsetZ[122]	OffsetX[123]	OffsetZ[123]	OffsetX[124]	OffsetZ[124]	OffsetX[125]	OffsetZ[125]	OffsetX[126]	OffsetZ[126]	OffsetX[127]	OffsetZ[127]	OffsetX[128]	OffsetZ[128]	OffsetX[129]	OffsetZ[129]	OffsetX[130]	OffsetZ[130]	OffsetX[131]	OffsetZ[131]	OffsetX[132]	OffsetZ[132]	OffsetX[133]	OffsetZ[133]	OffsetX[134]	OffsetZ[134]	OffsetX[135]	OffsetZ[135]	OffsetX[136]	OffsetZ[136]	OffsetX[137]	OffsetZ[137]	OffsetX[138]	OffsetZ[138]	OffsetX[139]	OffsetZ[139]	OffsetX[140]	OffsetZ[140]	OffsetX[141]	OffsetZ[141]	OffsetX[142]	OffsetZ[142]	OffsetX[143]	OffsetZ[143]	OffsetX[144]	OffsetZ[144]	OffsetX[145]	OffsetZ[145]	OffsetX[146]	OffsetZ[146]	OffsetX[147]	OffsetZ[147]	OffsetX[148]	OffsetZ[148]	OffsetX[149]	OffsetZ[149]	OffsetX[150]	OffsetZ[150]	OffsetX[151]	OffsetZ[151]	OffsetX[152]	OffsetZ[152]	OffsetX[153]	OffsetZ[153]	OffsetX[154]	OffsetZ[154]	OffsetX[155]	OffsetZ[155]	OffsetX[156]	OffsetZ[156]	OffsetX[157]	OffsetZ[157]	OffsetX[158]	OffsetZ[158]	OffsetX[159]	OffsetZ[159]	OffsetX[160]	OffsetZ[160]	OffsetX[161]	OffsetZ[161]	OffsetX[162]	OffsetZ[162]	OffsetX[163]	OffsetZ[163]	OffsetX[164]	OffsetZ[164]	OffsetX[165]	OffsetZ[165]	OffsetX[166]	OffsetZ[166]	OffsetX[167]	OffsetZ[167]	OffsetX[168]	OffsetZ[168]	OffsetX[169]	OffsetZ[169]	OffsetX[170]	OffsetZ[170]	OffsetX[171]	OffsetZ[171]	OffsetX[172]	OffsetZ[172]	OffsetX[173]	OffsetZ[173]	OffsetX[174]	OffsetZ[174]	OffsetX[175]	OffsetZ[175]	OffsetX[176]	OffsetZ[176]	OffsetX[177]	OffsetZ[177]	OffsetX[178]	OffsetZ[178]	OffsetX[179]	OffsetZ[179]	OffsetX[180]	OffsetZ[180]	OffsetX[181]	OffsetZ[181]	OffsetX[182]	OffsetZ[182]	OffsetX[183]	OffsetZ[183]	OffsetX[184]	OffsetZ[184]	OffsetX[185]	OffsetZ[185]	OffsetX[186]	OffsetZ[186]	OffsetX[187]	OffsetZ[187]	OffsetX[188]	OffsetZ[188]	OffsetX[189]	OffsetZ[189]	OffsetX[190]	OffsetZ[190]	OffsetX[191]	OffsetZ[191]	OffsetX[192]	OffsetZ[192]	OffsetX[193]	OffsetZ[193]	OffsetX[194]	OffsetZ[194]	OffsetX[195]	OffsetZ[195]	OffsetX[196]	OffsetZ[196]	OffsetX[197]	OffsetZ[197]	OffsetX[198]	OffsetZ[198]	OffsetX[199]	OffsetZ[199]	OffsetX[200]	OffsetZ[200]
Me1XiguajunMd000002	Attack21	0	20	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Attack22	0	18	0.016667	0	0	0	0.1131	0	0.323	0	0.451	0	0.4888	0	0.5029	0	0.544	0	0.6504	0	0.808	0	1.0043	0	1.252	0	1.5637	0	1.952	0	2.4102	0	2.938	0	3.5722	0	4.336	0	5.1583	0	5.269																																																																																																																																																																																																																																																																																																																																																																										
Me1XiguajunMd000002	Attack23	0	54	0.016667	0	0	0	0.3888	0	1.3111	0	2.6479	0	4.1597	0	5.625	0	6.8358	0	7.7978	0	8.6266	0	9.3513	0	9.946	0	10.3957	0	10.806	0	11.2424	0	11.744	0	12.2524	0	12.7589	0	13.2745	0	13.8103	0	14.3772	0	14.986	0	15.7998	0	16.763	0	17.5446	0	17.982	0	18.3143	0	18.5907	0	18.8272	0	19.0396	0	19.2438	0	19.4555	0	19.6907	0	19.964	0	20.5047	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897	0	20.897																																																																																																																																																																																																																																																																																																		
Me1XiguajunMd000002	Behitfly	0	9	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																														
Me1XiguajunMd000002	Death	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0013	0	0.021	0	0.0718	0	0.072	0	0.0394	0	0	0	-0.0592	0	-0.043	0	0.0212	0	0.063	0	0.0186	0	-0.027	0	0.0075	0	0.042	0	0.0203	0	-0.016	0	-0.0266	0	-0.017	0	-0.0057	0	0	0	0																																																																																																																																																																																																																																																																																																																												
Me1XiguajunMd000002	Falldown	0	12	0.05	0	0	0	-0.079	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158	0	-0.158																																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Hit1	0	14	0.016667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																		
Me1XiguajunMd000002	Hit2	0	14	0.016667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																		
Me1XiguajunMd000002	Hit3	0	20	0.05	0	0	0	-0.2253	0	-0.427	0	-0.5031	0	-0.55	0	-0.5903	0	-0.643	0	-0.6962	0	-0.737	0	-0.7713	0	-0.8	0	-0.8206	0	-0.831	0	-0.8298	0	-0.824	0	-0.8161	0	-0.807	0	-0.799	0	-0.791	0	-0.7854	0	-0.782																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Hit4	0	20	0.05	0	0	0	-0.1978	0	-0.373	0	-0.4612	0	-0.528	0	-0.593	0	-0.676	0	-0.7599	0	-0.809	0	-0.8389	0	-0.861	0	-0.8745	0	-0.878	0	-0.873	0	-0.859	0	-0.8414	0	-0.825	0	-0.8104	0	-0.798	0	-0.7893	0	-0.784																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Hitdown	0	20	0.05	0	0	0	-0.0262	0	-0.174	0	-0.299	0	-0.407	0	-0.4848	0	-0.548	0	-0.6086	0	-0.676	0	-0.7748	0	-0.833	0	-0.8357	0	-0.834	0	-0.834	0	-0.834	0	-0.834	0	-0.834	0	-0.834	0	-0.834	0	-0.834	0	-0.834																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Hoverhit	0	10	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Lieonfloor	0	7	0.033333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Run	0	11	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Runb	0	11	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Runl	0	11	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Runr	0	11	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Stand2	0	40	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Standup	0	24	0.016667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																														
Me1XiguajunMd000002	Stun	0	27	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	TurnLeft	0	20	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	TurnRight	0	20	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																																																						
Me1XiguajunMd000002	Walk	0	22	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Walkb	0	22	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Walkl	0	22	0																																																																																																																																																																																																																																																																																																																																																																																																																
Me1XiguajunMd000002	Walkr	0	22	0																																																																																																																																																																																																																																																																																																																																																																																																																
