Role	Animation	Layer	TotalFrame	TailLength	OffsetX[1]	OffsetZ[1]	OffsetX[2]	OffsetZ[2]	OffsetX[3]	OffsetZ[3]	OffsetX[4]	OffsetZ[4]	OffsetX[5]	OffsetZ[5]	OffsetX[6]	OffsetZ[6]	OffsetX[7]	OffsetZ[7]	OffsetX[8]	OffsetZ[8]	OffsetX[9]	OffsetZ[9]	OffsetX[10]	OffsetZ[10]	OffsetX[11]	OffsetZ[11]	OffsetX[12]	OffsetZ[12]	OffsetX[13]	OffsetZ[13]	OffsetX[14]	OffsetZ[14]	OffsetX[15]	OffsetZ[15]	OffsetX[16]	OffsetZ[16]	OffsetX[17]	OffsetZ[17]	OffsetX[18]	OffsetZ[18]	OffsetX[19]	OffsetZ[19]	OffsetX[20]	OffsetZ[20]	OffsetX[21]	OffsetZ[21]	OffsetX[22]	OffsetZ[22]	OffsetX[23]	OffsetZ[23]	OffsetX[24]	OffsetZ[24]	OffsetX[25]	OffsetZ[25]	OffsetX[26]	OffsetZ[26]	OffsetX[27]	OffsetZ[27]	OffsetX[28]	OffsetZ[28]	OffsetX[29]	OffsetZ[29]	OffsetX[30]	OffsetZ[30]	OffsetX[31]	OffsetZ[31]	OffsetX[32]	OffsetZ[32]	OffsetX[33]	OffsetZ[33]	OffsetX[34]	OffsetZ[34]	OffsetX[35]	OffsetZ[35]	OffsetX[36]	OffsetZ[36]	OffsetX[37]	OffsetZ[37]	OffsetX[38]	OffsetZ[38]	OffsetX[39]	OffsetZ[39]	OffsetX[40]	OffsetZ[40]	OffsetX[41]	OffsetZ[41]	OffsetX[42]	OffsetZ[42]	OffsetX[43]	OffsetZ[43]	OffsetX[44]	OffsetZ[44]	OffsetX[45]	OffsetZ[45]	OffsetX[46]	OffsetZ[46]	OffsetX[47]	OffsetZ[47]	OffsetX[48]	OffsetZ[48]	OffsetX[49]	OffsetZ[49]	OffsetX[50]	OffsetZ[50]	OffsetX[51]	OffsetZ[51]	OffsetX[52]	OffsetZ[52]	OffsetX[53]	OffsetZ[53]	OffsetX[54]	OffsetZ[54]	OffsetX[55]	OffsetZ[55]	OffsetX[56]	OffsetZ[56]	OffsetX[57]	OffsetZ[57]	OffsetX[58]	OffsetZ[58]	OffsetX[59]	OffsetZ[59]	OffsetX[60]	OffsetZ[60]	OffsetX[61]	OffsetZ[61]	OffsetX[62]	OffsetZ[62]	OffsetX[63]	OffsetZ[63]	OffsetX[64]	OffsetZ[64]	OffsetX[65]	OffsetZ[65]	OffsetX[66]	OffsetZ[66]	OffsetX[67]	OffsetZ[67]	OffsetX[68]	OffsetZ[68]	OffsetX[69]	OffsetZ[69]	OffsetX[70]	OffsetZ[70]	OffsetX[71]	OffsetZ[71]	OffsetX[72]	OffsetZ[72]	OffsetX[73]	OffsetZ[73]	OffsetX[74]	OffsetZ[74]	OffsetX[75]	OffsetZ[75]	OffsetX[76]	OffsetZ[76]	OffsetX[77]	OffsetZ[77]	OffsetX[78]	OffsetZ[78]	OffsetX[79]	OffsetZ[79]	OffsetX[80]	OffsetZ[80]	OffsetX[81]	OffsetZ[81]	OffsetX[82]	OffsetZ[82]	OffsetX[83]	OffsetZ[83]	OffsetX[84]	OffsetZ[84]	OffsetX[85]	OffsetZ[85]	OffsetX[86]	OffsetZ[86]	OffsetX[87]	OffsetZ[87]	OffsetX[88]	OffsetZ[88]	OffsetX[89]	OffsetZ[89]	OffsetX[90]	OffsetZ[90]	OffsetX[91]	OffsetZ[91]	OffsetX[92]	OffsetZ[92]	OffsetX[93]	OffsetZ[93]	OffsetX[94]	OffsetZ[94]	OffsetX[95]	OffsetZ[95]	OffsetX[96]	OffsetZ[96]	OffsetX[97]	OffsetZ[97]	OffsetX[98]	OffsetZ[98]	OffsetX[99]	OffsetZ[99]	OffsetX[100]	OffsetZ[100]	OffsetX[101]	OffsetZ[101]	OffsetX[102]	OffsetZ[102]	OffsetX[103]	OffsetZ[103]	OffsetX[104]	OffsetZ[104]	OffsetX[105]	OffsetZ[105]	OffsetX[106]	OffsetZ[106]	OffsetX[107]	OffsetZ[107]	OffsetX[108]	OffsetZ[108]	OffsetX[109]	OffsetZ[109]	OffsetX[110]	OffsetZ[110]	OffsetX[111]	OffsetZ[111]	OffsetX[112]	OffsetZ[112]	OffsetX[113]	OffsetZ[113]	OffsetX[114]	OffsetZ[114]	OffsetX[115]	OffsetZ[115]	OffsetX[116]	OffsetZ[116]	OffsetX[117]	OffsetZ[117]	OffsetX[118]	OffsetZ[118]	OffsetX[119]	OffsetZ[119]	OffsetX[120]	OffsetZ[120]	OffsetX[121]	OffsetZ[121]	OffsetX[122]	OffsetZ[122]	OffsetX[123]	OffsetZ[123]	OffsetX[124]	OffsetZ[124]	OffsetX[125]	OffsetZ[125]	OffsetX[126]	OffsetZ[126]	OffsetX[127]	OffsetZ[127]	OffsetX[128]	OffsetZ[128]	OffsetX[129]	OffsetZ[129]	OffsetX[130]	OffsetZ[130]	OffsetX[131]	OffsetZ[131]	OffsetX[132]	OffsetZ[132]	OffsetX[133]	OffsetZ[133]	OffsetX[134]	OffsetZ[134]	OffsetX[135]	OffsetZ[135]	OffsetX[136]	OffsetZ[136]	OffsetX[137]	OffsetZ[137]	OffsetX[138]	OffsetZ[138]	OffsetX[139]	OffsetZ[139]	OffsetX[140]	OffsetZ[140]	OffsetX[141]	OffsetZ[141]	OffsetX[142]	OffsetZ[142]	OffsetX[143]	OffsetZ[143]	OffsetX[144]	OffsetZ[144]	OffsetX[145]	OffsetZ[145]	OffsetX[146]	OffsetZ[146]	OffsetX[147]	OffsetZ[147]	OffsetX[148]	OffsetZ[148]	OffsetX[149]	OffsetZ[149]	OffsetX[150]	OffsetZ[150]	OffsetX[151]	OffsetZ[151]	OffsetX[152]	OffsetZ[152]	OffsetX[153]	OffsetZ[153]	OffsetX[154]	OffsetZ[154]	OffsetX[155]	OffsetZ[155]	OffsetX[156]	OffsetZ[156]	OffsetX[157]	OffsetZ[157]	OffsetX[158]	OffsetZ[158]	OffsetX[159]	OffsetZ[159]	OffsetX[160]	OffsetZ[160]	OffsetX[161]	OffsetZ[161]	OffsetX[162]	OffsetZ[162]	OffsetX[163]	OffsetZ[163]	OffsetX[164]	OffsetZ[164]	OffsetX[165]	OffsetZ[165]	OffsetX[166]	OffsetZ[166]	OffsetX[167]	OffsetZ[167]	OffsetX[168]	OffsetZ[168]	OffsetX[169]	OffsetZ[169]	OffsetX[170]	OffsetZ[170]	OffsetX[171]	OffsetZ[171]	OffsetX[172]	OffsetZ[172]	OffsetX[173]	OffsetZ[173]	OffsetX[174]	OffsetZ[174]	OffsetX[175]	OffsetZ[175]	OffsetX[176]	OffsetZ[176]	OffsetX[177]	OffsetZ[177]	OffsetX[178]	OffsetZ[178]	OffsetX[179]	OffsetZ[179]	OffsetX[180]	OffsetZ[180]	OffsetX[181]	OffsetZ[181]	OffsetX[182]	OffsetZ[182]	OffsetX[183]	OffsetZ[183]	OffsetX[184]	OffsetZ[184]	OffsetX[185]	OffsetZ[185]	OffsetX[186]	OffsetZ[186]	OffsetX[187]	OffsetZ[187]	OffsetX[188]	OffsetZ[188]	OffsetX[189]	OffsetZ[189]	OffsetX[190]	OffsetZ[190]	OffsetX[191]	OffsetZ[191]	OffsetX[192]	OffsetZ[192]	OffsetX[193]	OffsetZ[193]	OffsetX[194]	OffsetZ[194]	OffsetX[195]	OffsetZ[195]	OffsetX[196]	OffsetZ[196]	OffsetX[197]	OffsetZ[197]	OffsetX[198]	OffsetZ[198]	OffsetX[199]	OffsetZ[199]	OffsetX[200]	OffsetZ[200]
R3LifuMd010011	Death	0	34	0.016667	0	0	0	0.13	0	-0.051	0	-0.301	0	-0.51	0	-0.6125	0	-0.698	0	-0.76	0	-0.802	0	-0.824	0	-0.833	0	-0.8295	0	-0.819	0	-0.805	0	-0.791	0	-0.78	0	-0.774	0	-0.724	0	-0.674	0	-0.634	0	-0.607	0	-0.5855	0	-0.57	0	-0.564	0	-0.562	0	-0.561	0	-0.561	0	-0.562	0	-0.564	0	-0.5655	0	-0.568	0	-0.57	0	-0.572	0	-0.5735	0	-0.574																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Falldown	0	10	0.016667	0	0	0	-0.2565	0	-0.488	0	-0.64	0	-0.758	0	-0.837	0	-0.895	0	-0.9395	0	-0.979	0	-1.0205	0	-1.035																																																																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Hit1	0	26	0.016667	0	0	0	0.029	0	-0.047	0	-0.26	0	-0.449	0	-0.5265	0	-0.591	0	-0.6395	0	-0.674	0	-0.6995	0	-0.725	0	-0.747	0	-0.761	0	-0.765	0	-0.762	0	-0.75	0	-0.733	0	-0.71	0	-0.683	0	-0.654	0	-0.622	0	-0.5885	0	-0.553	0	-0.515	0	-0.477	0	-0.44	0	-0.428																																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Hit2	0	26	0.016667	0	0	0	0.0305	0	-0.052	0	-0.253	0	-0.428	0	-0.512	0	-0.589	0	-0.6495	0	-0.693	0	-0.721	0	-0.743	0	-0.7595	0	-0.769	0	-0.7705	0	-0.766	0	-0.7545	0	-0.738	0	-0.717	0	-0.692	0	-0.6625	0	-0.63	0	-0.5945	0	-0.557	0	-0.517	0	-0.478	0	-0.44	0	-0.428																																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Hit3	0	27	0.033333	0	0	0	0.074	0	-0.2	0	-0.524	0	-0.785	0	-0.8965	0	-0.987	0	-1.0555	0	-1.108	0	-1.1505	0	-1.19	0	-1.2245	0	-1.252	0	-1.268	0	-1.275	0	-1.2705	0	-1.26	0	-1.242	0	-1.219	0	-1.1885	0	-1.154	0	-1.116	0	-1.075	0	-1.0285	0	-0.981	0	-0.9315	0	-0.885	0	-0.855																																																																																																																																																																																																																																																																																																																																																								
R3LifuMd010011	Hit4	0	27	0.033333	0	0	0	0.122	0	-0.09	0	-0.395	0	-0.643	0	-0.7505	0	-0.843	0	-0.915	0	-0.969	0	-1.0095	0	-1.048	0	-1.081	0	-1.106	0	-1.119	0	-1.124	0	-1.1195	0	-1.11	0	-1.097	0	-1.081	0	-1.061	0	-1.038	0	-1.0125	0	-0.983	0	-0.9515	0	-0.919	0	-0.8865	0	-0.856	0	-0.836																																																																																																																																																																																																																																																																																																																																																								
R3LifuMd010011	Hitdown	0	19	0	0	0	0	0.193	0	0.189	0	0.1875	0	0.217	0	0.2105	0	0.145	0	-0.025	0	-0.284	0	-0.562	0	-0.822	0	-1.02	0	-1.164	0	-1.265	0	-1.337	0	-1.3885	0	-1.431	0	-1.4705	0	-1.513	0	-1.513																																																																																																																																																																																																																																																																																																																																																																								
R3LifuMd010011	Hoverhit	0	11	0	0	0	0	0.016	0	0.039	0	0.0575	0	0.072	0	0.0825	0	0.089	0	0.088	0	0.083	0	0.073	0	0.059	0	0.059																																																																																																																																																																																																																																																																																																																																																																																								
R3LifuMd010011	Lieonfloor	0	5	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	Move1	0	34	0.016667	0	0	0	-0.002	0	0.174	0	0.7875	0	1.677	0	2.521	0	3.173	0	3.668	0	4.048	0	4.349	0	4.608	0	4.823	0	5.009	0	5.1645	0	5.301	0	5.417	0	5.518	0	5.6015	0	5.668	0	5.712	0	5.74	0	5.752	0	5.753	0	5.7435	0	5.727	0	5.704	0	5.679	0	5.65	0	5.618	0	5.581	0	5.541	0	5.499	0	5.457	0	5.416	0	5.403																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Move2	0	34	0.016667	0	0	0	0.0315	0	-0.036	0	-0.5265	0	-1.428	0	-2.345	0	-2.994	0	-3.476	0	-3.901	0	-4.242	0	-4.529	0	-4.769	0	-4.974	0	-5.136	0	-5.267	0	-5.3675	0	-5.449	0	-5.5145	0	-5.567	0	-5.6015	0	-5.625	0	-5.636	0	-5.637	0	-5.628	0	-5.612	0	-5.591	0	-5.567	0	-5.541	0	-5.515	0	-5.49	0	-5.466	0	-5.444	0	-5.423	0	-5.4035	0	-5.397																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Run	0	27	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	RunLeanL	0	27	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	RunLeanR	0	27	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd019161	RunStart	0	23	0.033333	0	0	0	0.2234	0	0.4466	0	0.6701	0	0.8939	0	1.1185	0	1.3435	0	1.5691	0	1.7956	0	2.0231	0	2.2506	0	2.4771	0	2.703	0	2.9287	0	3.1547	0	3.3811	0	3.6081	0	3.835	0	4.0624	0	4.2905	0	4.5193	0	4.7485	0	4.9775	0	5.1301																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	RunStartEnd01	0	33	0.033333	0	0	0	0.1385	0	0.268	0	0.3785	0	0.48	0	0.5779	0	0.669	0	0.7484	0	0.821	0	0.8874	0	0.947	0	0.9994	0	1.044	0	1.0828	0	1.116	0	1.1408	0	1.161	0	1.1781	0	1.194	0	1.2078	0	1.216	0	1.2205	0	1.225	0	1.2276	0	1.229	0	1.2305	0	1.232	0	1.2349	0	1.238	0	1.2425	0	1.246	0	1.2475	0	1.249	0	1.249																																																																																																																																																																																																																																																																																																																																												
R3LifuMd010011	RunStartEnd02	0	36	0	0	0	0	0.1455	0	0.309	0	0.4821	0	0.635	0	0.7654	0	0.88	0	0.9838	0	1.083	0	1.176	0	1.26	0	1.3343	0	1.403	0	1.4649	0	1.519	0	1.5658	0	1.607	0	1.6419	0	1.669	0	1.6907	0	1.709	0	1.7256	0	1.74	0	1.7507	0	1.756	0	1.7606	0	1.764	0	1.766	0	1.767	0	1.7685	0	1.77	0	1.7735	0	1.778	0	1.7811	0	1.784	0	1.7845	0	1.786	0	1.786																																																																																																																																																																																																																																																																																																																																				
R3LifuMd010011	Save	0	34	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	Stand1	0	41	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	Stand2	0	27	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	Standchange	0	34	0.016667	0	0	0	-0.0505	0	-0.11	0	-0.1495	0	-0.152	0	-0.123	0	-0.074	0	0.0025	0	0.099	0	0.168	0	0.145	0	0.094	0	0.057	0	0.0295	0	0.007	0	-0.011	0	-0.024	0	-0.0345	0	-0.044	0	-0.0505	0	-0.054	0	-0.051	0	-0.044	0	-0.0345	0	-0.025	0	-0.018	0	-0.012	0	-0.007	0	-0.003	0	0.0015	0	0.005	0	0.009	0	0.013	0	0.0175	0	0.019																																																																																																																																																																																																																																																																																																																																										
R3LifuMd010011	Standup	0	24	0.016667	0	0	0	-0.0055	0	-0.003	0	0.01	0	0.025	0	0.041	0	0.059	0	0.0775	0	0.096	0	0.1095	0	0.121	0	0.1325	0	0.144	0	0.155	0	0.167	0	0.18	0	0.191	0	0.2	0	0.208	0	0.213	0	0.216	0	0.216	0	0.216	0	0.2175	0	0.218																																																																																																																																																																																																																																																																																																																																																														
R3LifuMd010011	Stop	0	36	0	0	0	0	0.1467	0	0.308	0	0.4741	0	0.62	0	0.7454	0	0.864	0	0.9784	0	1.085	0	1.1793	0	1.26	0	1.3303	0	1.396	0	1.454	0	1.504	0	1.5454	0	1.581	0	1.609	0	1.628	0	1.6421	0	1.654	0	1.6643	0	1.67	0	1.6756	0	1.68	0	1.6846	0	1.687	0	1.6871	0	1.685	0	1.6849	0	1.686	0	1.6894	0	1.695	0	1.6995	0	1.704	0	1.707	0	1.711	0	1.711																																																																																																																																																																																																																																																																																																																																				
R3LifuMd010011	StopR	0	36	0	0	0	0	0.148	0	0.314	0	0.4851	0	0.637	0	0.7664	0	0.889	0	1.0069	0	1.117	0	1.2169	0	1.301	0	1.3719	0	1.435	0	1.4909	0	1.539	0	1.5794	0	1.612	0	1.6389	0	1.657	0	1.6711	0	1.683	0	1.6941	0	1.703	0	1.7101	0	1.715	0	1.7182	0	1.717	0	1.7145	0	1.711	0	1.7079	0	1.706	0	1.7059	0	1.708	0	1.7099	0	1.713	0	1.7175	0	1.722	0	1.722																																																																																																																																																																																																																																																																																																																																				
R3LifuMd010011	Stun	0	34	0																																																																																																																																																																																																																																																																																																																																																																																																																
R3LifuMd010011	Win	0	81	0																																																																																																																																																																																																																																																																																																																																																																																																																
