Id	IsMask	MaskTarget	Type	Icon	Name	DescriptionType	Text	Duration
114	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	In <color=#ff5656>[Lotus Dual Blade]</color> state, <color=#ff5656>Basic Attacks</color> will become enhanced.	
151	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	Such power... The passage is now open, Commandant!	
152	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	We should be safe for a while after we pass through here.	
153	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	Let's find the others. They should be where that blast came from.	
154	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	We can proceed with the next phase of the operation after that.	
155	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	And Commandant... Thank you...	
251	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Quiet, yet...	
252	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	Some Corrupted are lurking around the corners.	
253	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	No matter. Prepare to break through, and avoid getting separated.	
254	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	Corrupted on the move!	
255	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	Liv, stay behind this time.	
256	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	Roger...	
257	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	Going well so far... The rendezvous point is past this doorway.	
258	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Wait! I hear footsteps!	
259	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	...	
260	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	Is that...?	
261	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	Lucia...	
262	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Tch, she's completely ignoring my attacks.	
263	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	Liv	1	She seems to be drawn to Lucia, but Lucia, you...	
264	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	I'm fine... Keep Commandant safe...	
265	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	...	
266	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	Is that all you have, Lucia...?	3
267	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	My visual signals are... malfunctioning?	3
268	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	How familiar this obsession is...	3
269	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	To think it could be built upon such a fragile past...	3
270	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	Lucia	1	Past...?	3
271	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1SS.png	Unknown Construct α	1	Surely you feel it too... Lucia?	
300	1	PanelBallBox/FirstBall	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	Lucia	1	I can <color=#ffda58>[Crouch]</color> to go through <color=#ffda58>[Infrared Traps]</color> and move with reduced <color=#ffda58>[Noise]</color>, so enemies won't hear me.	
301	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	Lucia	1	There are two enemies ahead. I should use the <color=#ffda58>[Petri Vat]</color> to release poison gas and disable them.	10
3001	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	When enemies in the <color=#ff5656>[Red Zone]</color> reaches <color=#ff5656>[3/3]</color>, the mission will fail...	
3002	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	The mission fails when <color=#ff5656>[3]</color> enemies enter the <color=#ff5656>[Red Zone]</color>!	
3003	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Zone cleared. Enemies sighted in next zone. Advance immediately!	
3004	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>[1/3]</color> enemy have entered the zone. Mission fails when 3 enemies enter!	
3005	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>[2/3]</color> enemy have entered the zone. Mission fails when 3 enemies enter!	
3006	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>[3/5]</color> enemy have entered the zone. Mission fails when 5 enemies enter!	
3007	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>[4/5]</color> enemy have entered the zone. Mission fails when 5 enemies enter!	
3008	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	You receive a buff on entering Energy zone, increasing attack damage dealt to enemies of the same color.	
3009	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Enter portal and clear 2 zones to summon boss in the timed Challenge.	
3010	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Challenge in zone is complete. Return to start zone via portal.	
3011	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Wipe them out, and stop them from destroying the terminal!	
3021	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	There's a discarded Beamer here...	
3022	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Wait. Let me take a closer look...	
3023	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Haha! Unit-01, prepare for launch!	
3024	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Cough—cough, cough!	
3025	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	Lee	1	Corrupted detected. Perfect timing. Let's try it out.	
8110001	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Enemy bombardment. Take cover!	
8110002	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Heat-seekers! Split up!	
8110003	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Now they're real mad. Take cover!	
8110004	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Avoid the burning areas from the heat-seekers!	
8120001	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Lasers will cut through you like butter! Try to avoid them!	
8120002	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Enemy bombardment. Take cover!	
8120003	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Heat-seekers! Split up!	
8120004	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	They're down now! Attack!	
8210001	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Beginning simulation!	
8210002	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Use the energy spilling out of the "Tyrant"!	
8210003	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	The energy is supercharging the Tyrant! Get it out of there!	
8210004	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	We can deal more damage in the energy spill!	
8210005	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Get behind the shield!	
8210006	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Get behind the shield!	
8210007	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	The energy is supercharging the Tyrant! Get it out of there!	
8210009	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Yellow balls of inactive plasma can power up your weapons.	
8210010	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	Unstable plasma tracks its current target until it finds a new host.	
8701001	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Let this start. Face your destiny!	3
8701002	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	I'll send you to the wrecking yard!	3
8701003	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Cocky from beating those scraps outside? Prepare to taste my wrath!	3
8701004	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	<color=#ff5656>My storm will tear you apart!</color>	3
8701005	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Prepare. To. Be. Judged!	3
8701006	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Scrap METAL!	3
8701007	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Weakling!	3
8701008	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	I will remove you from this mortal coil!	3
8701009	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	All your struggles are wasted efforts!	3
8701010	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	You'll only make his suffering worse!	3
8701011	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Your end is nigh!	3
8701012	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>Get closer to Osiris</color> to stop him using his ranged skills.	3
8701013	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>Mind the Tornado!</color>	3
8701014	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>Quick, destroy the Eye of Punishment!</color>... before it's fully charged!	3
8701015	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>Quick, destroy the Martyr!</color>	3
8701016	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/SailikaNomal01.png	Celica	1	<color=#ff5656>Get close to the Sister!</color> Only she can protect us!	3
8701017	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	I'm tired of the childish play. This time I'll be serious!	3
8701018	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	<color=#ff5656>Sand tornado, crush them!</color>	3
8701019	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	The game time's over. Behold, the Eye of Judgment!	3
8701020	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Scrap METAL!	3
8701021	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Weakling!	3
8701022	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Another merit earned.	3
8701023	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	How cruel. He could have suffered less.	3
8701024	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	You'll only make his suffering worse!	3
8701025	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Osiris	1	Death to all blasphemers! Face your judgment!	3
8701026	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Whatcha looking at? The performers have regrouped!	3
8701027	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Outta my way. I'm looking for Miss Yazi!	3
8701028	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	You think I'm soft, huh? I'm gonna show you who's the soft one!	3
8701029	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Why are you running? You were acting tough just now!	3
8701030	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Heya! Where are you looking at?	3
8701031	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Just—die!	3
8701032	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Take this!	3
8701033	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	I'll take my time to beat you up!	3
8701034	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Stay behind and open your eyes! Watch my perfect movement and tempo!	3
8701035	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Like a hot knife through butter.	3
8701036	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Pray!	3
8701037	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Wow! I'm so mighty!	3
8701038	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Is that all you got? I'm almost falling asleep.	3
8701039	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Who dares challenge me?	3
8701040	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Gimme someone tough!	3
8701041	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	I have seen your ending.	3
8701042	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	I'm gonna go. All weaklings here, not fun.	3
8701043	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	...My wrench isn't working. Take care of this for me, I'll go get a new one.	3
8701044	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	If anyone ever touches me, I'll twist my head off and give it to them!	3
8701045	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Hehe, I've got a new wrench now. Time to show my true power.	3
8701046	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	King Wrench XIV	1	Ya need my help? I'm still working on me wrench.	3
8701047	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Riot Mk.01	1	Who's calling for Riot?	3
8701048	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Riot Mk.01	1	How could you lose with Riot's help? Gotta run.	3
8701049	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Riot Mk.01	1	Big eyes, big powers!	3
8701050	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Riot Mk.01	1	Riot's got your back. No one can mess with you.	3
8701051	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Riot Mk.01	1	Riot will teach them a lesson.	3
8701052	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	I used to be a mighty warrior just like you. I was unstoppable, even the Ascendants were no match for me.	3
8701053	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	...Till I took an arrow in my arm.	3
8701054	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	What??? How could you bully the wounded?!	3
8701055	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	What a shame. How outrageous!	3
8701056	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	Fine... I will make you pay, even at the cost of my arms!	3
8701057	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	My injury is nothing compared to this shame!	3
8701058	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	A warrior must exceed himself! Move, my arm!	3
8701059	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	I may die today, but my legacy will live on!	3
8701060	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	My arms are gone, but I still have my legs! Take this!	3
8701061	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	Will you join me, even after I lose my arms?	3
8701062	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	Great. My arms may be gone, but my spirit is still high!	3
8701063	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Wounded Harvester	1	Help me up. I still can fight!	3
8701064	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	I only wanted to make a living by selling umbrellas. You forced me to come back!	3
8701065	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	Today you shall witness the martial arts of us performers!	3
8701066	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	I will tolerate you no longer!	3
8701067	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	I never thought you would recognize me...	3
8701068	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	You seem to be in trouble. Let me help you!	3
8701069	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Yazi	1	Don't panic! They are no match for me.	3
30090501	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	Lucia	1	Interesting.	3
30090502	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi2.png	Lee	1	No one can escape my shots.	3
30090503	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	Watanabe	1	Good shot!	3
30090504	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao2SS.png	Nanami	1	No one can stop Nanami!	3
30090505	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png		1	Explore Unit (M) has been driven to madness.	3
30090506	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png		1	Explore Unit (F) is desperate.	3
30090507	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Deconstruct Unit	1	Let me, "Deconstruct Unit", share in your happiness.	3
30090508	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Repair Unit	1	Finally, it's Repair Unit's time.	3
30090509	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Fire Unit	1	No one can dodge Fire Unit's shots.	3
30090531	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	Bianca	1	My next shot will end your misery.	3
30090532	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka2SS.png	Bianca	1	My next song will end your misery!	3
30090533	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya2.png	Sophia	1	This time, I'll protect everyone!	3
30090534	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2.png	Liv	1	I hope I didn't drag everyone down.	3
30090535	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu2S.png	Liv	1	Don't drag Liv down, Commandant!	3
30090536	0	Guide/Guide1	2	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Chrome	1	Bring out everything you have!	3
30090537	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Minghe	1	Who's that? Is it him...coming to...marry me?	3
30090538	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Luyao	1	Oh, sister... Shall we greet him?	3
30090539	0	Guide/Guide1	1	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Chensha	1	Stop humiliating ourselves, Yao. Just look at us... What can we possibly do with these filthy bodies?	3
